"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol12493","CFC1",55997,"CFC1","ENSG00000136698"
"gene_symbol12494","SLC24A1",9187,"SLC24A1","ENSG00000074621"
"gene_symbol12495","MBTPS1",8720,"MBTPS1","ENSG00000140943"
"gene_symbol12496","KLK4",9622,"KLK4","ENSG00000167749"
"gene_symbol12497","MIR4457",100616235,"MIR4457","ENSG00000263670"
"gene_symbol12498","MIR219A1",407002,"MIR219A1","ENSG00000199036"
"gene_symbol12499","SAA3P",6290,"SAA3P","ENSG00000166787"
"gene_symbol12500","PIGQ",9091,"PIGQ","ENSG00000007541"
"gene_symbol12501","STRA6",64220,"STRA6","ENSG00000137868"
"gene_symbol12502","REX1BD",55049,"REX1BD","ENSG00000006015"
"gene_symbol12503","GEMIN4",50628,"GEMIN4","ENSG00000179409"
"gene_symbol12504","SLFNL1-AS1",100507178,"SLFNL1-AS1","ENSG00000281207"
"gene_symbol12505","ZBTB5",9925,"ZBTB5","ENSG00000168795"
"gene_symbol12506","KCNAB1-AS2",100874083,"KCNAB1-AS2","ENSG00000240596"
"gene_symbol12507","AC113208.3",105376731,"LOC105376731","ENSG00000260660"
"gene_symbol12508","AP001993.1",101929473,"LOC101929473","ENSG00000255087"
"gene_symbol12509","HIC1",3090,"HIC1","ENSG00000177374"
"gene_symbol12510","DOT1L",84444,"DOT1L","ENSG00000104885"
"gene_symbol12511","GABRR1",2569,"GABRR1","ENSG00000146276"
"gene_symbol12512","MIR5196",100847070,"MIR5196","ENSG00000284034"
"gene_symbol12513","SNORD115-7",100033444,"SNORD115-7","ENSG00000278089"
"gene_symbol12514","CYP2J2",1573,"CYP2J2","ENSG00000134716"
"gene_symbol12515","IKZF5",64376,"IKZF5","ENSG00000095574"
"gene_symbol12516","SUB1",10923,"SUB1","ENSG00000113387"
"gene_symbol12517","CLPSL2",389383,"CLPSL2","ENSG00000196748"
"gene_symbol12518","AC245123.1",101927815,"LINC03021","ENSG00000254319"
"gene_symbol12519","MYO1H",283446,"MYO1H","ENSG00000174527"
"gene_symbol12520","PHEX-AS1",100873942,"PHEX-AS1","ENSG00000224204"
"gene_symbol12521","RPS6KB1",6198,"RPS6KB1","ENSG00000108443"
"gene_symbol12522","HSD11B1",3290,"HSD11B1","ENSG00000117594"
"gene_symbol12523","ARHGEF38-IT1",100874374,"ARHGEF38-IT1","ENSG00000249885"
"gene_symbol12524","GNA11",2767,"GNA11","ENSG00000088256"
"gene_symbol12525","WARS2-AS1",101929147,"WARS2-AS1","ENSG00000231365"
"gene_symbol12526","MIR6879",102466756,"MIR6879","ENSG00000278851"
"gene_symbol12527","KLRK1-AS1",101928100,"KLRK1-AS1","ENSG00000245648"
"gene_symbol12528","CREG2",200407,"CREG2","ENSG00000175874"
"gene_symbol12529","MIR200CHG",105369635,"MIR200CHG","ENSG00000257084"
"gene_symbol12530","CFAP20DC-AS1",101929238,"CFAP20DC-AS1","ENSG00000242428"
"gene_symbol12531","PTPRQ",374462,"PTPRQ","ENSG00000139304"
"gene_symbol12532","IL25",64806,"IL25","ENSG00000166090"
"gene_symbol12533","PIFO",128344,"PIFO","ENSG00000173947"
"gene_symbol12534","MIR7107",102465665,"MIR7107","ENSG00000284402"
"gene_symbol12535","LINC01251",101929688,"UBE2R2-AS1","ENSG00000233776"
"gene_symbol12536","SSX9P",280660,"SSX9P","ENSG00000204648"
"gene_symbol12537","SPIN2A",54466,"SPIN2A","ENSG00000147059"
"gene_symbol12538","SPACA6P-AS",102238594,"SPACA6-AS1","ENSG00000269959"
"gene_symbol12539","SSTR2",6752,"SSTR2","ENSG00000180616"
"gene_symbol12540","MBNL2",10150,"MBNL2","ENSG00000139793"
"gene_symbol12541","FYB1",2533,"FYB1","ENSG00000082074"
"gene_symbol12542","MIR7849",102465837,"MIR7849","ENSG00000278438"
"gene_symbol12543","TEX29",121793,"TEX29","ENSG00000153495"
"gene_symbol12544","ADGRE1",2015,"ADGRE1","ENSG00000174837"
"gene_symbol12545","AC016866.1",100129878,"DYM-AS1","ENSG00000264269"
"gene_symbol12546","PER3",8863,"PER3","ENSG00000049246"
"gene_symbol12547","OR52Z1",283110,"OR52Z1P","ENSG00000176748"
"gene_symbol12548","APOF",319,"APOF","ENSG00000175336"
"gene_symbol12549","AP3M2",10947,"AP3M2","ENSG00000070718"
"gene_symbol12550","ANKIB1",54467,"ANKIB1","ENSG00000001629"
"gene_symbol12551","CHGB",1114,"CHGB","ENSG00000089199"
"gene_symbol12552","MIR3940",100500888,"MIR3940","ENSG00000284159"
"gene_symbol12553","TMEM50A",23585,"TMEM50A","ENSG00000183726"
"gene_symbol12554","OR1D2",4991,"OR1D2","ENSG00000184166"
"gene_symbol12555","FOXL2",668,"FOXL2","ENSG00000183770"
"gene_symbol12556","TM4SF19",116211,"TM4SF19","ENSG00000145107"
"gene_symbol12557","PRDX2",7001,"PRDX2","ENSG00000167815"
"gene_symbol12558","ARHGAP9",64333,"ARHGAP9","ENSG00000123329"
"gene_symbol12559","HNRNPK",3190,"HNRNPK","ENSG00000165119"
"gene_symbol12560","AC011491.1",390877,"LOC390877","ENSG00000214347"
"gene_symbol12561","OR51J1",79470,"OR51J1","ENSG00000184321"
"gene_symbol12562","HACD1",9200,"HACD1","ENSG00000165996"
"gene_symbol12563","HLA-DQB1",3119,"HLA-DQB1","ENSG00000179344"
"gene_symbol12564","STAG2",10735,"STAG2","ENSG00000101972"
"gene_symbol12565","METTL4",64863,"METTL4","ENSG00000101574"
"gene_symbol12566","PLAC9",219348,"PLAC9","ENSG00000189129"
"gene_symbol12567","SMIM10L2A",399668,"SMIM10L2A","ENSG00000178947"
"gene_symbol12568","OR5A1",219982,"OR5A1","ENSG00000172320"
"gene_symbol12569","RAPGEF5",9771,"RAPGEF5","ENSG00000136237"
"gene_symbol12570","LINC01638",105372978,"LINC01638","ENSG00000233521"
"gene_symbol12571","SYT17",51760,"SYT17","ENSG00000103528"
"gene_symbol12572","LINC00974",147093,"LINC00974","ENSG00000226629"
"gene_symbol12573","GSTM3",2947,"GSTM3","ENSG00000134202"
"gene_symbol12574","SNORA50A",677830,"SNORA50A","ENSG00000281910"
"gene_symbol12575","HTR3B",9177,"HTR3B","ENSG00000149305"
"gene_symbol12576","LINC00334",114042,"LINC00334","ENSG00000182586"
"gene_symbol12577","RARG",5916,"RARG","ENSG00000172819"
"gene_symbol12578","LINC02029",105374177,"LINC02029","ENSG00000241544"
"gene_symbol12579","MIR30A",407029,"MIR30A","ENSG00000207827"
"gene_symbol12580","MAGI2-AS2",100874021,"MAGI2-AS2","ENSG00000226978"
"gene_symbol12581","STEAP2-AS1",100874100,"STEAP2-AS1","ENSG00000227646"
"gene_symbol12582","TEAD1",7003,"TEAD1","ENSG00000187079"
"gene_symbol12583","PLEKHG2",64857,"PLEKHG2","ENSG00000090924"
"gene_symbol12584","NRXN3",9369,"NRXN3","ENSG00000021645"
"gene_symbol12585","HEYL",26508,"HEYL","ENSG00000163909"
"gene_symbol12586","SEC22B",9554,"SEC22B","ENSG00000265808"
"gene_symbol12587","DTX3",196403,"DTX3","ENSG00000178498"
"gene_symbol12588","CCDC87",55231,"CCDC87","ENSG00000182791"
"gene_symbol12589","NXT2",55916,"NXT2","ENSG00000101888"
"gene_symbol12590","ATP6V1F",9296,"ATP6V1F","ENSG00000128524"
"gene_symbol12591","RAB4A",5867,"RAB4A","ENSG00000168118"
"gene_symbol12592","ZNF766",90321,"ZNF766","ENSG00000196214"
"gene_symbol12593","ASB16-AS1",339201,"ASB16-AS1","ENSG00000267080"
"gene_symbol12594","NEXN",91624,"NEXN","ENSG00000162614"
"gene_symbol12595","LINC02382",100506107,"LINC02382","ENSG00000250968"
"gene_symbol12596","SNORD113-5",767565,"SNORD113-5","ENSG00000272474"
"gene_symbol12597","DDI1",414301,"DDI1","ENSG00000170967"
"gene_symbol12598","ADPRHL1",113622,"ADPRHL1","ENSG00000153531"
"gene_symbol12599","USP27X",389856,"USP27X","ENSG00000273820"
"gene_symbol12600","RCOR2",283248,"RCOR2","ENSG00000167771"
"gene_symbol12601","KRTAP4-11",653240,"KRTAP4-11","ENSG00000212721"
"gene_symbol12602","SNORA2C",677815,"SNORA2C","ENSG00000221491"
"gene_symbol12603","SNORA30B",109616992,"SNORA30B","ENSG00000202189"
"gene_symbol12604","PCDH18",54510,"PCDH18","ENSG00000189184"
"gene_symbol12605","MIR7-2",407044,"MIR7-2","ENSG00000207703"
"gene_symbol12606","AL354714.1",101928372,"LOC101928372","ENSG00000198358"
"gene_symbol12607","SNX21",90203,"SNX21","ENSG00000124104"
"gene_symbol12608","TBX15",6913,"TBX15","ENSG00000092607"
"gene_symbol12609","TMEM60",85025,"TMEM60","ENSG00000135211"
"gene_symbol12610","LYPLAL1",127018,"LYPLAL1","ENSG00000143353"
"gene_symbol12611","F13B",2165,"F13B","ENSG00000143278"
"gene_symbol12612","MIR3677",100500812,"MIR3677","ENSG00000266643"
"gene_symbol12613","AL157756.1",101927702,"LOC101927702","ENSG00000254718"
"gene_symbol12614","FDXR",2232,"FDXR","ENSG00000161513"
"gene_symbol12615","APMAP",57136,"APMAP","ENSG00000101474"
"gene_symbol12616","DNAJB5",25822,"DNAJB5","ENSG00000137094"
"gene_symbol12617","POLR3H",171568,"POLR3H","ENSG00000100413"
"gene_symbol12618","FNDC5",252995,"FNDC5","ENSG00000160097"
"gene_symbol12619","GPRASP2",114928,"GPRASP2","ENSG00000158301"
"gene_symbol12620","ARTN",9048,"ARTN","ENSG00000117407"
"gene_symbol12621","SERPINA3",12,"SERPINA3","ENSG00000196136"
"gene_symbol12622","KIF27",55582,"KIF27","ENSG00000165115"
"gene_symbol12623","AC005264.1",100996351,"GNA15-DT","ENSG00000267551"
"gene_symbol12624","WDR1",9948,"WDR1","ENSG00000071127"
"gene_symbol12625","LINC02213",389273,"LINC02213","ENSG00000249160"
"gene_symbol12626","LINC02102",100505625,"LINC02102","ENSG00000248677"
"gene_symbol12627","ANGPTL2",23452,"ANGPTL2","ENSG00000136859"
"gene_symbol12628","ANO3",63982,"ANO3","ENSG00000134343"
"gene_symbol12629","PCDH9-AS2",100874064,"PCDH9-AS2","ENSG00000228842"
"gene_symbol12630","DOHH",83475,"DOHH","ENSG00000129932"
"gene_symbol12631","WDR83OS",51398,"WDR83OS","ENSG00000105583"
"gene_symbol12632","TARS1",6897,"TARS1","ENSG00000113407"
"gene_symbol12633","LRRC17",10234,"LRRC17","ENSG00000128606"
"gene_symbol12634","ERC1",23085,"ERC1","ENSG00000082805"
"gene_symbol12635","AC019171.1",375196,"LOC375196","ENSG00000269210"
"gene_symbol12636","ACP6",51205,"ACP6","ENSG00000162836"
"gene_symbol12637","LIPC-AS1",101928694,"LIPC-AS1","ENSG00000259293"
"gene_symbol12638","PIK3R5",23533,"PIK3R5","ENSG00000141506"
"gene_symbol12639","RDH8",50700,"RDH8","ENSG00000080511"
"gene_symbol12640","CCSER2",54462,"CCSER2","ENSG00000107771"
"gene_symbol12641","SLC22A7",10864,"SLC22A7","ENSG00000137204"
"gene_symbol12642","MIR329-1",574408,"MIR329-1","ENSG00000207761"
"gene_symbol12643","HDHD3",81932,"HDHD3","ENSG00000119431"
"gene_symbol12644","LINC01891",105373934,"LINC01891","ENSG00000231682"
"gene_symbol12645","AP002026.1",100507053,"LOC100507053","ENSG00000246090"
"gene_symbol12646","AC104667.2",105373958,"RAB17-DT","ENSG00000234949"
"gene_symbol12647","C11orf45",219833,"KCNJ5-AS1","ENSG00000174370"
"gene_symbol12648","RRP7BP",91695,"RRP7BP","ENSG00000182841"
"gene_symbol12649","SSNA1",8636,"SSNA1","ENSG00000176101"
"gene_symbol12650","MFSD8",256471,"MFSD8","ENSG00000164073"
"gene_symbol12651","MTRNR2L1",100462977,"MTRNR2L1","ENSG00000256618"
"gene_symbol12652","SETD1B",23067,"SETD1B","ENSG00000139718"
"gene_symbol12653","TLE5",166,"TLE5","ENSG00000104964"
"gene_symbol12654","HADHA",3030,"HADHA","ENSG00000084754"
"gene_symbol12655","PACRGL",133015,"PACRGL","ENSG00000163138"
"gene_symbol12656","TTC13",79573,"TTC13","ENSG00000143643"
"gene_symbol12657","CAPN8",388743,"CAPN8","ENSG00000203697"
"gene_symbol12658","COX6B1",1340,"COX6B1","ENSG00000126267"
"gene_symbol12659","ITPK1",3705,"ITPK1","ENSG00000100605"
"gene_symbol12660","SYNJ2BP",55333,"SYNJ2BP","ENSG00000213463"
"gene_symbol12661","PDE4A",5141,"PDE4A","ENSG00000065989"
"gene_symbol12662","AL135999.1",102724814,"AP1G2-AS1","ENSG00000258727"
"gene_symbol12663","LINC01748",105378763,"LINC01748","ENSG00000226476"
"gene_symbol12664","TRMO",51531,"TRMO","ENSG00000136932"
"gene_symbol12665","CEP97",79598,"CEP97","ENSG00000182504"
"gene_symbol12666","USP43",124739,"USP43","ENSG00000154914"
"gene_symbol12667","STAG1",10274,"STAG1","ENSG00000118007"
"gene_symbol12668","MUL1",79594,"MUL1","ENSG00000090432"
"gene_symbol12669","LPAR6",10161,"LPAR6","ENSG00000139679"
"gene_symbol12670","LINC01970",101929511,"LINC01970","ENSG00000265692"
"gene_symbol12671","MYO5C",55930,"MYO5C","ENSG00000128833"
"gene_symbol12672","SNORD114-28",767609,"SNORD114-28","ENSG00000200480"
"gene_symbol12673","TIE1",7075,"TIE1","ENSG00000066056"
"gene_symbol12674","RAMAC",83640,"RAMAC","ENSG00000169612"
"gene_symbol12675","PRIM1",5557,"PRIM1","ENSG00000198056"
"gene_symbol12676","C12orf50",160419,"C12orf50","ENSG00000165805"
"gene_symbol12677","LINC00708",100507143,"LINC00708","ENSG00000232170"
"gene_symbol12678","MEGF9",1955,"MEGF9","ENSG00000106780"
"gene_symbol12679","DEDD2",162989,"DEDD2","ENSG00000160570"
"gene_symbol12680","DNAJC27",51277,"DNAJC27","ENSG00000115137"
"gene_symbol12681","TEX36-AS1",100169752,"TEX36-AS1","ENSG00000237675"
"gene_symbol12682","ULK3",25989,"ULK3","ENSG00000140474"
"gene_symbol12683","RSPO2",340419,"RSPO2","ENSG00000147655"
"gene_symbol12684","SFSWAP",6433,"SFSWAP","ENSG00000061936"
"gene_symbol12685","PYM1",84305,"PYM1","ENSG00000170473"
"gene_symbol12686","SYNC",81493,"SYNC","ENSG00000162520"
"gene_symbol12687","SLC24A5",283652,"SLC24A5","ENSG00000188467"
"gene_symbol12688","DGKZ",8525,"DGKZ","ENSG00000149091"
"gene_symbol12689","FOXK1",221937,"FOXK1","ENSG00000164916"
"gene_symbol12690","AJ009632.2",101927745,"LOC101927745","ENSG00000229425"
"gene_symbol12691","TCF23",150921,"TCF23","ENSG00000163792"
"gene_symbol12692","PBOV1",59351,"PBOV1","ENSG00000254440"
"gene_symbol12693","ACACB",32,"ACACB","ENSG00000076555"
"gene_symbol12694","METTL21A",151194,"METTL21A","ENSG00000144401"
"gene_symbol12695","AGT",183,"AGT","ENSG00000135744"
"gene_symbol12696","LINC00445",100507114,"LINC00445","ENSG00000236036"
"gene_symbol12697","HEXIM1",10614,"HEXIM1","ENSG00000186834"
"gene_symbol12698","ATP5MPL",9556,"ATP5MJ","ENSG00000156411"
"gene_symbol12699","MIR4709",100616211,"MIR4709","ENSG00000283944"
"gene_symbol12700","EXOC1",55763,"EXOC1","ENSG00000090989"
"gene_symbol12701","RTN4RL1",146760,"RTN4RL1","ENSG00000185924"
"gene_symbol12702","NPDC1",56654,"NPDC1","ENSG00000107281"
"gene_symbol12703","POPDC3",64208,"POPDC3","ENSG00000132429"
"gene_symbol12704","MPV17",4358,"MPV17","ENSG00000115204"
"gene_symbol12705","LYN",4067,"LYN","ENSG00000254087"
"gene_symbol12706","DNASE2B",58511,"DNASE2B","ENSG00000137976"
"gene_symbol12707","NTN5",126147,"NTN5","ENSG00000142233"
"gene_symbol12708","DNTTIP1",116092,"DNTTIP1","ENSG00000101457"
"gene_symbol12709","TRMU",55687,"TRMU","ENSG00000100416"
"gene_symbol12710","RHBDL2",54933,"RHBDL2","ENSG00000158315"
"gene_symbol12711","NEK10",152110,"NEK10","ENSG00000163491"
"gene_symbol12712","AL513318.1",440173,"LINC02893","ENSG00000269994"
"gene_symbol12713","MIR629",693214,"MIR629","ENSG00000207965"
"gene_symbol12714","PLD1",5337,"PLD1","ENSG00000075651"
"gene_symbol12715","ALG10B",144245,"ALG10B","ENSG00000175548"
"gene_symbol12716","STXBP5",134957,"STXBP5","ENSG00000164506"
"gene_symbol12717","TMEM239",100288797,"TMEM239","ENSG00000198326"
"gene_symbol12718","MIR549A",693132,"MIR549A","ENSG00000208003"
"gene_symbol12719","RSAD2",91543,"RSAD2","ENSG00000134321"
"gene_symbol12720","PDE6C",5146,"PDE6C","ENSG00000095464"
"gene_symbol12721","SLC17A3",10786,"SLC17A3","ENSG00000124564"
"gene_symbol12722","NRSN1",140767,"NRSN1","ENSG00000152954"
"gene_symbol12723","PTPRH",5794,"PTPRH","ENSG00000080031"
"gene_symbol12724","BEAN1",146227,"BEAN1","ENSG00000166546"
"gene_symbol12725","OR4D9",390199,"OR4D9","ENSG00000172742"
"gene_symbol12726","PKM",5315,"PKM","ENSG00000067225"
"gene_symbol12727","CCDC71L",168455,"CCDC71L","ENSG00000253276"
"gene_symbol12728","GIMAP1-GIMAP5",100527949,"GIMAP1-GIMAP5","ENSG00000281887"
"gene_symbol12729","HTR5A-AS1",100128264,"HTR5A-AS1","ENSG00000220575"
"gene_symbol12730","SHLD2",54537,"SHLD2","ENSG00000122376"
"gene_symbol12731","TMX4",56255,"TMX4","ENSG00000125827"
"gene_symbol12732","PLAUR",5329,"PLAUR","ENSG00000011422"
"gene_symbol12733","AL109910.2",285804,"LOC285804","ENSG00000271820"
"gene_symbol12734","CDY2B",203611,"CDY2B","ENSG00000129873"
"gene_symbol12735","LINC02356",105369984,"LINC02356","ENSG00000257595"
"gene_symbol12736","SEMA3C",10512,"SEMA3C","ENSG00000075223"
"gene_symbol12737","NDFIP2-AS1",100874208,"NDFIP2-AS1","ENSG00000232132"
"gene_symbol12738","AC067852.2",108783654,"HSD17B1-AS1","ENSG00000266962"
"gene_symbol12739","XCR1",2829,"XCR1","ENSG00000173578"
"gene_symbol12740","PLEKHF2",79666,"PLEKHF2","ENSG00000175895"
"gene_symbol12741","NSMAF",8439,"NSMAF","ENSG00000035681"
"gene_symbol12742","FMR1NB",158521,"FMR1NB","ENSG00000176988"
"gene_symbol12743","KRR1",11103,"KRR1","ENSG00000111615"
"gene_symbol12744","CASC8",727677,"CASC8","ENSG00000246228"
"gene_symbol12745","TMEM256",254863,"TMEM256","ENSG00000205544"
"gene_symbol12746","C5orf24",134553,"C5orf24","ENSG00000181904"
"gene_symbol12747","UTP14A",10813,"UTP14A","ENSG00000156697"
"gene_symbol12748","LINC00869",57234,"LINC00869","ENSG00000277147"
"gene_symbol12749","NDST4",64579,"NDST4","ENSG00000138653"
"gene_symbol12750","SNORD114-19",767597,"SNORD114-19","ENSG00000199942"
"gene_symbol12751","SNX25",83891,"SNX25","ENSG00000109762"
"gene_symbol12752","C1orf162",128346,"C1orf162","ENSG00000143110"
"gene_symbol12753","FAM76B",143684,"FAM76B","ENSG00000077458"
"gene_symbol12754","BECN1",8678,"BECN1","ENSG00000126581"
"gene_symbol12755","PRICKLE2",166336,"PRICKLE2","ENSG00000163637"
"gene_symbol12756","SNORD25",9303,"SNORD25","ENSG00000275043"
"gene_symbol12757","DDX31",64794,"DDX31","ENSG00000125485"
"gene_symbol12758","B3GLCT",145173,"B3GLCT","ENSG00000187676"
"gene_symbol12759","DDHD1",80821,"DDHD1","ENSG00000100523"
"gene_symbol12760","CDIN1",84529,"CDIN1","ENSG00000186073"
"gene_symbol12761","ANKRD34C",390616,"ANKRD34C","ENSG00000235711"
"gene_symbol12762","PCDHGA2",56113,"PCDHGA2","ENSG00000081853"
"gene_symbol12763","LINC01753",105378739,"LINC01753","ENSG00000230250"
"gene_symbol12764","IRF4",3662,"IRF4","ENSG00000137265"
"gene_symbol12765","FAM50B",26240,"FAM50B","ENSG00000145945"
"gene_symbol12766","SNHG1",23642,"SNHG1","ENSG00000255717"
"gene_symbol12767","RBMS1",5937,"RBMS1","ENSG00000153250"
"gene_symbol12768","LINC02227",101927697,"LINC02227","ENSG00000276778"
"gene_symbol12769","HDAC4",9759,"HDAC4","ENSG00000068024"
"gene_symbol12770","INTS5",80789,"INTS5","ENSG00000185085"
"gene_symbol12771","GPR25",2848,"GPR25","ENSG00000170128"
"gene_symbol12772","TCEA1",6917,"TCEA1","ENSG00000187735"
"gene_symbol12773","DNAH9",1770,"DNAH9","ENSG00000007174"
"gene_symbol12774","RASAL2",9462,"RASAL2","ENSG00000075391"
"gene_symbol12775","C7orf26",79034,"INTS15","ENSG00000146576"
"gene_symbol12776","HMGA2",8091,"HMGA2","ENSG00000149948"
"gene_symbol12777","SMG5",23381,"SMG5","ENSG00000198952"
"gene_symbol12778","DGKE",8526,"DGKE","ENSG00000153933"
"gene_symbol12779","TLE7",102723796,"TLE7","ENSG00000260734"
"gene_symbol12780","ABHD17A",81926,"ABHD17A","ENSG00000129968"
"gene_symbol12781","CDCA7L",55536,"CDCA7L","ENSG00000164649"
"gene_symbol12782","BLVRA",644,"BLVRA","ENSG00000106605"
"gene_symbol12783","IRX1",79192,"IRX1","ENSG00000170549"
"gene_symbol12784","GOLGA8EP",390535,"GOLGA8EP","ENSG00000278429"
"gene_symbol12785","LINC02454",105369807,"LINC02454",""
"gene_symbol12786","VGF",7425,"VGF","ENSG00000128564"
"gene_symbol12787","AGTR2",186,"AGTR2","ENSG00000180772"
"gene_symbol12788","ADCY4",196883,"ADCY4","ENSG00000129467"
"gene_symbol12789","MIR8083",102466879,"MIR8083","ENSG00000274940"
"gene_symbol12790","LCE1B",353132,"LCE1B","ENSG00000196734"
"gene_symbol12791","PCCB",5096,"PCCB","ENSG00000114054"
"gene_symbol12792","MIR5685",100847075,"MIR5685","ENSG00000264056"
"gene_symbol12793","AL161452.1",101928525,"LOC101928525","ENSG00000226706"
"gene_symbol12794","RBMXL3",139804,"RBMXL3","ENSG00000175718"
"gene_symbol12795","NBPF3",84224,"NBPF3","ENSG00000142794"
"gene_symbol12796","REN",5972,"REN","ENSG00000143839"
"gene_symbol12797","ZNF880",400713,"ZNF880","ENSG00000221923"
"gene_symbol12798","BBC3",27113,"BBC3","ENSG00000105327"
"gene_symbol12799","AC005702.5",102723851,"LOC102723851","ENSG00000287664"
"gene_symbol12800","DRP2",1821,"DRP2","ENSG00000102385"
"gene_symbol12801","FAM180A",389558,"FAM180A","ENSG00000189320"
"gene_symbol12802","LINC02852",105370985,"LINC02852","ENSG00000285866"
"gene_symbol12803","HARBI1",283254,"HARBI1","ENSG00000180423"
"gene_symbol12804","AC005090.1",105375224,"LOC105375224","ENSG00000231418"
"gene_symbol12805","ANKRD42",338699,"ANKRD42","ENSG00000137494"
"gene_symbol12806","CD164L2",388611,"CD164L2","ENSG00000174950"
"gene_symbol12807","PARD6G",84552,"PARD6G","ENSG00000178184"
"gene_symbol12808","FASTKD2",22868,"FASTKD2","ENSG00000118246"
"gene_symbol12809","IL33",90865,"IL33","ENSG00000137033"
"gene_symbol12810","DMD",1756,"DMD","ENSG00000198947"
"gene_symbol12811","MIR6499",102465246,"MIR6499","ENSG00000276622"
"gene_symbol12812","PDHA1",5160,"PDHA1","ENSG00000131828"
"gene_symbol12813","SLC40A1",30061,"SLC40A1","ENSG00000138449"
"gene_symbol12814","KIF1C-AS1",102724009,"KIF1C-AS1","ENSG00000227495"
"gene_symbol12815","WDR64",128025,"WDR64","ENSG00000162843"
"gene_symbol12816","MIR1255B2",100313835,"MIR1255B2","ENSG00000221545"
"gene_symbol12817","RASA4",10156,"RASA4","ENSG00000105808"
"gene_symbol12818","EML1",2009,"EML1","ENSG00000066629"
"gene_symbol12819","ZNF131",7690,"ZNF131","ENSG00000172262"
"gene_symbol12820","PXDN",7837,"PXDN","ENSG00000130508"
"gene_symbol12821","SNORD60",26788,"SNORD60","ENSG00000206630"
"gene_symbol12822","AL359313.1",153910,"LOC153910","ENSG00000236366"
"gene_symbol12823","FOXP1-AS1",104502416,"FOXP1-AS1","ENSG00000244203"
"gene_symbol12824","NUDT21",11051,"NUDT21","ENSG00000167005"
"gene_symbol12825","H2AC20",8338,"H2AC20","ENSG00000184260"
"gene_symbol12826","SNHG19",100507303,"SNHG19","ENSG00000260260"
"gene_symbol12827","BAK1",578,"BAK1","ENSG00000030110"
"gene_symbol12828","LINC01581",101927112,"LINC01581","ENSG00000259724"
"gene_symbol12829","PET100",100131801,"PET100","ENSG00000229833"
"gene_symbol12830","LINC00583",100113404,"LINC00583","ENSG00000205636"
"gene_symbol12831","C7orf25",79020,"C7orf25","ENSG00000136197"
"gene_symbol12832","ATP1B1",481,"ATP1B1","ENSG00000143153"
"gene_symbol12833","ITIH1",3697,"ITIH1","ENSG00000055957"
"gene_symbol12834","TRIM49",57093,"TRIM49","ENSG00000168930"
"gene_symbol12835","ASB16",92591,"ASB16","ENSG00000161664"
"gene_symbol12836","VDAC2",7417,"VDAC2","ENSG00000165637"
"gene_symbol12837","ZNF239",8187,"ZNF239","ENSG00000196793"
"gene_symbol12838","PCDHB13",56123,"PCDHB13","ENSG00000187372"
"gene_symbol12839","HSFX3",101928917,"HSFX3","ENSG00000283697"
"gene_symbol12840","SPX",80763,"SPX","ENSG00000134548"
"gene_symbol12841","AL672167.1",101929006,"LINC03003","ENSG00000197171"
"gene_symbol12842","MIR548AJ1",100616191,"MIR548AJ1","ENSG00000265669"
"gene_symbol12843","CPSF7",79869,"CPSF7","ENSG00000149532"
"gene_symbol12844","CDON",50937,"CDON","ENSG00000064309"
"gene_symbol12845","CYP2U1-AS1",101929595,"CYP2U1-AS1","ENSG00000245293"
"gene_symbol12846","C2orf49",79074,"C2orf49","ENSG00000135974"
"gene_symbol12847","CLEC2L",154790,"CLEC2L","ENSG00000236279"
"gene_symbol12848","MIR375",494324,"MIR375","ENSG00000198973"
"gene_symbol12849","OTUD4",54726,"OTUD4","ENSG00000164164"
"gene_symbol12850","FAM83D",81610,"FAM83D","ENSG00000101447"
"gene_symbol12851","TBRG4",9238,"TBRG4","ENSG00000136270"
"gene_symbol12852","QDPR",5860,"QDPR","ENSG00000151552"
"gene_symbol12853","SZT2",23334,"SZT2","ENSG00000198198"
"gene_symbol12854","MIR656",724026,"MIR656","ENSG00000207959"
"gene_symbol12855","TMEFF1",8577,"TMEFF1","ENSG00000241697"
"gene_symbol12856","LINC00461",645323,"LINC00461","ENSG00000245526"
"gene_symbol12857","EFTUD2",9343,"EFTUD2","ENSG00000108883"
"gene_symbol12858","LINC00092",100188953,"LINC00092","ENSG00000225194"
"gene_symbol12859","SIX5",147912,"SIX5","ENSG00000177045"
"gene_symbol12860","TBC1D2",55357,"TBC1D2","ENSG00000095383"
"gene_symbol12861","ST3GAL6",10402,"ST3GAL6","ENSG00000064225"
"gene_symbol12862","RNF182",221687,"RNF182","ENSG00000180537"
"gene_symbol12863","DYRK4",8798,"DYRK4","ENSG00000010219"
"gene_symbol12864","RHOV",171177,"RHOV","ENSG00000104140"
"gene_symbol12865","RLN3",117579,"RLN3","ENSG00000171136"
"gene_symbol12866","DNER",92737,"DNER","ENSG00000187957"
"gene_symbol12867","CASC3",22794,"CASC3","ENSG00000108349"
"gene_symbol12868","MAGEA12",4111,"MAGEA12","ENSG00000213401"
"gene_symbol12869","HLA-DRB1",3123,"HLA-DRB1","ENSG00000196126"
"gene_symbol12870","ZNF629",23361,"ZNF629","ENSG00000102870"
"gene_symbol12871","CA5A",763,"CA5A","ENSG00000174990"
"gene_symbol12872","CCDC88B",283234,"CCDC88B","ENSG00000168071"
