"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol12873","NDUFA9",4704,"NDUFA9","ENSG00000139180"
"gene_symbol12874","PLCB4",5332,"PLCB4","ENSG00000101333"
"gene_symbol12875","ZNF684",127396,"ZNF684","ENSG00000117010"
"gene_symbol12876","CCM2",83605,"CCM2","ENSG00000136280"
"gene_symbol12877","EIF2B4",8890,"EIF2B4","ENSG00000115211"
"gene_symbol12878","HMG20A",10363,"HMG20A","ENSG00000140382"
"gene_symbol12879","KLF5",688,"KLF5","ENSG00000102554"
"gene_symbol12880","AUNIP",79000,"AUNIP","ENSG00000127423"
"gene_symbol12881","PI4K2B",55300,"PI4K2B","ENSG00000038210"
"gene_symbol12882","ZNF490",57474,"ZNF490","ENSG00000188033"
"gene_symbol12883","RAB3IP",117177,"RAB3IP","ENSG00000127328"
"gene_symbol12884","MPP4",58538,"MPP4","ENSG00000082126"
"gene_symbol12885","HIBADH",11112,"HIBADH","ENSG00000106049"
"gene_symbol12886","ZNF506",440515,"ZNF506","ENSG00000081665"
"gene_symbol12887","ZNF106",64397,"ZNF106","ENSG00000103994"
"gene_symbol12888","ZNF623",9831,"ZNF623","ENSG00000183309"
"gene_symbol12889","HSD3B7",80270,"HSD3B7","ENSG00000099377"
"gene_symbol12890","ANXA6",309,"ANXA6","ENSG00000197043"
"gene_symbol12891","DLGAP1-AS3",201477,"DLGAP1-AS3","ENSG00000263724"
"gene_symbol12892","LINC00244",64433,"LINC00244","ENSG00000279418"
"gene_symbol12893","C9orf92",100129385,"C9orf92","ENSG00000205549"
"gene_symbol12894","PDIK1L",149420,"PDIK1L","ENSG00000175087"
"gene_symbol12895","SH3TC1",54436,"SH3TC1","ENSG00000125089"
"gene_symbol12896","DDX19B",11269,"DDX19B","ENSG00000157349"
"gene_symbol12897","TBX2",6909,"TBX2","ENSG00000121068"
"gene_symbol12898","LINC02547",105376554,"LINC02547","ENSG00000254486"
"gene_symbol12899","MAPK11",5600,"MAPK11","ENSG00000185386"
"gene_symbol12900","RBM48",84060,"RBM48","ENSG00000127993"
"gene_symbol12901","UCHL3",7347,"UCHL3","ENSG00000118939"
"gene_symbol12902","YBEY",54059,"YBEY","ENSG00000182362"
"gene_symbol12903","COMMD8",54951,"COMMD8","ENSG00000169019"
"gene_symbol12904","HNRNPA1",3178,"HNRNPA1","ENSG00000135486"
"gene_symbol12905","TMEM106C",79022,"TMEM106C","ENSG00000134291"
"gene_symbol12906","ZNF700",90592,"ZNF700","ENSG00000196757"
"gene_symbol12907","KRTAP9-4",85280,"KRTAP9-4","ENSG00000241595"
"gene_symbol12908","SH2B3",10019,"SH2B3","ENSG00000111252"
"gene_symbol12909","ZSWIM3",140831,"ZSWIM3","ENSG00000132801"
"gene_symbol12910","SEMA4A",64218,"SEMA4A","ENSG00000196189"
"gene_symbol12911","LINC00615",439916,"LINC00615","ENSG00000196243"
"gene_symbol12912","AP002001.1",101928535,"LOC101928535","ENSG00000254811"
"gene_symbol12913","WSB2",55884,"WSB2","ENSG00000176871"
"gene_symbol12914","LRRC55",219527,"LRRC55","ENSG00000183908"
"gene_symbol12915","SARNP",84324,"SARNP","ENSG00000205323"
"gene_symbol12916","FCAMR",83953,"FCAMR","ENSG00000162897"
"gene_symbol12917","IER3",8870,"IER3","ENSG00000137331"
"gene_symbol12918","LINC01213",101927992,"LINC01213","ENSG00000244541"
"gene_symbol12919","AGXT2",64902,"AGXT2","ENSG00000113492"
"gene_symbol12920","EMCN",51705,"EMCN","ENSG00000164035"
"gene_symbol12921","AC023491.2",101929738,"",""
"gene_symbol12922","ZNF202",7753,"ZNF202","ENSG00000166261"
"gene_symbol12923","TBX3",6926,"TBX3","ENSG00000135111"
"gene_symbol12924","TTC23",64927,"TTC23","ENSG00000103852"
"gene_symbol12925","BCKDHB",594,"BCKDHB","ENSG00000083123"
"gene_symbol12926","PAK1IP1",55003,"PAK1IP1","ENSG00000111845"
"gene_symbol12927","TNFSF12-TNFSF13",407977,"TNFSF12-TNFSF13","ENSG00000248871"
"gene_symbol12928","LINC02172",105377443,"LINC02172","ENSG00000251632"
"gene_symbol12929","STX3",6809,"STX3","ENSG00000166900"
"gene_symbol12930","IGFBP7-AS1",255130,"IGFBP7-AS1","ENSG00000245067"
"gene_symbol12931","CYB5A",1528,"CYB5A","ENSG00000166347"
"gene_symbol12932","GSC2",2928,"GSC2","ENSG00000063515"
"gene_symbol12933","LINC01132",100506810,"LINC01132","ENSG00000227630"
"gene_symbol12934","LINC00939",400084,"LINC00939","ENSG00000249267"
"gene_symbol12935","POLM",27434,"POLM","ENSG00000122678"
"gene_symbol12936","SNORD115-33",100033807,"SNORD115-33","ENSG00000200593"
"gene_symbol12937","NDUFB2",4708,"NDUFB2","ENSG00000090266"
"gene_symbol12938","H2BC3",3018,"H2BC3","ENSG00000276410"
"gene_symbol12939","C12orf65",91574,"MTRFR","ENSG00000130921"
"gene_symbol12940","RGS16",6004,"RGS16","ENSG00000143333"
"gene_symbol12941","MTERF4",130916,"MTERF4","ENSG00000122085"
"gene_symbol12942","IL2RA",3559,"IL2RA","ENSG00000134460"
"gene_symbol12943","DNAH8",1769,"DNAH8","ENSG00000124721"
"gene_symbol12944","PIK3CG",5294,"PIK3CG","ENSG00000105851"
"gene_symbol12945","CNPPD1",27013,"CNPPD1","ENSG00000115649"
"gene_symbol12946","CERS6",253782,"CERS6","ENSG00000172292"
"gene_symbol12947","GALNT12",79695,"GALNT12","ENSG00000119514"
"gene_symbol12948","ASPM",259266,"ASPM","ENSG00000066279"
"gene_symbol12949","DEF8",54849,"DEF8","ENSG00000140995"
"gene_symbol12950","CERNA2",642934,"CERNA2","ENSG00000285972"
"gene_symbol12951","ZC3HAV1",56829,"ZC3HAV1","ENSG00000105939"
"gene_symbol12952","CCL17",6361,"CCL17","ENSG00000102970"
"gene_symbol12953","RNF138",51444,"RNF138","ENSG00000134758"
"gene_symbol12954","MIR3202-1",100422987,"MIR3202-1","ENSG00000265176"
"gene_symbol12955","CFAP126",257177,"CFAP126","ENSG00000188931"
"gene_symbol12956","SNORA55",677834,"SNORA55","ENSG00000201457"
"gene_symbol12957","RAN",5901,"RAN","ENSG00000132341"
"gene_symbol12958","MICOS13",125988,"MICOS13","ENSG00000174917"
"gene_symbol12959","COQ5",84274,"COQ5","ENSG00000110871"
"gene_symbol12960","GRPEL2",134266,"GRPEL2","ENSG00000164284"
"gene_symbol12961","CATSPER1",117144,"CATSPER1","ENSG00000175294"
"gene_symbol12962","ZNF185",7739,"ZNF185","ENSG00000147394"
"gene_symbol12963","CLDN2",9075,"CLDN2","ENSG00000165376"
"gene_symbol12964","S100A13",6284,"S100A13","ENSG00000189171"
"gene_symbol12965","ARHGAP26-AS1",100874239,"ARHGAP26-AS1","ENSG00000226272"
"gene_symbol12966","ZBTB20-AS1",100131117,"ZBTB20-AS1","ENSG00000241560"
"gene_symbol12967","OXR1",55074,"OXR1","ENSG00000164830"
"gene_symbol12968","ZNF222",7673,"ZNF222","ENSG00000159885"
"gene_symbol12969","LUC7L2",51631,"LUC7L2","ENSG00000146963"
"gene_symbol12970","DIO2-AS1",100628307,"DIO2-AS1","ENSG00000258766"
"gene_symbol12971","PHACTR3",116154,"PHACTR3","ENSG00000087495"
"gene_symbol12972","ELK1",2002,"ELK1","ENSG00000126767"
"gene_symbol12973","EFCAB5",374786,"EFCAB5","ENSG00000176927"
"gene_symbol12974","MIR410",574434,"MIR410","ENSG00000199092"
"gene_symbol12975","VPS4B",9525,"VPS4B","ENSG00000119541"
"gene_symbol12976","NKX2-1",7080,"NKX2-1","ENSG00000136352"
"gene_symbol12977","AP003110.1",101928896,"LOC101928896","ENSG00000255084"
"gene_symbol12978","ATP2C2",9914,"ATP2C2","ENSG00000064270"
"gene_symbol12979","SAMM50",25813,"SAMM50","ENSG00000100347"
"gene_symbol12980","MIR1244-3",100422872,"MIR1244-3","ENSG00000283429"
"gene_symbol12981","SLC30A3",7781,"SLC30A3","ENSG00000115194"
"gene_symbol12982","LIMS3",96626,"LIMS3","ENSG00000256977"
"gene_symbol12983","ZNF460-AS1",105372476,"ZNF460-AS1","ENSG00000267871"
"gene_symbol12984","POU5F1P4",645682,"POU5F1P4","ENSG00000237872"
"gene_symbol12985","COA6",388753,"COA6","ENSG00000168275"
"gene_symbol12986","ANKRD23",200539,"ANKRD23","ENSG00000163126"
"gene_symbol12987","MAP7D3",79649,"MAP7D3","ENSG00000129680"
"gene_symbol12988","KLRG1",10219,"KLRG1","ENSG00000139187"
"gene_symbol12989","LEUTX",342900,"LEUTX","ENSG00000213921"
"gene_symbol12990","TMEM174",134288,"TMEM174","ENSG00000164325"
"gene_symbol12991","TTC39B",158219,"TTC39B","ENSG00000155158"
"gene_symbol12992","MIR661",724031,"MIR661","ENSG00000207574"
"gene_symbol12993","RERG-AS1",100873980,"RERG-AS1","ENSG00000255660"
"gene_symbol12994","CHTF8",54921,"CHTF8","ENSG00000168802"
"gene_symbol12995","TPM2",7169,"TPM2","ENSG00000198467"
"gene_symbol12996","RUNX3",864,"RUNX3","ENSG00000020633"
"gene_symbol12997","TSPYL1",7259,"TSPYL1","ENSG00000189241"
"gene_symbol12998","SETD9",133383,"SETD9","ENSG00000155542"
"gene_symbol12999","FYB2",199920,"FYB2","ENSG00000187889"
"gene_symbol13000","ZNF431",170959,"ZNF431","ENSG00000196705"
"gene_symbol13001","ITGB3BP",23421,"ITGB3BP","ENSG00000142856"
"gene_symbol13002","SNAI2",6591,"SNAI2","ENSG00000019549"
"gene_symbol13003","ANKMY1",51281,"ANKMY1","ENSG00000144504"
"gene_symbol13004","SLC25A13",10165,"SLC25A13","ENSG00000004864"
"gene_symbol13005","YWHAQ",10971,"YWHAQ","ENSG00000134308"
"gene_symbol13006","CRHBP",1393,"CRHBP","ENSG00000145708"
"gene_symbol13007","AIM2",9447,"AIM2","ENSG00000163568"
"gene_symbol13008","HSBP1",3281,"HSBP1","ENSG00000230989"
"gene_symbol13009","BEST2",54831,"BEST2","ENSG00000039987"
"gene_symbol13010","UIMC1",51720,"UIMC1","ENSG00000087206"
"gene_symbol13011","GABRA4",2557,"GABRA4","ENSG00000109158"
"gene_symbol13012","ANTXR1",84168,"ANTXR1","ENSG00000169604"
"gene_symbol13013","NCOR1",9611,"NCOR1","ENSG00000141027"
"gene_symbol13014","MIR4256",100422976,"MIR4256","ENSG00000283296"
"gene_symbol13015","LPAR1",1902,"LPAR1","ENSG00000198121"
"gene_symbol13016","IQCF1",132141,"IQCF1","ENSG00000173389"
"gene_symbol13017","MIR520F",574464,"MIR520F","ENSG00000283540"
"gene_symbol13018","AP002754.1",101927495,"LOC101927495","ENSG00000250230"
"gene_symbol13019","GPR162",27239,"GPR162","ENSG00000250510"
"gene_symbol13020","SASS6",163786,"SASS6","ENSG00000156876"
"gene_symbol13021","LINC02436",101928877,"LINC02436","ENSG00000250754"
"gene_symbol13022","DNAJB12",54788,"DNAJB12","ENSG00000148719"
"gene_symbol13023","LRRFIP1",9208,"LRRFIP1","ENSG00000124831"
"gene_symbol13024","ONECUT1",3175,"ONECUT1","ENSG00000169856"
"gene_symbol13025","NEK7",140609,"NEK7","ENSG00000151414"
"gene_symbol13026","CARD6",84674,"CARD6","ENSG00000132357"
"gene_symbol13027","ACBD3",64746,"ACBD3","ENSG00000182827"
"gene_symbol13028","NRG2",9542,"NRG2","ENSG00000158458"
"gene_symbol13029","LINC00173",100287569,"LINC00173","ENSG00000196668"
"gene_symbol13030","ANAPC7",51434,"ANAPC7","ENSG00000196510"
"gene_symbol13031","F11",2160,"F11","ENSG00000088926"
"gene_symbol13032","PAM16",51025,"PAM16","ENSG00000217930"
"gene_symbol13033","KNTC1",9735,"KNTC1","ENSG00000184445"
"gene_symbol13034","FAM238C",387644,"FAM238C","ENSG00000283709"
"gene_symbol13035","RPL4",6124,"RPL4","ENSG00000174444"
"gene_symbol13036","GAP43",2596,"GAP43","ENSG00000172020"
"gene_symbol13037","ACSM5",54988,"ACSM5","ENSG00000183549"
"gene_symbol13038","SUMO3",6612,"SUMO3","ENSG00000184900"
"gene_symbol13039","C18orf12",84322,"ZBTB7C-AS2","ENSG00000280197"
"gene_symbol13040","HGS",9146,"HGS","ENSG00000185359"
"gene_symbol13041","CWC25",54883,"CWC25","ENSG00000273559"
"gene_symbol13042","CD302",9936,"CD302","ENSG00000241399"
"gene_symbol13043","CFLAR",8837,"CFLAR","ENSG00000003402"
"gene_symbol13044","WBP2",23558,"WBP2","ENSG00000132471"
"gene_symbol13045","CLIP1",6249,"CLIP1","ENSG00000130779"
"gene_symbol13046","DCAF8L1",139425,"DCAF8L1","ENSG00000226372"
"gene_symbol13047","CD160",11126,"CD160","ENSG00000117281"
"gene_symbol13048","KMT5B",51111,"KMT5B","ENSG00000110066"
"gene_symbol13049","ROCK1",6093,"ROCK1","ENSG00000067900"
"gene_symbol13050","SNORA70",26778,"SNORA70","ENSG00000207165"
"gene_symbol13051","MIR607",693192,"MIR607","ENSG00000207976"
"gene_symbol13052","TMOD4",29765,"TMOD4","ENSG00000163157"
"gene_symbol13053","MIR133A2",406923,"MIR133A2","ENSG00000284508"
"gene_symbol13054","RIMS1",22999,"RIMS1","ENSG00000079841"
"gene_symbol13055","MIR6071",102466516,"MIR6071","ENSG00000278783"
"gene_symbol13056","TADA3",10474,"TADA3","ENSG00000171148"
"gene_symbol13057","NFIX",4784,"NFIX","ENSG00000008441"
"gene_symbol13058","MIR7154",102465691,"MIR7154","ENSG00000276639"
"gene_symbol13059","MIR3944",100500911,"MIR3944","ENSG00000265395"
"gene_symbol13060","LINC00351",100874137,"LINC00351","ENSG00000226317"
"gene_symbol13061","PECR",55825,"PECR","ENSG00000115425"
"gene_symbol13062","PTPRK",5796,"PTPRK","ENSG00000152894"
"gene_symbol13063","LINC01584",101929701,"LINC01584","ENSG00000260477"
"gene_symbol13064","RTP4",64108,"RTP4","ENSG00000136514"
"gene_symbol13065","ARID4A",5926,"ARID4A","ENSG00000032219"
"gene_symbol13066","TTN",7273,"TTN","ENSG00000155657"
"gene_symbol13067","SNRNP48",154007,"SNRNP48","ENSG00000168566"
"gene_symbol13068","PCGF3",10336,"PCGF3","ENSG00000185619"
"gene_symbol13069","SNORA75",654321,"SNORA75","ENSG00000206885"
"gene_symbol13070","NMBR",4829,"NMBR","ENSG00000135577"
"gene_symbol13071","RAC1",5879,"RAC1","ENSG00000136238"
"gene_symbol13072","CYGB",114757,"CYGB","ENSG00000161544"
"gene_symbol13073","ZNF429",353088,"ZNF429","ENSG00000197013"
"gene_symbol13074","ABHD14B",84836,"ABHD14B","ENSG00000114779"
"gene_symbol13075","CSPP1",79848,"CSPP1","ENSG00000104218"
"gene_symbol13076","MIR411",693121,"MIR411","ENSG00000199109"
"gene_symbol13077","SCN11A",11280,"SCN11A","ENSG00000168356"
"gene_symbol13078","DST",667,"DST","ENSG00000151914"
"gene_symbol13079","PTPN5",84867,"PTPN5","ENSG00000110786"
"gene_symbol13080","AL596442.1",102724511,"LOC102724511","ENSG00000232197"
"gene_symbol13081","INPP4B",8821,"INPP4B","ENSG00000109452"
"gene_symbol13082","RAMP2",10266,"RAMP2","ENSG00000131477"
"gene_symbol13083","NUBP2",10101,"NUBP2","ENSG00000095906"
"gene_symbol13084","RAI1",10743,"RAI1","ENSG00000108557"
"gene_symbol13085","MIR7-3",407045,"MIR7-3","ENSG00000207630"
"gene_symbol13086","A2ML1",144568,"A2ML1","ENSG00000166535"
"gene_symbol13087","LEF1",51176,"LEF1","ENSG00000138795"
"gene_symbol13088","FBXO32",114907,"FBXO32","ENSG00000156804"
"gene_symbol13089","LINC01643",105373010,"LINC01643","ENSG00000236052"
"gene_symbol13090","SNORA2A",677793,"SNORA2A","ENSG00000206612"
"gene_symbol13091","KRTAP12-2",353323,"KRTAP12-2","ENSG00000221864"
"gene_symbol13092","LINC00602",441177,"LINC00602","ENSG00000281832"
"gene_symbol13093","PGA5",5222,"PGA5","ENSG00000256713"
"gene_symbol13094","E2F6",1876,"E2F6","ENSG00000169016"
"gene_symbol13095","TMEM65",157378,"TMEM65","ENSG00000164983"
"gene_symbol13096","FASLG",356,"FASLG","ENSG00000117560"
"gene_symbol13097","LDB3",11155,"LDB3","ENSG00000122367"
"gene_symbol13098","LINC01449",101928773,"LINC01449","ENSG00000224017"
"gene_symbol13099","MELK",9833,"MELK","ENSG00000165304"
"gene_symbol13100","DHTKD1",55526,"DHTKD1","ENSG00000181192"
"gene_symbol13101","OTUD7B",56957,"OTUD7B","ENSG00000264522"
"gene_symbol13102","PRR3",80742,"PRR3","ENSG00000204576"
"gene_symbol13103","SPATA31D4",389761,"SPATA31D4","ENSG00000189357"
"gene_symbol13104","APOBEC4",403314,"APOBEC4","ENSG00000173627"
"gene_symbol13105","EIF1B",10289,"EIF1B","ENSG00000114784"
"gene_symbol13106","SNORA22B",109616964,"SNORA22B","ENSG00000206603"
"gene_symbol13107","MIR2052HG",441355,"MIR2052HG","ENSG00000254349"
"gene_symbol13108","MAP4K2",5871,"MAP4K2","ENSG00000168067"
"gene_symbol13109","RPL15",6138,"RPL15","ENSG00000174748"
"gene_symbol13110","MIR4765",100616219,"MIR4765","ENSG00000265057"
"gene_symbol13111","LY6G6F-LY6G6D",110599563,"LY6G6F-LY6G6D","ENSG00000250641"
"gene_symbol13112","OMA1",115209,"OMA1","ENSG00000162600"
"gene_symbol13113","COL27A1",85301,"COL27A1","ENSG00000196739"
"gene_symbol13114","SLC1A6",6511,"SLC1A6","ENSG00000105143"
"gene_symbol13115","BMP6",654,"BMP6","ENSG00000153162"
"gene_symbol13116","AFAP1L2",84632,"AFAP1L2","ENSG00000169129"
"gene_symbol13117","MIR4467",100616367,"MIR4467","ENSG00000284596"
"gene_symbol13118","DBNDD1",79007,"DBNDD1","ENSG00000003249"
"gene_symbol13119","TTC21B",79809,"TTC21B","ENSG00000123607"
"gene_symbol13120","PPP3R1",5534,"PPP3R1","ENSG00000221823"
"gene_symbol13121","FAM114A1",92689,"FAM114A1","ENSG00000197712"
"gene_symbol13122","MIR539",664612,"MIR539","ENSG00000202560"
"gene_symbol13123","MIR654",724024,"MIR654","ENSG00000207934"
"gene_symbol13124","GRAP2",9402,"GRAP2","ENSG00000100351"
"gene_symbol13125","INSC",387755,"INSC","ENSG00000188487"
"gene_symbol13126","PAGE2",203569,"PAGE2","ENSG00000234068"
"gene_symbol13127","CXADR",1525,"CXADR","ENSG00000154639"
"gene_symbol13128","PSG5",5673,"PSG5","ENSG00000204941"
"gene_symbol13129","HMCN2",256158,"HMCN2","ENSG00000148357"
"gene_symbol13130","RNF2",6045,"RNF2","ENSG00000121481"
"gene_symbol13131","DISC1FP1",101929222,"DISC1FP1","ENSG00000261645"
"gene_symbol13132","BMP2",650,"BMP2","ENSG00000125845"
"gene_symbol13133","SCGB2A1",4246,"SCGB2A1","ENSG00000124939"
"gene_symbol13134","OR5W2",390148,"OR5W2","ENSG00000187612"
"gene_symbol13135","PTBP1",5725,"PTBP1","ENSG00000011304"
"gene_symbol13136","HNF1A",6927,"HNF1A","ENSG00000135100"
"gene_symbol13137","FMN1",342184,"FMN1","ENSG00000248905"
"gene_symbol13138","CHST10",9486,"CHST10","ENSG00000115526"
"gene_symbol13139","AC100801.2",107986954,"LOC107986954","ENSG00000287927"
"gene_symbol13140","ELOVL3",83401,"ELOVL3","ENSG00000119915"
"gene_symbol13141","GPAM",57678,"GPAM","ENSG00000119927"
"gene_symbol13142","AC104024.1",284191,"LOC284191","ENSG00000230709"
"gene_symbol13143","AC138749.1",100132202,"LOC100132202","ENSG00000227717"
"gene_symbol13144","TRIM74",378108,"TRIM74","ENSG00000155428"
"gene_symbol13145","OTOP3",347741,"OTOP3","ENSG00000182938"
"gene_symbol13146","TMEM169",92691,"TMEM169","ENSG00000163449"
"gene_symbol13147","VPS37B",79720,"VPS37B","ENSG00000139722"
"gene_symbol13148","LINC02135",146513,"LINC02135","ENSG00000268532"
"gene_symbol13149","SGO1-AS1",100874028,"SGO1-AS1","ENSG00000231304"
"gene_symbol13150","KIF20B",9585,"KIF20B","ENSG00000138182"
"gene_symbol13151","MIR8072",102466877,"MIR8072","ENSG00000284425"
"gene_symbol13152","LINC01744",101927683,"LINC01744","ENSG00000236497"
"gene_symbol13153","C11orf87",399947,"C11orf87","ENSG00000185742"
"gene_symbol13154","CIPC",85457,"CIPC","ENSG00000198894"
"gene_symbol13155","LRRC7",57554,"LRRC7","ENSG00000033122"
"gene_symbol13156","FSD1",79187,"FSD1","ENSG00000105255"
"gene_symbol13157","CSAG1",158511,"CSAG1","ENSG00000198930"
"gene_symbol13158","AL023553.1",105373044,"LOC105373044","ENSG00000286491"
"gene_symbol13159","TUBG1",7283,"TUBG1","ENSG00000131462"
"gene_symbol13160","LINC02541",101927686,"LINC02541","ENSG00000230943"
"gene_symbol13161","FAM177B",400823,"FAM177B","ENSG00000197520"
"gene_symbol13162","SELPLG",6404,"SELPLG","ENSG00000110876"
"gene_symbol13163","CTPS2",56474,"CTPS2","ENSG00000047230"
"gene_symbol13164","ATP1A2",477,"ATP1A2","ENSG00000018625"
"gene_symbol13165","MROH2B",133558,"MROH2B","ENSG00000171495"
"gene_symbol13166","NCBP1",4686,"NCBP1","ENSG00000136937"
"gene_symbol13167","PPM1N",147699,"PPM1N","ENSG00000213889"
"gene_symbol13168","IPO5",3843,"IPO5","ENSG00000065150"
"gene_symbol13169","OR5AU1",390445,"OR5AU1","ENSG00000169327"
"gene_symbol13170","GOLGA6L10",647042,"GOLGA6L10","ENSG00000278662"
"gene_symbol13171","KRT7-AS",109729127,"KRT7-AS","ENSG00000257671"
"gene_symbol13172","CCDC191",57577,"CCDC191","ENSG00000163617"
"gene_symbol13173","KLHDC2",23588,"KLHDC2","ENSG00000165516"
"gene_symbol13174","SLC6A5",9152,"SLC6A5","ENSG00000165970"
"gene_symbol13175","LINC02499",728040,"LINC02499","ENSG00000250436"
"gene_symbol13176","PAG1",55824,"PAG1","ENSG00000076641"
"gene_symbol13177","SOX30",11063,"SOX30","ENSG00000039600"
"gene_symbol13178","RNF222",643904,"RNF222","ENSG00000189051"
"gene_symbol13179","CRB2",286204,"CRB2","ENSG00000148204"
"gene_symbol13180","GPATCH2",55105,"GPATCH2","ENSG00000092978"
"gene_symbol13181","IBA57",200205,"IBA57","ENSG00000181873"
"gene_symbol13182","SNORA27",619499,"SNORA27","ENSG00000207051"
"gene_symbol13183","P2RX7",5027,"P2RX7","ENSG00000089041"
"gene_symbol13184","NECAP1",25977,"NECAP1","ENSG00000089818"
"gene_symbol13185","MIR6073",102464826,"MIR6073","ENSG00000284094"
"gene_symbol13186","MYO16-AS1",100885782,"MYO16-AS1","ENSG00000236242"
"gene_symbol13187","MIR1233-1",100302160,"MIR1233-1","ENSG00000221649"
"gene_symbol13188","WAS",7454,"WAS","ENSG00000015285"
"gene_symbol13189","PDE6H",5149,"PDE6H","ENSG00000139053"
"gene_symbol13190","MIR4508",100616275,"MIR4508","ENSG00000265673"
"gene_symbol13191","AP000688.2",105369306,"LOC105369306","ENSG00000233393"
"gene_symbol13192","LINC02248",107984780,"LINC02248","ENSG00000235160"
"gene_symbol13193","DGKK",139189,"DGKK","ENSG00000274588"
"gene_symbol13194","LRP5L",91355,"LRP5L",""
"gene_symbol13195","AARD",441376,"AARD","ENSG00000205002"
"gene_symbol13196","ACTR3B",57180,"ACTR3B","ENSG00000133627"
"gene_symbol13197","CYB5B",80777,"CYB5B","ENSG00000103018"
"gene_symbol13198","DUSP16",80824,"DUSP16","ENSG00000111266"
"gene_symbol13199","MCL1",4170,"MCL1","ENSG00000143384"
"gene_symbol13200","PPIAL4E",730262,"PPIAL4E","ENSG00000271567"
"gene_symbol13201","UTF1",8433,"UTF1","ENSG00000171794"
"gene_symbol13202","THAP9",79725,"THAP9","ENSG00000168152"
"gene_symbol13203","BRD8",10902,"BRD8","ENSG00000112983"
"gene_symbol13204","AC025449.2",105374727,"CPLANE1-AS1","ENSG00000286193"
"gene_symbol13205","KRT76",51350,"KRT76","ENSG00000185069"
"gene_symbol13206","SFMBT1",51460,"SFMBT1","ENSG00000163935"
"gene_symbol13207","GCLM",2730,"GCLM","ENSG00000023909"
"gene_symbol13208","CHRM4",1132,"CHRM4","ENSG00000180720"
"gene_symbol13209","RRAD",6236,"RRAD","ENSG00000166592"
"gene_symbol13210","LAMA5-AS1",101928158,"LAMA5-AS1","ENSG00000228812"
"gene_symbol13211","MIR3141",100422950,"MIR3141","ENSG00000264760"
"gene_symbol13212","LINC02570",105375014,"LINC02570","ENSG00000237923"
"gene_symbol13213","OR2W1",26692,"OR2W1","ENSG00000204704"
"gene_symbol13214","MIR101-2",406894,"MIR101-2","ENSG00000199065"
"gene_symbol13215","ATXN7L3B",552889,"ATXN7L3B","ENSG00000253719"
"gene_symbol13216","MEGF11",84465,"MEGF11","ENSG00000157890"
"gene_symbol13217","AL359924.1",100130331,"LOC100130331","ENSG00000237250"
"gene_symbol13218","MIR4804",100616152,"MIR4804","ENSG00000263593"
