"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene4674","OAS2","4939","OAS2","ENSG00000111335"
"gene4675","DTX1","1840","DTX1","ENSG00000135144"
"gene4676","RASAL1","8437","RASAL1","ENSG00000111344"
"gene4677","RASAL1","8437","RASAL1","ENSG00000111344"
"gene4678","RITA1","84934","RITA1","ENSG00000139405"
"gene4679","DDX54","79039","DDX54","ENSG00000123064"
"gene4680","IQCD","115811","IQCD","ENSG00000166578"
"gene4681","SLC8B1","80024","SLC8B1","ENSG00000089060"
"gene4682","PLBD2","196463","PLBD2","ENSG00000151176"
"gene4683","SDSL","113675","SDSL","ENSG00000139410"
"gene4684","LHX5-AS1","104355219","LHX5-AS1",""
"gene4685","LHX5","64211","LHX5","ENSG00000089116"
"gene4686","RBM19","9904","RBM19","ENSG00000122965"
"gene4687","TBX5-AS1","255480","TBX5-AS1","ENSG00000255399"
"gene4688","TBX5","6910","TBX5","ENSG00000089225"
"gene4689","TBX3","6926","TBX3","ENSG00000135111"
"gene4690","MED13L","23389","MED13L","ENSG00000123066"
"gene4691","MIR4472-2","100616309","MIR4472-2","ENSG00000264037"
"gene4692","MAP1LC3B2","643246","MAP1LC3B2","ENSG00000258102"
"gene4693","RNFT2","84900","RNFT2","ENSG00000135119"
"gene4694","C12orf49","79794","SPRING1","ENSG00000111412"
"gene4695","HRK","8739","HRK","ENSG00000135116"
"gene4696","TESC-AS1","101928244","TESC-AS1",""
"gene4697","TESC","54997","TESC","ENSG00000088992"
"gene4698","FBXO21","23014","FBXO21","ENSG00000135108"
"gene4699","NOS1","4842","NOS1","ENSG00000089250"
"gene4700","KSR2","283455","KSR2","ENSG00000171435"
"gene4701","RFC5","5985","RFC5","ENSG00000111445"
"gene4702","WSB2","55884","WSB2","ENSG00000176871"
"gene4703","WSB2","55884","WSB2","ENSG00000176871"
"gene4704","VSIG10","54621","VSIG10","ENSG00000176834"
"gene4705","PEBP1","5037","PEBP1","ENSG00000089220"
"gene4706","TAOK3","51347","TAOK3","ENSG00000135090"
"gene4707","SUDS3","64426","SUDS3","ENSG00000111707"
"gene4708","SRRM4","84530","SRRM4","ENSG00000139767"
"gene4709","LOC105370024","105370024","LOC105370024","ENSG00000256884"
"gene4710","HSPB8","26353","HSPB8","ENSG00000152137"
"gene4711","CCDC60","160777","CCDC60","ENSG00000183273"
"gene4712","PRKAB1","5564","PRKAB1","ENSG00000111725"
"gene4713","BICDL1","92558","BICDL1","ENSG00000135127"
"gene4714","RAB35","11021","RAB35","ENSG00000111737"
"gene4715","GCN1","10985","GCN1","ENSG00000089154"
"gene4716","PXN-AS1","100506649","PXN-AS1","ENSG00000255857"
"gene4717","RPLP0","6175","RPLP0","ENSG00000089157"
"gene4718","PXN","5829","PXN","ENSG00000089159"
"gene4719","SIRT4","23409","SIRT4","ENSG00000089163"
"gene4720","MSI1","4440","MSI1","ENSG00000135097"
"gene4721","COX6A1","1337","COX6A1","ENSG00000111775"
"gene4722","GATC","283459","GATC","ENSG00000257218"
"gene4723","TRIAP1","51499","TRIAP1","ENSG00000170855"
"gene4724","DYNLL1","8655","DYNLL1","ENSG00000088986"
"gene4725","SRSF9","8683","SRSF9","ENSG00000111786"
"gene4726","DYNLL1","8655","DYNLL1","ENSG00000088986"
"gene4727","NRAV","100506668","NRAV","ENSG00000248008"
"gene4728","COQ5","84274","COQ5","ENSG00000110871"
"gene4729","POP5","51367","POP5","ENSG00000167272"
"gene4730","POP5","51367","POP5","ENSG00000167272"
"gene4731","CABP1","9478","CABP1","ENSG00000157782"
"gene4732","CABP1","9478","CABP1","ENSG00000157782"
"gene4733","MLEC","9761","MLEC","ENSG00000110917"
"gene4734","MLEC","9761","MLEC","ENSG00000110917"
"gene4735","UNC119B","84747","UNC119B","ENSG00000175970"
"gene4736","XLOC_009911","105500240","XLOC_009911",""
"gene4737","SPPL3","121665","SPPL3","ENSG00000157837"
"gene4738","OASL","8638","OASL","ENSG00000135114"
"gene4739","CAMKK2","10645","CAMKK2","ENSG00000110931"
"gene4740","CAMKK2","10645","CAMKK2","ENSG00000110931"
"gene4741","ANAPC5","51433","ANAPC5","ENSG00000089053"
"gene4742","RNF34","80196","RNF34","ENSG00000170633"
"gene4743","RNF34","80196","RNF34","ENSG00000170633"
"gene4744","MIR7107","102465665","MIR7107","ENSG00000284402"
"gene4745","KDM2B","84678","KDM2B","ENSG00000089094"
"gene4746","KDM2B","84678","KDM2B","ENSG00000089094"
"gene4747","ORAI1","84876","ORAI1","ENSG00000276045"
"gene4748","TMEM120B","144404","TMEM120B","ENSG00000188735"
"gene4749","RHOF","54509","RHOF","ENSG00000139725"
"gene4750","LINC01089","338799","LINC01089","ENSG00000212694"
"gene4751","SETD1B","23067","SETD1B","ENSG00000139718"
"gene4752","HPD","3242","HPD","ENSG00000158104"
"gene4753","PSMD9","5715","PSMD9","ENSG00000110801"
"gene4754","HPD","3242","HPD","ENSG00000158104"
"gene4755","WDR66","144406","CFAP251","ENSG00000158023"
"gene4756","BCL7A","605","BCL7A","ENSG00000110987"
"gene4757","LOC100506691","","",""
"gene4758","MLXIP","22877","MLXIP","ENSG00000175727"
"gene4759","IL31","386653","IL31","ENSG00000204671"
"gene4760","LRRC43","254050","LRRC43","ENSG00000158113"
"gene4761","B3GNT4","79369","B3GNT4","ENSG00000176383"
"gene4762","LOC101593348","101593348","LOC101593348",""
"gene4763","DIABLO","56616","DIABLO","ENSG00000184047"
"gene4764","DIABLO","56616","DIABLO","ENSG00000184047"
"gene4765","VPS33A","65082","VPS33A","ENSG00000139719"
"gene4766","CLIP1","6249","CLIP1","ENSG00000130779"
"gene4767","KNTC1","9735","KNTC1","ENSG00000184445"
"gene4768","RSRC2","65117","RSRC2","ENSG00000111011"
"gene4769","HCAR1","27198","HCAR1","ENSG00000196917"
"gene4770","DENR","8562","DENR","ENSG00000139726"
"gene4771","CCDC62","84660","CCDC62","ENSG00000130783"
"gene4772","HIP1R","9026","HIP1R","ENSG00000130787"
"gene4773","ABCB9","23457","ABCB9","ENSG00000150967"
"gene4774","OGFOD2","79676","OGFOD2","ENSG00000111325"
"gene4775","OGFOD2","79676","OGFOD2","ENSG00000111325"
"gene4776","ARL6IP4","51329","ARL6IP4","ENSG00000182196"
"gene4777","MIR4304","100422931","MIR4304","ENSG00000265526"
"gene4778","PITPNM2","57605","PITPNM2","ENSG00000090975"
"gene4779","PITPNM2","57605","PITPNM2","ENSG00000090975"
"gene4780","C12orf65","91574","MTRFR","ENSG00000130921"
"gene4781","C12orf65","91574","MTRFR","ENSG00000130921"
"gene4782","C12orf65","91574","MTRFR","ENSG00000130921"
"gene4783","MPHOSPH9","10198","MPHOSPH9","ENSG00000051825"
"gene4784","CDK2AP1","8099","CDK2AP1","ENSG00000111328"
"gene4785","CDK2AP1","8099","CDK2AP1","ENSG00000111328"
"gene4786","CDK2AP1","8099","CDK2AP1","ENSG00000111328"
"gene4787","CDK2AP1","8099","CDK2AP1","ENSG00000111328"
"gene4788","CDK2AP1","8099","CDK2AP1","ENSG00000111328"
"gene4789","MIR8072","102466877","MIR8072","ENSG00000284425"
"gene4790","KMT5A","387893","KMT5A","ENSG00000183955"
"gene4791","RILPL2","196383","RILPL2","ENSG00000150977"
"gene4792","SNRNP35","11066","SNRNP35","ENSG00000184209"
"gene4793","SNRNP35","11066","SNRNP35","ENSG00000184209"
"gene4794","RILPL1","353116","RILPL1","ENSG00000188026"
"gene4795","TMED2","10959","TMED2","ENSG00000086598"
"gene4796","TMED2","10959","TMED2","ENSG00000086598"
"gene4797","LOC101927415","","",""
"gene4798","DDX55","57696","DDX55","ENSG00000111364"
"gene4799","GTF2H3","2967","GTF2H3","ENSG00000111358"
"gene4800","EIF2B1","1967","EIF2B1","ENSG00000111361"
"gene4801","TCTN2","79867","TCTN2","ENSG00000168778"
"gene4802","ATP6V0A2","23545","ATP6V0A2","ENSG00000185344"
"gene4803","DNAH10","196385","DNAH10","ENSG00000197653"
"gene4804","CCDC92","80212","CCDC92","ENSG00000119242"
"gene4805","ZNF664-FAM101A","","",""
"gene4806","ZNF664","144348","ZNF664","ENSG00000179195"
"gene4807","CCDC92","80212","CCDC92","ENSG00000119242"
"gene4808","FAM101A","144347","RFLNA","ENSG00000178882"
"gene4809","NCOR2","9612","NCOR2","ENSG00000196498"
"gene4810","MIR5188","100847004","MIR5188","ENSG00000265345"
"gene4811","UBC","7316","UBC","ENSG00000150991"
"gene4812","DHX37","57647","DHX37","ENSG00000150990"
"gene4813","BRI3BP","140707","BRI3BP","ENSG00000184992"
"gene4814","AACS","65985","AACS","ENSG00000081760"
"gene4815","LINC00939","400084","LINC00939","ENSG00000249267"
"gene4816","LOC101927592","","",""
"gene4817","TMEM132C","92293","TMEM132C","ENSG00000181234"
"gene4818","SLC15A4","121260","SLC15A4","ENSG00000139370"
"gene4819","TMEM132D","121256","TMEM132D","ENSG00000151952"
"gene4820","LOC100190940","","",""
"gene4821","FZD10","11211","FZD10","ENSG00000111432"
"gene4822","FZD10-AS1","440119","FZD10-AS1","ENSG00000250208"
"gene4823","PIWIL1","9271","PIWIL1","ENSG00000125207"
"gene4824","STX2","2054","STX2","ENSG00000111450"
"gene4825","RAN","5901","RAN","ENSG00000132341"
"gene4826","LACAT8","105755954","ADGRD1-AS1",""
"gene4827","LINC01257","116437","LINC01257","ENSG00000204603"
"gene4828","LOC338797","","",""
"gene4829","SFSWAP","6433","SFSWAP","ENSG00000061936"
"gene4830","MMP17","4326","MMP17","ENSG00000198598"
"gene4831","ULK1","8408","ULK1","ENSG00000177169"
"gene4832","PUS1","80324","PUS1","ENSG00000177192"
"gene4833","PUS1","80324","PUS1","ENSG00000177192"
"gene4834","PUS1","80324","PUS1","ENSG00000177192"
"gene4835","EP400","57634","EP400","ENSG00000183495"
"gene4836","EP400NL","347918","EP400P1","ENSG00000185684"
"gene4837","NOC4L","79050","NOC4L","ENSG00000184967"
"gene4838","DDX51","317781","DDX51","ENSG00000185163"
"gene4839","GALNT9","50614","GALNT9","ENSG00000182870"
"gene4840","LOC100130238","100130238","LOC100130238",""
"gene4841","LOC101928416","101928416","LOC101928416","ENSG00000255916"
"gene4842","GALNT9","50614","GALNT9","ENSG00000182870"
"gene4843","FBRSL1","57666","FBRSL1","ENSG00000112787"
"gene4844","MIR6763","102465975","MIR6763","ENSG00000277052"
"gene4845","LRCOL1","100507055","LRCOL1","ENSG00000204583"
"gene4846","P2RX2","22953","P2RX2","ENSG00000187848"
"gene4847","PXMP2","5827","PXMP2","ENSG00000176894"
"gene4848","POLE","5426","POLE","ENSG00000177084"
"gene4849","PGAM5","192111","PGAM5","ENSG00000247077"
"gene4850","ANKLE2","23141","ANKLE2","ENSG00000176915"
"gene4851","GOLGA3","2802","GOLGA3","ENSG00000090615"
"gene4852","GOLGA3","2802","GOLGA3","ENSG00000090615"
"gene4853","LOC101928530","","",""
"gene4854","CHFR","55743","CHFR","ENSG00000072609"
"gene4855","ZNF10","7556","ZNF10","ENSG00000256223"
"gene4856","ZNF891","101060200","ZNF891","ENSG00000214029"
"gene4857","ZNF268","10795","ZNF268","ENSG00000090612"
"gene4858","ANHX","647589","ANHX","ENSG00000227059"
"gene4859","LOC101928697","101928697","LOC101928697",""
"gene4860","TUBA3C","7278","TUBA3C","ENSG00000198033"
"gene4861","LINC00421","100287114","LINC00421","ENSG00000236834"
"gene4862","ANKRD26P3","100101938","ANKRD26P3","ENSG00000237636"
"gene4863","TPTE2","93492","TPTE2","ENSG00000132958"
"gene4864","ZMYM5","9205","ZMYM5","ENSG00000132950"
"gene4865","ZMYM2","7750","ZMYM2","ENSG00000121741"
"gene4866","ZMYM2","7750","ZMYM2","ENSG00000121741"
"gene4867","ZMYM2","7750","ZMYM2","ENSG00000121741"
"gene4868","GJA3","2700","GJA3","ENSG00000121743"
"gene4869","GJB2","2706","GJB2","ENSG00000165474"
"gene4870","GJB6","10804","GJB6","ENSG00000121742"
"gene4871","GJB6","10804","GJB6","ENSG00000121742"
"gene4872","CRYL1","51084","CRYL1","ENSG00000165475"
"gene4873","IFT88","8100","IFT88","ENSG00000032742"
"gene4874","IL17D","53342","IL17D","ENSG00000172458"
"gene4875","XPO4","64328","XPO4","ENSG00000132953"
"gene4876","LATS2","26524","LATS2","ENSG00000150457"
"gene4877","SAP18","10284","SAP18","ENSG00000150459"
"gene4878","MRPL57","78988","MRPL57","ENSG00000173141"
"gene4879","SKA3","221150","SKA3","ENSG00000165480"
"gene4880","ZDHHC20","253832","ZDHHC20","ENSG00000180776"
"gene4881","ZDHHC20","253832","ZDHHC20","ENSG00000180776"
"gene4882","MICU2","221154","MICU2","ENSG00000165487"
"gene4883","FGF9","2254","FGF9","ENSG00000102678"
"gene4884","SACS","26278","SACS","ENSG00000151835"
"gene4885","LINC00327","100506697","LINC00327","ENSG00000232977"
"gene4886","TNFRSF19","55504","TNFRSF19","ENSG00000127863"
"gene4887","C1QTNF9B-AS1","542767","PCOTH","ENSG00000205861"
"gene4888","MIPEP","4285","MIPEP","ENSG00000027001"
"gene4889","SPATA13","221178","SPATA13","ENSG00000182957"
"gene4890","SPATA13","221178","SPATA13","ENSG00000182957"
"gene4891","MIR2276","100313842","MIR2276","ENSG00000252695"
"gene4892","C1QTNF9","338872","C1QTNF9","ENSG00000240654"
"gene4893","PARP4","143","PARP4","ENSG00000102699"
"gene4894","ATP12A","479","ATP12A","ENSG00000075673"
"gene4895","RNF17","56163","RNF17","ENSG00000132972"
"gene4896","CENPJ","55835","CENPJ","ENSG00000151849"
"gene4897","PABPC3","5042","PABPC3","ENSG00000151846"
"gene4898","AMER2","219287","AMER2","ENSG00000165566"
"gene4899","AMER2","219287","AMER2","ENSG00000165566"
"gene4900","LINC00463","101928922","LINC00463","ENSG00000234056"
"gene4901","LINC01053","102723318","LINC01053","ENSG00000238169"
"gene4902","MTMR6","9107","MTMR6","ENSG00000139505"
"gene4903","NUP58","9818","NUP58","ENSG00000139496"
"gene4904","ATP8A2","51761","ATP8A2","ENSG00000132932"
"gene4905","ATP8A2","51761","ATP8A2","ENSG00000132932"
"gene4906","SHISA2","387914","SHISA2","ENSG00000180730"
"gene4907","RNF6","6049","RNF6","ENSG00000127870"
"gene4908","RNF6","6049","RNF6","ENSG00000127870"
"gene4909","RNF6","6049","RNF6","ENSG00000127870"
"gene4910","CDK8","1024","CDK8","ENSG00000132964"
"gene4911","WASF3","10810","WASF3","ENSG00000132970"
"gene4912","GPR12","2835","GPR12","ENSG00000132975"
"gene4913","USP12-AS1","100874070","USP12-AS1",""
"gene4914","USP12-AS2","100874071","USP12-DT",""
"gene4915","USP12","219333","USP12","ENSG00000152484"
"gene4916","RPL21","6144","RPL21","ENSG00000122026"
"gene4917","RPL21P28","100131205","RPL21P28","ENSG00000220749"
"gene4918","MTIF3","219402","MTIF3","ENSG00000122033"
"gene4919","MTIF3","219402","MTIF3","ENSG00000122033"
"gene4920","MTIF3","219402","MTIF3","ENSG00000122033"
"gene4921","POLR1D","51082","POLR1D","ENSG00000186184"
"gene4922","LNX2","222484","LNX2","ENSG00000139517"
"gene4923","POLR1D","51082","POLR1D","ENSG00000186184"
"gene4924","GSX1","219409","GSX1","ENSG00000169840"
"gene4925","PDX1","3651","PDX1","ENSG00000139515"
"gene4926","PDX1-AS1","100861550","PLUT",""
"gene4927","LINC00543","100132234","LINC00543","ENSG00000260704"
"gene4928","URAD","646625","URAD","ENSG00000183463"
"gene4929","FLT3","2322","FLT3","ENSG00000122025"
"gene4930","PAN3","255967","PAN3","ENSG00000152520"
"gene4931","PAN3-AS1","100288730","PAN3-AS1",""
"gene4932","FLT1","2321","FLT1","ENSG00000102755"
"gene4933","POMP","51371","POMP","ENSG00000132963"
"gene4934","SLC46A3","283537","SLC46A3","ENSG00000139508"
"gene4935","MTUS2","23281","MTUS2","ENSG00000132938"
"gene4936","MTUS2-AS1","100874107","MTUS2-AS1",""
"gene4937","SLC7A1","6541","SLC7A1","ENSG00000139514"
"gene4938","LINC00384","102157400","LINC00384",""
"gene4939","KATNAL1","84056","KATNAL1","ENSG00000102781"
"gene4940","KATNAL1","84056","KATNAL1","ENSG00000102781"
"gene4941","LINC01058","103724387","LINC01058",""
"gene4942","HMGB1","3146","HMGB1","ENSG00000189403"
"gene4943","HMGB1","3146","HMGB1","ENSG00000189403"
"gene4944","HMGB1","3146","HMGB1","ENSG00000189403"
"gene4945","ALOX5AP","241","ALOX5AP","ENSG00000132965"
"gene4946","LINC00398","100874158","LINC00398","ENSG00000237879"
"gene4947","MEDAG","84935","MEDAG","ENSG00000102802"
"gene4948","TEX26","122046","TEX26","ENSG00000175664"
"gene4949","TEX26-AS1","100507064","TEX26-AS1","ENSG00000224743"
"gene4950","HSPH1","10808","HSPH1","ENSG00000120694"
"gene4951","HSPH1","10808","HSPH1","ENSG00000120694"
"gene4952","B3GLCT","145173","B3GLCT","ENSG00000187676"
"gene4953","EEF1DP3","196549","EEF1DP3",""
"gene4954","FRY","10129","FRY","ENSG00000073910"
"gene4955","FRY-AS1","100507099","FRY-AS1",""
"gene4956","BRCA2","675","BRCA2","ENSG00000139618"
"gene4957","N4BP2L1","90634","N4BP2L1","ENSG00000139597"
"gene4958","N4BP2L2","10443","N4BP2L2","ENSG00000244754"
"gene4959","N4BP2L2","10443","N4BP2L2","ENSG00000244754"
"gene4960","PDS5B","23047","PDS5B","ENSG00000083642"
"gene4961","KL","9365","KL","ENSG00000133116"
"gene4962","STARD13","90627","STARD13","ENSG00000133121"
"gene4963","RFC3","5983","RFC3","ENSG00000133119"
"gene4964","NBEA","26960","NBEA","ENSG00000172915"
"gene4965","NBEA","26960","NBEA","ENSG00000172915"
"gene4966","MAB21L1","4081","MAB21L1","ENSG00000180660"
"gene4967","LINC00445","100507114","LINC00445","ENSG00000236036"
"gene4968","LINC00445","100507114","LINC00445","ENSG00000236036"
"gene4969","SOHLH2","54937","SOHLH2","ENSG00000120669"
"gene4970","CCDC169-SOHLH2","100526761","CCDC169-SOHLH2","ENSG00000250709"
"gene4971","CCDC169","728591","CCDC169","ENSG00000242715"
"gene4972","SPG20-AS1","100507135","SPART-AS1","ENSG00000120664"
"gene4973","SPG20","23111","SPART","ENSG00000133104"
"gene4974","SPG20","23111","SPART","ENSG00000133104"
"gene4975","CCNA1","8900","CCNA1","ENSG00000133101"
"gene4976","CCNA1","8900","CCNA1","ENSG00000133101"
"gene4977","SERTM1","400120","SERTM1","ENSG00000180440"
"gene4978","SMAD9","4093","SMAD9","ENSG00000120693"
"gene4979","ALG5","29880","ALG5","ENSG00000120697"
"gene4980","EXOSC8","11340","EXOSC8","ENSG00000120699"
"gene4981","SUPT20H","55578","SUPT20H","ENSG00000102710"
"gene4982","SUPT20H","55578","SUPT20H","ENSG00000102710"
"gene4983","TRPC4","7223","TRPC4","ENSG00000133107"
"gene4984","LINC00437","101929121","LINC00437",""
"gene4985","NHLRC3","387921","NHLRC3","ENSG00000188811"
"gene4986","PROSER1","80209","PROSER1","ENSG00000120685"
"gene4987","LHFP","10186","LHFPL6","ENSG00000183722"
"gene4988","COG6","57511","COG6","ENSG00000133103"
"gene4989","FOXO1","2308","FOXO1","ENSG00000150907"
"gene4990","MRPS31","10240","MRPS31","ENSG00000102738"
"gene4991","SLC25A15","10166","SLC25A15","ENSG00000102743"
"gene4992","TPTE2P5","100616668","TPTE2P5",""
"gene4993","SUGT1P3","283507","SUGT1P3","ENSG00000239827"
"gene4994","WBP4","11193","WBP4","ENSG00000120688"
"gene4995","LOC101929140","101929140","LOC101929140","ENSG00000278390"
"gene4996","KBTBD6","89890","KBTBD6","ENSG00000165572"
"gene4997","KBTBD7","84078","KBTBD7","ENSG00000120696"
"gene4998","RGCC","28984","RGCC","ENSG00000102760"
"gene4999","VWA8-AS1","100507240","VWA8-AS1","ENSG00000278338"
"gene5000","VWA8","23078","VWA8","ENSG00000102763"
"gene5001","DGKH","160851","DGKH","ENSG00000102780"
"gene5002","DGKH","160851","DGKH","ENSG00000102780"
"gene5003","AKAP11","11215","AKAP11","ENSG00000023516"
"gene5004","DNAJC15","29103","DNAJC15","ENSG00000120675"
"gene5005","ENOX1","55068","ENOX1","ENSG00000120658"
"gene5006","LACC1","144811","LACC1","ENSG00000179630"
"gene5007","LACC1","144811","LACC1","ENSG00000179630"
"gene5008","CCDC122","160857","CCDC122","ENSG00000151773"
"gene5009","SMIM2-AS1","101929212","SMIM2-AS1","ENSG00000227258"
"gene5010","SMIM2-AS1","101929212","SMIM2-AS1","ENSG00000227258"
"gene5011","SMIM2-IT1","100874377","SMIM2-IT1","ENSG00000235285"
"gene5012","SERP2","387923","SERP2","ENSG00000151778"
"gene5013","TUSC8","400128","TUSC8","ENSG00000237361"
"gene5014","TSC22D1","8848","TSC22D1","ENSG00000102804"
"gene5015","TSC22D1","8848","TSC22D1","ENSG00000102804"
"gene5016","TSC22D1","8848","TSC22D1","ENSG00000102804"
"gene5017","GPALPP1","55425","GPALPP1","ENSG00000133114"
"gene5018","NUFIP1","26747","NUFIP1","ENSG00000083635"
"gene5019","GTF2F2","2963","GTF2F2","ENSG00000188342"
"gene5020","TPT1-AS1","100190939","TPT1-AS1",""
"gene5021","TPT1","7178","TPT1","ENSG00000133112"
"gene5022","SLC25A30-AS1","100874259","SLC25A30-AS1","ENSG00000251015"
"gene5023","SLC25A30","253512","SLC25A30","ENSG00000174032"
"gene5024","COG3","83548","COG3","ENSG00000136152"
"gene5025","SIAH3","283514","SIAH3","ENSG00000215475"
"gene5026","CPB2-AS1","100509894","CPB2-AS1","ENSG00000235903"
"gene5027","ZC3H13","23091","ZC3H13","ENSG00000123200"
"gene5028","LRRC63","220416","LRRC63","ENSG00000173988"
"gene5029","RUBCNL","80183","RUBCNL","ENSG00000102445"
"gene5030","LINC01198","101929344","LINC01198","ENSG00000231817"
"gene5031","LRCH1","23143","LRCH1","ENSG00000136141"
"gene5032","ESD","2098","ESD","ENSG00000139684"
"gene5033","HTR2A","3356","HTR2A","ENSG00000102468"
"gene5034","MED4","29079","MED4","ENSG00000136146"
"gene5035","ITM2B","9445","ITM2B","ENSG00000136156"
"gene5036","RB1","5925","RB1","ENSG00000139687"
"gene5037","LINC00441","100862704","RB1-DT","ENSG00000231473"
"gene5038","RCBTB2","1102","RCBTB2","ENSG00000136161"
"gene5039","FNDC3A","22862","FNDC3A","ENSG00000102531"
"gene5040","FNDC3A","22862","FNDC3A","ENSG00000102531"
"gene5041","MLNR","2862","MLNR","ENSG00000102539"
"gene5042","CDADC1","81602","CDADC1","ENSG00000102543"
"gene5043","LOC105370203","105370203","LOC105370203","ENSG00000288743"
"gene5044","SETDB2-PHF11","107303344","SETDB2-PHF11",""
"gene5045","SETDB2","83852","SETDB2","ENSG00000136169"
"gene5046","CAB39L","81617","CAB39L","ENSG00000102547"
"gene5047","PHF11","51131","PHF11","ENSG00000136147"
"gene5048","PHF11","51131","PHF11","ENSG00000136147"
"gene5049","RCBTB1","55213","RCBTB1","ENSG00000136144"
"gene5050","EBPL","84650","EBPL","ENSG00000123179"
"gene5051","KPNA3","3839","KPNA3","ENSG00000102753"
"gene5052","SPRYD7","57213","SPRYD7","ENSG00000123178"
"gene5053","TRIM13","10206","TRIM13","ENSG00000204977"
