"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene4217","CSRNP2","81566","CSRNP2","ENSG00000110925"
"gene4218","CSRNP2","81566","CSRNP2","ENSG00000110925"
"gene4219","TFCP2","7024","TFCP2","ENSG00000135457"
"gene4220","POU6F1","5463","POU6F1","ENSG00000184271"
"gene4221","POU6F1","5463","POU6F1","ENSG00000184271"
"gene4222","DAZAP2","9802","DAZAP2","ENSG00000183283"
"gene4223","SMAGP","57228","SMAGP","ENSG00000170545"
"gene4224","SMAGP","57228","SMAGP","ENSG00000170545"
"gene4225","BIN2","51411","BIN2","ENSG00000110934"
"gene4226","BIN2","51411","BIN2","ENSG00000110934"
"gene4227","GALNT6","11226","GALNT6","ENSG00000139629"
"gene4228","SLC4A8","9498","SLC4A8","ENSG00000050438"
"gene4229","SLC4A8","9498","SLC4A8","ENSG00000050438"
"gene4230","SCN8A","6334","SCN8A","ENSG00000196876"
"gene4231","LOC105369971","","",""
"gene4232","ANKRD33","341405","ANKRD33","ENSG00000167612"
"gene4233","ACVRL1","94","ACVRL1","ENSG00000139567"
"gene4234","ACVR1B","91","ACVR1B","ENSG00000135503"
"gene4235","ACVR1B","91","ACVR1B","ENSG00000135503"
"gene4236","GRASP","160622","TAMALIN","ENSG00000161835"
"gene4237","NR4A1","3164","NR4A1","ENSG00000123358"
"gene4238","NR4A1","3164","NR4A1","ENSG00000123358"
"gene4239","NR4A1","3164","NR4A1","ENSG00000123358"
"gene4240","ATG101","60673","ATG101","ENSG00000123395"
"gene4241","OR7E47P","26628","OR7E47P","ENSG00000257542"
"gene4242","C12orf80","283403","LINC02874",""
"gene4243","KRT7","3855","KRT7","ENSG00000135480"
"gene4244","KRT81","3887","KRT81","ENSG00000205426"
"gene4245","KRT5","3852","KRT5","ENSG00000186081"
"gene4246","KRT73-AS1","100127967","KRT73-AS1","ENSG00000257495"
"gene4247","KRT77","374454","KRT77","ENSG00000189182"
"gene4248","KRT79","338785","KRT79","ENSG00000185640"
"gene4249","KRT78","196374","KRT78","ENSG00000170423"
"gene4250","KRT78","196374","KRT78","ENSG00000170423"
"gene4251","KRT8","3856","KRT8","ENSG00000170421"
"gene4252","KRT8","3856","KRT8","ENSG00000170421"
"gene4253","KRT18","3875","KRT18","ENSG00000111057"
"gene4254","KRT18","3875","KRT18","ENSG00000111057"
"gene4255","EIF4B","1975","EIF4B","ENSG00000063046"
"gene4256","TNS2","23371","TNS2","ENSG00000111077"
"gene4257","TNS2","23371","TNS2","ENSG00000111077"
"gene4258","TNS2","23371","TNS2","ENSG00000111077"
"gene4259","LOC283335","","",""
"gene4260","MIR6757","102466193","MIR6757","ENSG00000278108"
"gene4261","SPRYD3","84926","SPRYD3","ENSG00000167778"
"gene4262","IGFBP6","3489","IGFBP6","ENSG00000167779"
"gene4263","ZNF740","283337","ZNF740","ENSG00000139651"
"gene4264","CSAD","51380","CSAD","ENSG00000139631"
"gene4265","CSAD","51380","CSAD","ENSG00000139631"
"gene4266","RARG","5916","RARG","ENSG00000172819"
"gene4267","RARG","5916","RARG","ENSG00000172819"
"gene4268","MFSD5","84975","MFSD5","ENSG00000182544"
"gene4269","ESPL1","9700","ESPL1","ENSG00000135476"
"gene4270","PFDN5","5204","PFDN5","ENSG00000123349"
"gene4271","AAAS","8086","AAAS","ENSG00000094914"
"gene4272","SP7","121340","SP7","ENSG00000170374"
"gene4273","SP7","121340","SP7","ENSG00000170374"
"gene4274","SP1","6667","SP1","ENSG00000185591"
"gene4275","SP1","6667","SP1","ENSG00000185591"
"gene4276","PRR13","54458","PRR13","ENSG00000205352"
"gene4277","PCBP2","5094","PCBP2","ENSG00000197111"
"gene4278","MAP3K12","7786","MAP3K12","ENSG00000139625"
"gene4279","TARBP2","6895","TARBP2","ENSG00000139546"
"gene4280","TARBP2","6895","TARBP2","ENSG00000139546"
"gene4281","ATF7","11016","ATF7","ENSG00000170653"
"gene4282","ATF7","11016","ATF7","ENSG00000170653"
"gene4283","ATP5G2","517","ATP5MC2","ENSG00000135390"
"gene4284","ATP5G2","517","ATP5MC2","ENSG00000135390"
"gene4285","CISTR","102216268","CISTR",""
"gene4286","CISTR","102216268","CISTR",""
"gene4287","HOXC13","3229","HOXC13","ENSG00000123364"
"gene4288","HOXC13-AS","100874366","HOXC13-AS","ENSG00000249641"
"gene4289","HOXC12","3228","HOXC12","ENSG00000123407"
"gene4290","HOTAIR","100124700","HOTAIR","ENSG00000228630"
"gene4291","HOTAIR","100124700","HOTAIR","ENSG00000228630"
"gene4292","HOXC11","3227","HOXC11","ENSG00000123388"
"gene4293","HOTAIR","100124700","HOTAIR","ENSG00000228630"
"gene4294","HOXC10","3226","HOXC10","ENSG00000180818"
"gene4295","HOXC-AS3","100874365","HOXC-AS3","ENSG00000251151"
"gene4296","MIR196A2","406973","MIR196A2","ENSG00000207924"
"gene4297","HOXC-AS2","100874364","HOXC-AS2","ENSG00000250133"
"gene4298","HOXC9","3225","HOXC9","ENSG00000180806"
"gene4299","HOXC-AS1","100874363","HOXC-AS1","ENSG00000250451"
"gene4300","HOXC8","3224","HOXC8","ENSG00000037965"
"gene4301","HOXC6","3223","HOXC6","ENSG00000197757"
"gene4302","HOXC5","3222","HOXC5","ENSG00000172789"
"gene4303","HOXC4","3221","HOXC4","ENSG00000198353"
"gene4304","HOXC5","3222","HOXC5","ENSG00000172789"
"gene4305","MIR615","693200","MIR615","ENSG00000207571"
"gene4306","HOXC4","3221","HOXC4","ENSG00000198353"
"gene4307","SMUG1","23583","SMUG1","ENSG00000123415"
"gene4308","SMUG1","23583","SMUG1","ENSG00000123415"
"gene4309","HNRNPA1","3178","HNRNPA1","ENSG00000135486"
"gene4310","HNRNPA1P10","664709","HNRNPA1P10","ENSG00000214223"
"gene4311","CBX5","23468","CBX5","ENSG00000094916"
"gene4312","COPZ1","22818","COPZ1","ENSG00000111481"
"gene4313","ZNF385A","25946","ZNF385A","ENSG00000161642"
"gene4314","LOC102724050","","",""
"gene4315","ITGA5","3678","ITGA5","ENSG00000161638"
"gene4316","GTSF1","121355","GTSF1","ENSG00000170627"
"gene4317","PDE1B","5153","PDE1B","ENSG00000123360"
"gene4318","PPP1R1A","5502","PPP1R1A","ENSG00000135447"
"gene4319","NEUROD4","58158","NEUROD4","ENSG00000123307"
"gene4320","ITGA7","3679","ITGA7","ENSG00000135424"
"gene4321","BLOC1S1","2647","BLOC1S1","ENSG00000135441"
"gene4322","BLOC1S1-RDH5","100528022","BLOC1S1-RDH5",""
"gene4323","BLOC1S1","2647","BLOC1S1","ENSG00000135441"
"gene4324","CD63","967","CD63","ENSG00000135404"
"gene4325","CD63","967","CD63","ENSG00000135404"
"gene4326","CD63","967","CD63","ENSG00000135404"
"gene4327","CD63","967","CD63","ENSG00000135404"
"gene4328","CD63","967","CD63","ENSG00000135404"
"gene4329","CD63","967","CD63","ENSG00000135404"
"gene4330","CD63","967","CD63","ENSG00000135404"
"gene4331","CD63","967","CD63","ENSG00000135404"
"gene4332","GDF11","10220","GDF11","ENSG00000135414"
"gene4333","TMEM198B","440104","TMEM198B","ENSG00000182796"
"gene4334","DNAJC14","85406","DNAJC14","ENSG00000135392"
"gene4335","PYM1","84305","PYM1","ENSG00000170473"
"gene4336","PYM1","84305","PYM1","ENSG00000170473"
"gene4337","DGKA","1606","DGKA","ENSG00000065357"
"gene4338","CDK2","1017","CDK2","ENSG00000123374"
"gene4339","PMEL","6490","PMEL","ENSG00000185664"
"gene4340","PMEL","6490","PMEL","ENSG00000185664"
"gene4341","RAB5B","5869","RAB5B","ENSG00000111540"
"gene4342","RAB5B","5869","RAB5B","ENSG00000111540"
"gene4343","SUOX","6821","SUOX","ENSG00000139531"
"gene4344","RPS26","6231","RPS26","ENSG00000197728"
"gene4345","ERBB3","2065","ERBB3","ENSG00000065361"
"gene4346","ERBB3","2065","ERBB3","ENSG00000065361"
"gene4347","PA2G4","5036","PA2G4","ENSG00000170515"
"gene4348","RPL41","6171","RPL41","ENSG00000229117"
"gene4349","ZC3H10","84872","ZC3H10","ENSG00000135482"
"gene4350","ZC3H10","84872","ZC3H10","ENSG00000135482"
"gene4351","ESYT1","23344","ESYT1","ENSG00000139641"
"gene4352","MYL6B","140465","MYL6B","ENSG00000196465"
"gene4353","MYL6","4637","MYL6","ENSG00000092841"
"gene4354","SMARCC2","6601","SMARCC2","ENSG00000139613"
"gene4355","RNF41","10193","RNF41","ENSG00000181852"
"gene4356","RNF41","10193","RNF41","ENSG00000181852"
"gene4357","RNF41","10193","RNF41","ENSG00000181852"
"gene4358","SLC39A5","283375","SLC39A5","ENSG00000139540"
"gene4359","ANKRD52","283373","ANKRD52","ENSG00000139645"
"gene4360","COQ10A","93058","COQ10A","ENSG00000135469"
"gene4361","CS","1431","CS","ENSG00000062485"
"gene4362","CNPY2","10330","CNPY2","ENSG00000257727"
"gene4363","PAN2","9924","PAN2","ENSG00000135473"
"gene4364","PAN2","9924","PAN2","ENSG00000135473"
"gene4365","STAT2","6773","STAT2","ENSG00000170581"
"gene4366","SPRYD4","283377","SPRYD4","ENSG00000176422"
"gene4367","GLS2","27165","GLS2","ENSG00000135423"
"gene4368","BAZ2A","11176","BAZ2A","ENSG00000076108"
"gene4369","SNORD59A","26789","SNORD59A","ENSG00000207031"
"gene4370","PTGES3","10728","PTGES3","ENSG00000110958"
"gene4371","PTGES3","10728","PTGES3","ENSG00000110958"
"gene4372","NACA","4666","NACA","ENSG00000196531"
"gene4373","NACA","4666","NACA","ENSG00000196531"
"gene4374","PRIM1","5557","PRIM1","ENSG00000198056"
"gene4375","GPR182","11318","GPR182","ENSG00000166856"
"gene4376","NAB2","4665","NAB2","ENSG00000166886"
"gene4377","STAT6","6778","STAT6","ENSG00000166888"
"gene4378","LRP1","4035","LRP1","ENSG00000123384"
"gene4379","NXPH4","11247","NXPH4","ENSG00000182379"
"gene4380","SHMT2","6472","SHMT2","ENSG00000182199"
"gene4381","SHMT2","6472","SHMT2","ENSG00000182199"
"gene4382","SHMT2","6472","SHMT2","ENSG00000182199"
"gene4383","NDUFA4L2","56901","NDUFA4L2","ENSG00000185633"
"gene4384","GLI1","2735","GLI1","ENSG00000111087"
"gene4385","GLI1","2735","GLI1","ENSG00000111087"
"gene4386","ARHGAP9","64333","ARHGAP9","ENSG00000123329"
"gene4387","DDIT3","1649","DDIT3","ENSG00000175197"
"gene4388","MBD6","114785","MBD6","ENSG00000166987"
"gene4389","PIP4K2C","79837","PIP4K2C","ENSG00000166908"
"gene4390","DTX3","196403","DTX3","ENSG00000178498"
"gene4391","ARHGEF25","115557","ARHGEF25","ENSG00000240771"
"gene4392","ARHGEF25","115557","ARHGEF25","ENSG00000240771"
"gene4393","SLC26A10","65012","SLC26A10","ENSG00000135502"
"gene4394","LOC101927583","101927583","LOC101927583",""
"gene4395","B4GALNT1","2583","B4GALNT1","ENSG00000135454"
"gene4396","OS9","10956","OS9","ENSG00000135506"
"gene4397","AGAP2-AS1","100130776","AGAP2-AS1","ENSG00000255737"
"gene4398","AGAP2","116986","AGAP2","ENSG00000135439"
"gene4399","CDK4","1019","CDK4","ENSG00000135446"
"gene4400","MARCH9","92979","MARCHF9","ENSG00000139266"
"gene4401","METTL21B","25895","EEF1AKMT3","ENSG00000123427"
"gene4402","METTL1","4234","METTL1","ENSG00000037897"
"gene4403","TSFM","10102","TSFM","ENSG00000123297"
"gene4404","CTDSP2","10106","CTDSP2","ENSG00000175215"
"gene4405","LOC100506844","","",""
"gene4406","ATP23","91419","ATP23","ENSG00000166896"
"gene4407","LRIG3","121227","LRIG3","ENSG00000139263"
"gene4408","FAM19A2","338811","TAFA2","ENSG00000198673"
"gene4409","USP15","9958","USP15","ENSG00000135655"
"gene4410","MIR6125","102465133","MIR6125","ENSG00000284360"
"gene4411","MON2","23041","MON2","ENSG00000061987"
"gene4412","MIRLET7I","406891","MIRLET7I","ENSG00000199179"
"gene4413","LINC01465","283416","LINC01465","ENSG00000221949"
"gene4414","PPM1H","57460","PPM1H","ENSG00000111110"
"gene4415","DPY19L2","283417","DPY19L2","ENSG00000177990"
"gene4416","TMEM5","10329","RXYLT1","ENSG00000118600"
"gene4417","TMEM5","10329","RXYLT1","ENSG00000118600"
"gene4418","SRGAP1","57522","SRGAP1","ENSG00000196935"
"gene4419","C12orf66","144577","KICS2","ENSG00000174206"
"gene4420","C12orf56","115749","C12orf56","ENSG00000185306"
"gene4421","XPOT","11260","XPOT","ENSG00000184575"
"gene4422","TBK1","29110","TBK1","ENSG00000183735"
"gene4423","RASSF3","283349","RASSF3","ENSG00000153179"
"gene4424","GNS","2799","GNS","ENSG00000135677"
"gene4425","TBC1D30","23329","TBC1D30","ENSG00000111490"
"gene4426","WIF1","11197","WIF1","ENSG00000156076"
"gene4427","LEMD3","23592","LEMD3","ENSG00000174106"
"gene4428","MSRB3","253827","MSRB3","ENSG00000174099"
"gene4429","MSRB3","253827","MSRB3","ENSG00000174099"
"gene4430","HMGA2","8091","HMGA2","ENSG00000149948"
"gene4431","LOC100129940","","",""
"gene4432","LOC100129940","","",""
"gene4433","LLPH-AS1","103625681","LLPH-DT","ENSG00000239335"
"gene4434","LLPH","84298","LLPH","ENSG00000139233"
"gene4435","TMBIM4","51643","TMBIM4","ENSG00000155957"
"gene4436","IRAK3","11213","IRAK3","ENSG00000090376"
"gene4437","HELB","92797","HELB","ENSG00000127311"
"gene4438","DYRK2","8445","DYRK2","ENSG00000127334"
"gene4439","MDM1","56890","MDM1","ENSG00000111554"
"gene4440","RAP1B","5908","RAP1B","ENSG00000127314"
"gene4441","NUP107","57122","NUP107","ENSG00000111581"
"gene4442","LOC100507250","100507250","LOC100507250","ENSG00000247363"
"gene4443","MDM2","4193","MDM2","ENSG00000135679"
"gene4444","MDM2","4193","MDM2","ENSG00000135679"
"gene4445","CPM","1368","CPM","ENSG00000135678"
"gene4446","CPSF6","11052","CPSF6","ENSG00000111605"
"gene4447","YEATS4","8089","YEATS4","ENSG00000127337"
"gene4448","FRS2","10818","FRS2","ENSG00000166225"
"gene4449","CCT2","10576","CCT2","ENSG00000166226"
"gene4450","CCT2","10576","CCT2","ENSG00000166226"
"gene4451","MIR3913-1","100500903","MIR3913-1","ENSG00000264405"
"gene4452","BEST3","144453","BEST3","ENSG00000127325"
"gene4453","RAB3IP","117177","RAB3IP","ENSG00000127328"
"gene4454","RAB3IP","117177","RAB3IP","ENSG00000127328"
"gene4455","LOC101928002","101928002","LOC101928002","ENSG00000247131"
"gene4456","CNOT2","4848","CNOT2","ENSG00000111596"
"gene4457","CNOT2","4848","CNOT2","ENSG00000111596"
"gene4458","CNOT2","4848","CNOT2","ENSG00000111596"
"gene4459","LINC01481","101928062","PRANCR","ENSG00000257815"
"gene4460","KCNMB4","27345","KCNMB4","ENSG00000135643"
"gene4461","PTPRB","5787","PTPRB","ENSG00000127329"
"gene4462","LGR5","8549","LGR5","ENSG00000139292"
"gene4463","THAP2","83591","THAP2","ENSG00000173451"
"gene4464","ZFC3H1","196441","ZFC3H1","ENSG00000133858"
"gene4465","TMEM19","55266","TMEM19","ENSG00000139291"
"gene4466","RAB21","23011","RAB21","ENSG00000080371"
"gene4467","TBC1D15","64786","TBC1D15","ENSG00000121749"
"gene4468","TPH2","121278","TPH2","ENSG00000139287"
"gene4469","TRHDE","29953","TRHDE","ENSG00000072657"
"gene4470","TRHDE-AS1","283392","TRHDE-AS1",""
"gene4471","LOC100507377","","",""
"gene4472","CAPS2","84698","CAPS2","ENSG00000180881"
"gene4473","GLIPR1L2","144321","GLIPR1L2","ENSG00000180481"
"gene4474","CAPS2","84698","CAPS2","ENSG00000180881"
"gene4475","KRR1","11103","KRR1","ENSG00000111615"
"gene4476","PHLDA1","22822","PHLDA1","ENSG00000139289"
"gene4477","NAP1L1","4673","NAP1L1","ENSG00000187109"
"gene4478","BBS10","79738","BBS10","ENSG00000179941"
"gene4479","OSBPL8","114882","OSBPL8","ENSG00000091039"
"gene4480","ZDHHC17","23390","ZDHHC17","ENSG00000186908"
"gene4481","CSRP2","1466","CSRP2","ENSG00000175183"
"gene4482","E2F7","144455","E2F7","ENSG00000165891"
"gene4483","SYT1","6857","SYT1","ENSG00000067715"
"gene4484","SYT1","6857","SYT1","ENSG00000067715"
"gene4485","SYT1","6857","SYT1","ENSG00000067715"
"gene4486","PAWR","5074","PAWR","ENSG00000177425"
"gene4487","PPP1R12A","4659","PPP1R12A","ENSG00000058272"
"gene4488","PPP1R12A","4659","PPP1R12A","ENSG00000058272"
"gene4489","MYF5","4617","MYF5","ENSG00000111049"
"gene4490","MIR617","693202","MIR617","ENSG00000207763"
"gene4491","ACSS3","79611","ACSS3","ENSG00000111058"
"gene4492","PPFIA2","8499","PPFIA2","ENSG00000139220"
"gene4493","PPFIA2","8499","PPFIA2","ENSG00000139220"
"gene4494","PPFIA2","8499","PPFIA2","ENSG00000139220"
"gene4495","METTL25","84190","METTL25","ENSG00000127720"
"gene4496","CCDC59","29080","CCDC59","ENSG00000133773"
"gene4497","CCDC59","29080","CCDC59","ENSG00000133773"
"gene4498","TMTC2","160335","TMTC2","ENSG00000179104"
"gene4499","SLC6A15","55117","SLC6A15","ENSG00000072041"
"gene4500","LRRIQ1","84125","LRRIQ1","ENSG00000133640"
"gene4501","TSPAN19","144448","TSPAN19","ENSG00000231738"
"gene4502","ALX1","8092","ALX1","ENSG00000180318"
"gene4503","LOC105369879","105369879","LOC105369879",""
"gene4504","TMTC3","160418","TMTC3","ENSG00000139324"
"gene4505","CEP290","80184","CEP290","ENSG00000198707"
"gene4506","KITLG","4254","KITLG","ENSG00000049130"
"gene4507","DUSP6","1848","DUSP6","ENSG00000139318"
"gene4508","GALNT4","8693","GALNT4","ENSG00000257594"
"gene4509","POC1B","282809","POC1B","ENSG00000139323"
"gene4510","LINC00936","338758","ATP2B1-AS1","ENSG00000271614"
"gene4511","CCER1","196477","CCER1","ENSG00000197651"
"gene4512","CCER1","196477","CCER1","ENSG00000197651"
"gene4513","LOC101928617","","",""
"gene4514","BTG1","694","BTG1","ENSG00000133639"
"gene4515","EEA1","8411","EEA1","ENSG00000102189"
"gene4516","NUDT4","11163","NUDT4","ENSG00000173598"
"gene4517","LOC643339","643339","LOC643339",""
"gene4518","UBE2N","7334","UBE2N","ENSG00000177889"
"gene4519","MRPL42","28977","MRPL42","ENSG00000198015"
"gene4520","SOCS2","8835","SOCS2","ENSG00000120833"
"gene4521","SOCS2","8835","SOCS2","ENSG00000120833"
"gene4522","SOCS2","8835","SOCS2","ENSG00000120833"
"gene4523","SOCS2","8835","SOCS2","ENSG00000120833"
"gene4524","SOCS2-AS1","144481","SOCS2-AS1","ENSG00000246985"
"gene4525","SOCS2","8835","SOCS2","ENSG00000120833"
"gene4526","CRADD","8738","CRADD","ENSG00000169372"
"gene4527","PLXNC1","10154","PLXNC1","ENSG00000136040"
"gene4528","PLXNC1","10154","PLXNC1","ENSG00000136040"
"gene4529","CEP83-AS1","144486","CEP83-DT","ENSG00000278916"
"gene4530","CEP83","51134","CEP83","ENSG00000173588"
"gene4531","TMCC3","57458","TMCC3","ENSG00000057704"
"gene4532","TMCC3","57458","TMCC3","ENSG00000057704"
"gene4533","NDUFA12","55967","NDUFA12","ENSG00000184752"
"gene4534","VEZT","55591","VEZT","ENSG00000028203"
"gene4535","FGD6","55785","FGD6","ENSG00000180263"
"gene4536","METAP2","10988","METAP2","ENSG00000111142"
"gene4537","USP44","84101","USP44","ENSG00000136014"
"gene4538","USP44","84101","USP44","ENSG00000136014"
"gene4539","USP44","84101","USP44","ENSG00000136014"
"gene4540","PGAM1P5","100132594","PGAM1P5","ENSG00000257150"
"gene4541","NTN4","59277","NTN4","ENSG00000074527"
"gene4542","NTN4","59277","NTN4","ENSG00000074527"
"gene4543","NTN4","59277","NTN4","ENSG00000074527"
"gene4544","NTN4","59277","NTN4","ENSG00000074527"
"gene4545","SNRPF","6636","SNRPF","ENSG00000139343"
"gene4546","AMDHD1","144193","AMDHD1","ENSG00000139344"
"gene4547","CCDC38","120935","CCDC38","ENSG00000165972"
"gene4548","ELK3","2004","ELK3","ENSG00000111145"
"gene4549","CDK17","5128","CDK17","ENSG00000059758"
"gene4550","CFAP54","144535","CFAP54","ENSG00000188596"
"gene4551","NEDD1","121441","NEDD1","ENSG00000139350"
"gene4552","NEDD1","121441","NEDD1","ENSG00000139350"
"gene4553","SLC9A7P1","121456","SLC9A7P1","ENSG00000227825"
"gene4554","TMPO","7112","TMPO","ENSG00000120802"
"gene4555","TMPO-AS1","100128191","TMPO-AS1","ENSG00000257167"
"gene4556","SLC25A3","5250","SLC25A3","ENSG00000075415"
"gene4557","APAF1","317","APAF1","ENSG00000120868"
"gene4558","IKBIP","121457","IKBIP","ENSG00000166130"
"gene4559","ANKS1B","56899","ANKS1B","ENSG00000185046"
"gene4560","ANKS1B","56899","ANKS1B","ENSG00000185046"
"gene4561","UHRF1BP1L","23074","UHRF1BP1L","ENSG00000111647"
"gene4562","ACTR6","64431","ACTR6","ENSG00000075089"
"gene4563","ACTR6","64431","ACTR6","ENSG00000075089"
"gene4564","SCYL2","55681","SCYL2","ENSG00000136021"
"gene4565","SCYL2","55681","SCYL2","ENSG00000136021"
"gene4566","DEPDC4","120863","DEPDC4","ENSG00000166153"
"gene4567","SLC17A8","246213","SLC17A8","ENSG00000179520"
"gene4568","GAS2L3","283431","GAS2L3","ENSG00000139354"
"gene4569","SLC5A8","160728","SLC5A8","ENSG00000256870"
"gene4570","ARL1","400","ARL1","ENSG00000120805"
"gene4571","CHPT1","56994","CHPT1","ENSG00000111666"
"gene4572","SYCP3","50511","SYCP3","ENSG00000139351"
"gene4573","GNPTAB","79158","GNPTAB","ENSG00000111670"
"gene4574","DRAM1","55332","DRAM1","ENSG00000136048"
"gene4575","PARPBP","55010","PARPBP","ENSG00000185480"
"gene4576","LINC00485","283432","LINC00485","ENSG00000258169"
"gene4577","ASCL1","429","ASCL1","ENSG00000139352"
"gene4578","LOC105369945","105369945","LOC105369945",""
"gene4579","C12orf42","374470","C12orf42","ENSG00000179088"
"gene4580","NT5DC3","51559","NT5DC3","ENSG00000111696"
"gene4581","HSP90B1","7184","HSP90B1","ENSG00000166598"
"gene4582","MIR3652","100500842","MIR3652","ENSG00000284503"
"gene4583","TTC41P","253724","TTC41P","ENSG00000214198"
"gene4584","HCFC2","29915","HCFC2","ENSG00000111727"
"gene4585","GLT8D2","83468","GLT8D2","ENSG00000120820"
"gene4586","NFYB","4801","NFYB","ENSG00000120837"
"gene4587","CHST11","50515","CHST11","ENSG00000171310"
"gene4588","ALDH1L2","160428","ALDH1L2","ENSG00000136010"
"gene4589","KIAA1033","23325","WASHC4","ENSG00000136051"
"gene4590","LOC414300","414300","LOC414300",""
"gene4591","C12orf75","387882","C12orf75","ENSG00000235162"
"gene4592","CKAP4","10970","CKAP4","ENSG00000136026"
"gene4593","TCP11L2","255394","TCP11L2","ENSG00000166046"
"gene4594","POLR3B","55703","POLR3B","ENSG00000013503"
"gene4595","RFX4","5992","RFX4","ENSG00000111783"
"gene4596","RIC8B","55188","RIC8B","ENSG00000111785"
"gene4597","LOC100287944","100287944","LOC100287944","ENSG00000257545"
"gene4598","TMEM263","90488","TMEM263","ENSG00000151135"
"gene4599","TMEM263","90488","TMEM263","ENSG00000151135"
"gene4600","CRY1","1407","CRY1","ENSG00000008405"
"gene4601","BTBD11","121551","BTBD11","ENSG00000151136"
"gene4602","PRDM4","11108","PRDM4","ENSG00000110851"
"gene4603","LOC728739","728739","LOC728739",""
"gene4604","WSCD2","9671","WSCD2","ENSG00000075035"
"gene4605","CMKLR1","1240","CMKLR1","ENSG00000174600"
"gene4606","FICD","11153","FICD","ENSG00000198855"
"gene4607","ISCU","23479","ISCU","ENSG00000136003"
"gene4608","SART3","9733","SART3","ENSG00000075856"
"gene4609","TMEM119","338773","TMEM119","ENSG00000183160"
"gene4610","CORO1C","23603","CORO1C","ENSG00000110880"
"gene4611","CORO1C","23603","CORO1C","ENSG00000110880"
"gene4612","SSH1","54434","SSH1","ENSG00000084112"
"gene4613","DAO","1610","DAO","ENSG00000110887"
"gene4614","USP30","84749","USP30","ENSG00000135093"
"gene4615","USP30","84749","USP30","ENSG00000135093"
"gene4616","ALKBH2","121642","ALKBH2","ENSG00000189046"
"gene4617","UNG","7374","UNG","ENSG00000076248"
"gene4618","UNG","7374","UNG","ENSG00000076248"
"gene4619","FOXN4","121643","FOXN4","ENSG00000139445"
"gene4620","LINC01486","101928138","LINC01486","ENSG00000256560"
"gene4621","UBE3B","89910","UBE3B","ENSG00000151148"
"gene4622","KCTD10","83892","KCTD10","ENSG00000110906"
"gene4623","MMAB","326625","MMAB","ENSG00000139428"
"gene4624","FAM222A","84915","FAM222A","ENSG00000139438"
"gene4625","TRPV4","59341","TRPV4","ENSG00000111199"
"gene4626","TRPV4","59341","TRPV4","ENSG00000111199"
"gene4627","MIR4497","100616454","MIR4497","ENSG00000263510"
"gene4628","TRPV4","59341","TRPV4","ENSG00000111199"
"gene4629","GLTP","51228","GLTP","ENSG00000139433"
"gene4630","TCHP","84260","TCHP","ENSG00000139437"
"gene4631","TCHP","84260","TCHP","ENSG00000139437"
"gene4632","GIT2","9815","GIT2","ENSG00000139436"
"gene4633","ANKRD13A","88455","ANKRD13A","ENSG00000076513"
"gene4634","C12orf76","400073","C12orf76","ENSG00000174456"
"gene4635","IFT81","28981","IFT81","ENSG00000122970"
"gene4636","ATP2A2","488","ATP2A2","ENSG00000174437"
"gene4637","ARPC3","10094","ARPC3","ENSG00000111229"
"gene4638","FAM216A","29902","FAM216A","ENSG00000204856"
"gene4639","GPN3","51184","GPN3","ENSG00000111231"
"gene4640","GPN3","51184","GPN3","ENSG00000111231"
"gene4641","RAD9B","144715","RAD9B","ENSG00000151164"
"gene4642","RAD9B","144715","RAD9B","ENSG00000151164"
"gene4643","VPS29","51699","VPS29","ENSG00000111237"
"gene4644","PPTC7","160760","PPTC7","ENSG00000196850"
"gene4645","TCTN1","79600","TCTN1","ENSG00000204852"
"gene4646","HVCN1","84329","HVCN1","ENSG00000122986"
"gene4647","HVCN1","84329","HVCN1","ENSG00000122986"
"gene4648","PPP1CC","5501","PPP1CC","ENSG00000186298"
"gene4649","CCDC63","160762","CCDC63","ENSG00000173093"
"gene4650","LOC105369980","","",""
"gene4651","CUX2","23316","CUX2","ENSG00000111249"
"gene4652","MIR6760","102465455","MIR6760","ENSG00000273700"
"gene4653","FAM109A","144717","PHETA1","ENSG00000198324"
"gene4654","SH2B3","10019","SH2B3","ENSG00000111252"
"gene4655","ATXN2","6311","ATXN2","ENSG00000204842"
"gene4656","ATXN2","6311","ATXN2","ENSG00000204842"
"gene4657","ACAD10","80724","ACAD10","ENSG00000111271"
"gene4658","BRAP","8315","BRAP","ENSG00000089234"
"gene4659","ALDH2","217","ALDH2","ENSG00000111275"
"gene4660","MIR6761","102465456","MIR6761","ENSG00000274697"
"gene4661","MAPKAPK5","8550","MAPKAPK5","ENSG00000089022"
"gene4662","MAPKAPK5-AS1","51275","MAPKAPK5-AS1","ENSG00000234608"
"gene4663","ERP29","10961","ERP29","ENSG00000089248"
"gene4664","TMEM116","89894","TMEM116","ENSG00000198270"
"gene4665","NAA25","80018","NAA25","ENSG00000111300"
"gene4666","MIR6861","102465519","MIR6861","ENSG00000283793"
"gene4667","HECTD4","283450","HECTD4","ENSG00000173064"
"gene4668","RPL6","6128","RPL6","ENSG00000089009"
"gene4669","RPL6","6128","RPL6","ENSG00000089009"
"gene4670","PTPN11","5781","PTPN11","ENSG00000179295"
"gene4671","RPL6","6128","RPL6","ENSG00000089009"
"gene4672","RPH3A","22895","RPH3A","ENSG00000089169"
"gene4673","OAS3","4940","OAS3","ENSG00000111331"
