,gene_symbol,entrenz_id
1209,MIR4732,100616385
1210,SIRPA,140885
1211,CDKL2,8999
1212,MRPL50,54534
1213,RARA-AS1,101929693
1214,MIR548G,100313938
1215,PDPK1,5170
1216,MIR520A,574467
1217,FAM197Y5,100289150
1218,PPEF1,5475
1219,NBPF4,148545
1220,MIR1262,100302279
1221,ZC2HC1A,51101
1222,CREBRF,153222
1223,OR1M1,125963
1224,PPP4R3B,57223
1225,LMX1B,4010
1226,DOCK6,57572
1227,FER1L5,90342
1228,TOMM6,100188893
1229,CES1P1,51716
1230,MIR548AV,100847083
1231,PCDHA7,56141
1232,TEDC2,80178
1233,CCDC68,80323
1234,GJC1,10052
1235,MIR4727,100616416
1236,SH3BP2,6452
1237,VSTM2B,342865
1238,FAM111A,63901
1239,HS1BP3,64342
1240,CCDC198,55195
1241,C8orf31,286122
1242,MIR4458,100616142
1243,TBCC,6903
1244,BAG3,9531
1245,LRCOL1,100507055
1246,AC093627.2,105375115
1247,TCTEX1D4,343521
1248,NUP62,23636
1249,LINC01842,101928845
1250,MIR3189,100422943
1251,MIR1244-4,103504734
1252,MPPED1,758
1253,AL158829.1,107987013
1254,NEURL4,84461
1255,TRMT6,51605
1256,TMEM200A,114801
1257,CCDC200,100874261
1258,PRMT1,3276
1259,AC010729.1,112268411
1260,FAM72B,653820
1261,LINC00609,101101773
1262,LDHA,3939
1263,CBWD3,445571
1264,NALCN,259232
1265,DPH6,89978
1266,LINC02179,101927228
1267,TMA7,51372
1268,CCR5,1234
1269,DCDC2,51473
1270,LEMD1-AS1,284576
1271,ABCA12,26154
1272,TPP1,1200
1273,TMSB15B,286527
1274,PIGH,5283
1275,NAA20,51126
1276,ZBTB20,26137
1277,PCYT1B-AS1,100874088
1278,MIR127,406914
1279,ATP9A,10079
1280,RNF185,91445
1281,ZDHHC20,253832
1282,GOT2,2806
1283,GPR62,118442
1284,TMEM138,51524
1285,OR1A1,8383
1286,FAM133B,257415
1287,CBLN1,869
1288,ACRV1,56
1289,DES,1674
1290,CTAGE6,340307
1291,IPO13,9670
1292,MIR4665,100616288
1293,FLNC-AS1,110806300
1294,KRT77,374454
1295,MIR155,406947
1296,STK24,8428
1297,TPGS2,25941
1298,DNASE2,1777
1299,SLC26A5,375611
1300,ADAM32,203102
1301,FERMT1,55612
1302,TMEM64,169200
1303,B3GALNT2,148789
1304,BCAS4,55653
1305,APOA1-AS,104326055
1306,ZC3H15,55854
1307,AL137025.1,101927692
1308,ZBED2,79413
1309,OR4F21,441308
1310,RNU105C,26766
1311,NCALD,83988
1312,MACIR,90355
1313,CLINT1,9685
1314,ZNF697,90874
1315,CD8B,926
1316,GPRC6A,222545
1317,RPL17,6139
1318,TRIM14,9830
1319,BET1,10282
1320,SBF1P1,100133234
1321,SMIM21,284274
1322,IAH1,285148
1323,AL033384.1,101927189
1324,CHCHD3,54927
1325,SRPX2,27286
1326,FAM138D,677784
1327,EXT2,2132
1328,KPNA2,3838
1329,NUBP1,4682
1330,ZBTB6,10773
1331,XCL1,6375
1332,AGMO,392636
1333,TMEM63C,57156
1334,CELA3B,23436
1335,AC016987.2,105370954
1336,MUC1,4582
1337,GPR61,83873
1338,LASP1,3927
1339,TAF7L,54457
1340,PLEK,5341
1341,REV3L,5980
1342,SH3BP1,23616
1343,PEDS1-UBE2V1,387522
1344,ING3,54556
1345,TAS2R13,50838
1346,BMP2K,55589
1347,MIR8071-1,102465871
1348,TMEM14A,28978
1349,HNRNPM,4670
1350,ERICH2,285141
1351,LINC02047,101927346
1352,DARS1,1615
1353,PSMD14,10213
1354,ADAT2,134637
1355,LINC01376,400945
1356,CD9,928
1357,MTCH1,23787
1358,ZNF540,163255
1359,APOC1P1,342
1360,ALAS2,212
1361,CXCL1,2919
1362,DHX35,60625
1363,CFAP36,112942
1364,RFXAP,5994
1365,C12orf75,387882
1366,FHDC1,85462
1367,BAHCC1,57597
1368,DEF6,50619
1369,PTK2B,2185
1370,LLGL1,3996
1371,TP73-AS1,57212
1372,TNNT1,7138
1373,MIR4750,100616314
1374,SNORD110,692213
1375,SLC47A2,146802
1376,LINC01732,101928973
1377,TMEM30B,161291
1378,CLEC2B,9976
1379,DCAF5,8816
1380,EXD3,54932
1381,LINC02325,101929241
1382,LCE1F,353137
1383,MPP7,143098
1384,AC068587.4,729732
1385,LINC02426,101928449
1386,SKA2,348235
1387,S100A9,6280
1388,SUPT20HL1,100130302
1389,ZFAND6,54469
1390,SCFD2,152579
1391,MIR374C,100500807
1392,ITPR1,3708
1393,MRPS9-AS1,101927492
1394,MIR516A1,574498
1395,LINC02764,387810
1396,C1orf94,84970
1397,NAE1,8883
1398,OR9G1,390174
1399,XKR3,150165
1400,AC099342.1,101927769
1401,VTRNA1-3,56662
1402,CYSRT1,375791
1403,YTHDC1,91746
1404,MIR5188,100847004
1405,H2AZ1,3015
1406,NUF2,83540
1407,SEPTIN10,151011
1408,OSCP1,127700
1409,EMX2OS,196047
1410,NDN,4692
1411,KCNK10,54207
1412,CPLANE2,79363
1413,FUCA2,2519
1414,RTCA,8634
1415,LINC01992,105371708
1416,AC105001.1,102723313
1417,SEC23IP,11196
1418,AL590560.3,107985216
1419,HLA-DRB5,3127
1420,TMEM132B,114795
1421,NMNAT3,349565
1422,LINC00972,105375380
1423,C9orf153,389766
1424,AP001107.9,102724064
1425,CASP7,840
1426,HGFAC,3083
1427,MNAT1,4331
1428,MIR147A,406939
1429,RGS10,6001
1430,ZNF562,54811
1431,C9orf16,79095
1432,SLC39A3,29985
1433,LINC00330,144817
1434,IGF2BP2,10644
1435,LINC01331,104310351
1436,DMRTC1,63947
1437,STIM1,6786
1438,NIPA2,81614
1439,IGFL2,147920
1440,CEP57L1,285753
1441,ELAVL4,1996
1442,SPP2,6694
1443,CSE1L-AS1,102723483
1444,C10orf71,118461
1445,MBD3L1,85509
1446,ARID3C,138715
1447,HTR2B,3357
1448,RHOU,58480
1449,ADAMTS5,11096
1450,NEK3,4752
1451,CFAP58,159686
1452,EID2B,126272
1453,SACM1L,22908
1454,TEX26,122046
1455,RAET1K,646024
1456,MIR6863,102466752
1457,TRIM44,54765
1458,TMEM161A,54929
1459,CDCP1,64866
1460,LCA5,167691
1461,LAMC1,3915
1462,BCAR1,9564
1463,ST6GALNAC6,30815
1464,NRAV,100506668
1465,STK32A,202374
1466,GAGE1,2543
1467,SPATA3-AS1,348761
1468,ECEL1P2,347694
1469,SMOX,54498
1470,ZNF763,284390
1471,MIR802,768219
1472,TMEM164,84187
1473,STAC3,246329
1474,LRATD1,151354
1475,MCM3,4172
1476,SUCNR1,56670
1477,MIR1226,100302232
1478,KLK7,5650
1479,CRACDL,343990
1480,CORO1C,23603
1481,ALDH1L1-AS2,100862662
1482,KRTAP8-1,337879
1483,XKRY2,353515
1484,LINC01823,101927801
1485,AC022414.1,8622
1486,DRD4,1815
1487,ORC1,4998
1488,SSX4,6759
1489,SMPD4,55627
1490,FBXO3,26273
1491,NFIC,4782
1492,AC012085.2,101928731
1493,KRTAP5-1,387264
1494,TBC1D8-AS1,100506286
1495,LUM,4060
1496,VTRNA1-2,56663
1497,LINC01239,441389
1498,RNU6-1,26827
1499,PHF12,57649
1500,DTYMK,1841
1501,UBR4,23352
1502,ZNF875,284459
1503,GRIK3,2899
1504,CDK6,1021
1505,AL732437.2,105376381
1506,AMFR,267
1507,MIR644A,693229
1508,EPHX3,79852
1509,PPARGC1B,133522
1510,MIR8075,102465874
1511,ZXDA,7789
1512,MAD2L1,4085
1513,VN1R1,57191
1514,BSN,8927
1515,TRAPPC2,6399
1516,LINC01448,101928795
1517,SMIM4,440957
1518,RNA5-8SN3,109910381
1519,MIR1257,100302168
1520,CHST13,166012
1521,ZFHX4,79776
1522,ARL5C,390790
1523,DIAPH2,1730
1524,DTX1,1840
1525,SNORD115-22,100033799
1526,C10orf105,414152
1527,TSPAN33,340348
1528,MIR7151,102466814
1529,MIR4697,100616119
1530,KCNT1,57582
1531,PPP6R1,22870
1532,EIF2S3,1968
1533,AMYH02020865.1,101929583
1534,ARAP1,116985
1535,GRXCR1,389207
1536,PCDH10,57575
1537,INO80E,283899
1538,PCAT1,100750225
1539,ZNF551,90233
1540,ATP6V1E2,90423
1541,ALYREF,10189
1542,NDUFB7,4713
1543,FER,2241
1544,C4orf48,401115
1545,BTD,686
1546,NAT9,26151
1547,FAM221A,340277
1548,ARHGAP23,57636
1549,ACTN2,88
1550,ABCA13,154664
1551,EVA1C,59271
1552,AVPR1A,552
1553,VPS54,51542
1554,LINC02265,101060498
1555,CLRN3,119467
1556,STAU2,27067
1557,TMEM59L,25789
1558,HAPLN3,145864
1559,NSRP1,84081
1560,ZNF337,26152
1561,FAM120A,23196
1562,RGMA,56963
1563,MIR892B,100126307
1564,SSBP4,170463
1565,CMBL,134147
1566,FAM81B,153643
1567,MYH1,4619
1568,MAP2K1,5604
1569,CDK5R2,8941
1570,UGT1A6,54578
1571,C14orf178,283579
1572,MRGPRX3,117195
1573,CDC45,8318
1574,PRR30,339779
1575,DNAJC11,55735
1576,GFPT2,9945
1577,BHMT2,23743
1578,GLI3,2737
1579,SLC11A1,6556
1580,LINC02239,340107
1581,H2AC4,8335
1582,PANK4,55229
1583,TNFRSF18,8784
1584,MIR2116,100313886
1585,SLC25A5-AS1,100303728
1586,MRPL45,84311
1587,ITGB2-AS1,100505746
1588,SCAF8,22828
1589,AK3,50808
1590,TOP1MT,116447
1591,FGF5,2250
1592,EPPK1,83481
1593,OR51B2,79345
1594,COX11,1353
1595,MIR548AN,100616144
1596,EVA1B,55194
1597,CLEC16A,23274
1598,TYSND1,219743
1599,GPC2,221914
1600,FP325317.2,102724904
1601,ANKRD54,129138
1602,NPSR1-AS1,404744
1603,LINC01149,101929111
1604,L3HYPDH,112849
1605,RPL35,11224
1606,LDB2,9079
1607,ZNF236,7776
1608,GDPD3,79153
1609,PSMB1,5689
1610,NAA40,79829
1611,EVI5,7813
1612,HRNR,388697
1613,MIR3918,100500851
1614,H3C6,8353
1615,METTL5,29081
1616,AC007846.1,339166
1617,GNAL,2774
1618,MPP1,4354
1619,KCNJ18,100134444
1620,APCDD1L,164284
1621,MIR4280,100422887
1622,ZNF322,79692
1623,SLC12A5-AS1,109729184
1624,MIR4514,100616181
1625,STK11,6794
1626,PLEC,5339
1627,LINC01553,283025
1628,NARF,26502
1629,SLC25A37,51312
1630,LINC02513,105374410
1631,LINC01807,101928765
1632,PLD2,5338
1633,FAM135B,51059
1634,GOLGA8Q,727909
1635,TEDDM1,127670
1636,P3R3URF,110117498
1637,EARS2,124454
1638,E2F4,1874
1639,SSH2,85464
1640,MCC,4163
1641,SLC25A25,114789
1642,ID4,3400
1643,GPRIN2,9721
1644,CCL22,6367
1645,DEGS2,123099
1646,LHFPL4,375323
1647,RRP1,8568
1648,RGL4,266747
1649,ADAM22,53616
1650,TRIM21,6737
1651,TRAM2-AS1,401264
1652,KNSTRN,90417
1653,IRF2BP1,26145
1654,LINC01019,285577
1655,MIR638,693223
1656,RCE1,9986
1657,TBC1D8,11138
1658,AP4E1,23431
1659,RER1,11079
1660,HMGN5,79366
1661,PTPN13,5783
1662,MIR4660,100616350
1663,POU3F3,5455
1664,HAS1,3036
1665,VENTXP1,139538
1666,VMO1,284013
1667,HDC,3067
1668,LINC00863,439994
1669,SLC50A1,55974
1670,SERPINA13P,388007
1671,PRANCR,101928062
1672,MOB3A,126308
1673,CXCL11,6373
1674,LINC00525,84847
1675,ZNF483,158399
1676,PRELID2,153768
1677,CAVIN1,284119
1678,ASAP2,8853
1679,AACSP1,729522
1680,TMED8,283578
1681,ENTPD1,953
1682,VCX3A,51481
1683,MCM2,4171
1684,LINC02337,105370369
1685,TNPO3,23534
1686,CYCSP52,360155
1687,MIR6737,102465441
1688,MIRLET7F2,406889
1689,FZD5,7855
1690,LINS1,55180
1691,ZSCAN31,64288
1692,HPRT1,3251
1693,ZNF702P,79986
1694,MAGI1,9223
1695,CELA2A,63036
1696,HERC2P3,283755
1697,MIR6511B2,102465985
1698,NUTM2G,441457
1699,MIR3182,100422853
1700,SCLY,51540
1701,PTP4A1,7803
1702,AC044802.1,106699570
1703,CFAP299,255119
1704,TEPP,374739
1705,ANKDD1B,728780
1706,COL18A1,80781
1707,RPL36,25873
1708,TRAPPC9,83696
1709,LIX1L,128077
1710,B4GALT1,2683
1711,LINC00205,642852
1712,VASP,7408
1713,MAGEA4,4103
1714,GPM6B,2824
1715,DAZ1,1617
1716,RPF1,80135
1717,TMEM274P,113391335
1718,ASGR2,433
1719,LRRC75A,388341
1720,MIR548F3,100302159
1721,MIR4518,100616405
1722,MIR4666B,100847047
1723,SLC35G4,646000
1724,GCOM1,145781
1725,KIF4A,24137
1726,ARNT,405
1727,PGM5P4-AS1,103344932
1728,HRK,8739
1729,CD53,963
1730,AC112504.3,105374134
1731,ASF1A,25842
1732,MROH6,642475
1733,AC112206.2,101928858
1734,SARM1,23098
1735,RING1,6015
1736,TMEM202,338949
1737,OR4F17,81099
1738,TJAP1,93643
1739,MIR3689F,100616212
1740,OR5F1,338674
1741,ZFYVE1,53349
1742,PAQR7,164091
1743,CCDC186,55088
1744,CTSF,8722
1745,BLM,641
1746,IGLL5,100423062
1747,FXYD2,486
1748,CCNB1IP1,57820
1749,AC002378.1,105372988
1750,LINC01192,647107
1751,NPTXR,23467
1752,TNFRSF9,3604
1753,TNKS2-AS1,100507633
1754,BUD13,84811
1755,MIR515-2,574465
1756,CLCN5,1184
1757,SPDEF,25803
1758,C12orf71,728858
1759,NR4A2,4929
1760,AC110741.1,101927822
1761,TEX43,389320
1762,ZNF45,7596
1763,TP73,7161
1764,PTPRA,5786
1765,MOBP,4336
1766,TNFRSF10A,8797
1767,LRIG1,26018
1768,BCL11A,53335
1769,SLFN13,146857
1770,MIR6826,102465496
1771,NMNAT1,64802
1772,TLR7,51284
1773,LINC02670,101928298
1774,ZNF100,163227
1775,ZC3H11A,9877
1776,G6PC3,92579
1777,ZNF451,26036
1778,AC009597.1,105375851
1779,MEF2A,4205
1780,FBXO10,26267
1781,NT5C,30833
1782,PGRMC2,10424
1783,NPM2,10361
1784,IL21-AS1,100996941
1785,ALKBH2,121642
1786,KRTAP6-1,337966
1787,MIR4633,100616175
1788,GOLGA8M,653720
1789,CYB5D2,124936
1790,NRM,11270
1791,MAP10,54627
1792,PPP2R2A,5520
1793,LRRC36,55282
1794,TCTN2,79867
1795,EXOSC2,23404
1796,GKN1,56287
1797,ZNF844,284391
1798,HS3ST1,9957
1799,MIR4774,100616356
1800,KARS1,3735
1801,TRMT12,55039
1802,LINC01907,151475
1803,DENND2D,79961
1804,RILP,83547
1805,APH1A,51107
1806,CNTNAP4,85445
1807,MTFR2,113115
1808,HSD11B1L,374875
1809,LINC02301,101928599
1810,AC009468.1,105375283
1811,DCPS,28960
1812,CPPED1,55313
1813,ABCC12,94160
1814,FKBP15,23307
1815,SNORD115-27,100036564
1816,TIPRL,261726
1817,OAZ1,4946
1818,ACTN1-AS1,161159
1819,LINCADL,107986443
1820,METTL18,92342
1821,FBXW8,26259
1822,MICB,4277
1823,DPY19L2P2,349152
1824,CCT8,10694
1825,CPLX3,594855
1826,GPR156,165829
1827,ABCA8,10351
1828,YJU2,55702
1829,AADACL2,344752
1830,GPR119,139760
1831,OR5R1,219479
1832,THRAP3,9967
1833,ALDOB,229
1834,MIR6870,102465525
1835,AC099792.1,101926964
1836,RPS23,6228
1837,MMRN1,22915
1838,RBM38,55544
1839,MIR124-1HG,157627
1840,CH25H,9023
1841,ERO1B,56605
1842,WTIP,126374
1843,TIMP3,7078
1844,HBZ,3050
1845,EN1,2019
1846,OR7G2,390882
1847,AHSP,51327
1848,RIPOR1,79567
1849,LINC02245,400958
1850,PCLAF,9768
1851,LIN54,132660
1852,PPP4R3C,139420
1853,AL109924.2,102724357
1854,HACD4,401494
1855,HNRNPH3,3189
1856,ISM1,140862
1857,SLC27A3,11000
1858,MIR613,693198
1859,MIR6889,102466758
1860,TATDN1,83940
1861,ACRBP,84519
1862,LRRC24,441381
1863,UPRT,139596
1864,LINC02509,105377556
1865,ANKRD40CL,55018
1866,SNORA68,26780
1867,CACNA2D2,9254
1868,SPEGNB,100996693
1869,FAM225B,100128385
1870,GLIPR1L2,144321
1871,OR10P1,121130
1872,TASOR2,54906
1873,GSK3A,2931
1874,GOPC,57120
1875,ANKRD30B,374860
1876,OR51B6,390058
1877,CEP83,51134
1878,PAX4,5078
1879,ATP6V1G1,9550
1880,KXD1,79036
1881,PLA1A,51365
1882,LINC02154,109729169
1883,MIR8056,102465862
1884,MIR6787,102465472
1885,CPNE1,8904
1886,PODXL2,50512
1887,ABCA10,10349
1888,AZI2,64343
1889,ZNF229,7772
1890,PKN2-AS1,101927891
1891,POLR3GL,84265
1892,MIOX,55586
1893,TFAP2D,83741
1894,KBTBD11,9920
1895,JARID2,3720
1896,MIR4254,100423028
1897,ISOC1,51015
1898,DMTF1,9988
1899,MYBPH,4608
1900,SNORD114-27,767608
1901,GCSH,2653
1902,NCAPG,64151
1903,VDR,7421
1904,CPEB1,64506
1905,CLPX,10845
1906,NPY4R2,100996758
1907,OR5T2,219464
1908,MRPL12,6182
1909,GPR180,160897
1910,EDIL3,10085
1911,UXS1,80146
1912,LINC00877,285286
1913,TATDN3,128387
1914,SMYD5,10322
1915,DEAF1,10522
1916,MIR3685,100500802
1917,IFNL1,282618
1918,CLYBL-AS2,100874063
1919,H2BC12,85236
1920,ALLC,55821
1921,CLLU1,574028
1922,ZNF287,57336
1923,AGO4,192670
1924,C3orf18,51161
1925,WEE2,494551
1926,POLA1,5422
1927,GJA10,84694
1928,LBH,81606
1929,ANKRD33B,651746
1930,PEX16,9409
1931,GPR87,53836
1932,CEP126,57562
1933,LRRC26,389816
1934,CD3G,917
1935,MIR6796,102465477
1936,UMOD,7369
1937,CXCR1,3577
1938,APBA1,320
1939,CT55,54967
1940,TRAPPC11,60684
1941,SYT10,341359
1942,SBK1,388228
1943,TBCE,6905
1944,ZNF718,255403
1945,MIR5583-2,100846997
1946,XRCC4,7518
1947,MIR4729,100616204
1948,BIRC5,332
1949,FRMD6-AS1,145438
1950,MIR373,442918
1951,SSTR3,6753
1952,LINC02654,102724039
1953,PRPF38A,84950
1954,TRAM1L1,133022
1955,SOX12,6666
1956,STOML3,161003
1957,SLC23A1,9963
1958,FKBP9P1,360132
1959,C9orf62,157927
1960,TRIM34,53840
1961,AC108734.4,101928882
1962,ANAPC1P1,100286979
1963,SNORA77,677843
1964,CCDC124,115098
1965,TOP2B,7155
1966,DDX49,54555
1967,TYW1,55253
1968,HELQ,113510
1969,CMPK2,129607
1970,LTO1,220064
1971,KLHL5,51088
1972,CDK4,1019
1973,SLAMF1,6504
1974,CDH26,60437
1975,AVEN,57099
1976,UBXN4,23190
1977,KCTD18,130535
1978,CDC42,998
1979,SNHG8,100093630
1980,ITGA10,8515
1981,RCBTB2,1102
1982,ZEB2-AS1,100303491
1983,OR8B4,283162
1984,SLIRP,81892
1985,WDR90,197335
1986,PRSS42P,339906
1987,MORC4,79710
1988,PALM,5064
1989,COLCA1,399948
1990,MIR3977,100616297
1991,DMBX1,127343
1992,UGT1A8,54576
1993,KCNE1B,102723475
1994,TAS2R19,259294
1995,PCNX2,80003
1996,LINC00620,285375
1997,SNORD121B,101340252
1998,DCAF11,80344
1999,URB1-AS1,84996
2000,OR4C16,219428
2001,ST8SIA6,338596
2002,ZC3H12D,340152
2003,TUBD1,51174
2004,AREG,374
2005,CMTM7,112616
2006,ETV2,2116
2007,TRAF2,7186
2008,MIR3686,100500839
2009,DDX3Y,8653
2010,MKLN1,4289
2011,IPPK,64768
2012,RNF225,646862
2013,UCKL1,54963
2014,AL109946.1,101928335
2015,EIF3J-DT,645212
2016,MIR4659A,100616348
2017,RPS7,6201
2018,IL10RA,3587
2019,GON4L,54856
2020,SLC20A1,6574
2021,IGFBP5,3488
2022,AC010255.2,100505841
2023,RNVU1-3,101954272
2024,ARPC5,10092
2025,KNOP1,400506
2026,UQCRH,7388
2027,MYL10,93408
2028,LCLAT1,253558
2029,MIR3939,100500857
2030,ZHX2,22882
2031,ITGB1BP1,9270
2032,TMEM181,57583
2033,LINC02709,440028
2034,HESX1,8820
2035,TRAF3IP2,10758
2036,REPS2,9185
2037,LINC02052,253573
2038,ZBBX,79740
2039,MDFI,4188
2040,GTPBP4,23560
2041,SNORD73B,114655
2042,C3,718
2043,CCDC81,60494
2044,DLG3,1741
2045,MIR6814,102465488
2046,PSTPIP2,9050
2047,NEGR1,257194
2048,RNF175,285533
2049,GLUD2,2747
2050,B4GALT2,8704
2051,ZMYM4,9202
2052,SNORD114-29,767610
2053,TBK1,29110
2054,TRIM31-AS1,104533120
2055,ZNF8,7554
2056,THOC3,84321
2057,ARMH3,79591
2058,RIMBP3,85376
2059,UBE3C,9690
2060,WFDC8,90199
2061,AC019117.1,101927630
2062,ADAM15,8751
2063,OR10H2,26538
2064,MAP1B,4131
2065,MIR3976HG,645355
2066,C1orf122,127687
2067,AC034199.1,100128059
2068,ADAM12,8038
2069,HCG20,105375013
2070,TSPAN14,81619
2071,PRRT1B,642515
2072,INKA2,55924
2073,PLA2G2A,5320
2074,SOX7,83595
2075,C21orf91,54149
2076,PARP9,83666
2077,MED11,400569
2078,MIR6746,102465446
2079,CPNE6,9362
2080,ZSCAN29,146050
2081,RGPD4,285190
2082,AZU1,566
2083,KITLG,4254
2084,THEMIS2,9473
2085,ZSWIM2,151112
2086,LINC02241,105374676
2087,UPK2,7379
2088,LINC01550,388011
2089,PIBF1,10464
2090,URB2,9816
2091,LINC00606,285370
2092,AL139398.1,105373244
2093,PCDHGB3,56102
2094,CDC14A,8556
2095,LINC01179,101928151
2096,ZBTB2,57621
2097,SPRY1,10252
2098,TTTY1B,100101116
2099,ALG9,79796
2100,WDR72,256764
2101,QSER1,79832
2102,TH2LCRR,101927761
2103,ST3GAL3,6487
2104,OR10H3,26532
2105,XAGE2,9502
2106,MIR9-1HG,10485
2107,LINC00457,100874179
2108,SOX1,6656
2109,HS6ST1,9394
2110,NBPF11,200030
2111,ALDH6A1,4329
2112,PCDHGC4,56098
2113,MIR3133,100422942
2114,CMTR1,23070
2115,RPL13A,23521
2116,SEPSECS,51091
2117,C1QTNF7,114905
2118,ZNF569,148266
2119,SPAG4,6676
2120,OR4C3,256144
2121,MIR520C,574476
2122,GMCL2,64396
2123,UBR3,130507
2124,COPS6,10980
2125,ZNF25,219749
2126,HAS2,3037
2127,CMIP,80790
2128,MNX1-AS1,645249
2129,BOK,666
2130,ZNF474,133923
2131,ADCY1,107
2132,CCDC144A,9720
2133,ZNF471,57573
2134,LINC02843,286238
2135,FAM160A1,729830
2136,CEP76,79959
2137,WFDC3,140686
2138,MYOZ1,58529
2139,CDK6-AS1,101927497
2140,OR10T2,128360
2141,IGF1,3479
2142,ACER3,55331
2143,MSTO1,55154
2144,GPR82,27197
2145,EDARADD,128178
2146,LINC02171,100133461
2147,MS4A5,64232
2148,OPRL1,4987
2149,C12orf56,115749
2150,LINC00106,751580
2151,AC013402.3,105373525
2152,CCDC7,79741
2153,TRIM71,131405
2154,HPD,3242
2155,HUWE1,10075
2156,CLEC10A,10462
2157,BAP1,8314
2158,LINC02115,102467212
2159,MIR4432,100616473
2160,MFSD14B,84641
2161,LINGO1,84894
2162,TLX3,30012
2163,MRPL9,65005
2164,ZNF529-AS1,101927599
2165,MIR548BB,103504735
2166,SPATA42,642864
2167,TMEM14B,81853
2168,MGME1,92667
2169,MIR143,406935
2170,BX276092.9,101059915
2171,MIR1972-2,100422922
2172,LINC01007,100506527
2173,AKR1D1,6718
2174,PARM1,25849
2175,ZNF671,79891
2176,GMPR,2766
2177,SMPD3,55512
2178,MYO9B,4650
2179,NFYB,4801
2180,EML4,27436
2181,CDH1,999
2182,CKAP4,10970
2183,DDX39A,10212
2184,LINC00662,148189
2185,MSMB,4477
2186,FBXO21,23014
2187,SLC12A8,84561
2188,PTDSS1,9791
2189,COQ10A,93058
2190,HCCS,3052
2191,GGN,199720
2192,MIR5591,100847065
2193,ZBTB8B,728116
2194,EIF6,3692
2195,MIR559,693144
2196,PILRB,29990
2197,EFNA3,1944
2198,FBXL19,54620
2199,TM4SF19-AS1,100874214
2200,GFY,100507003
2201,CCDC188,388849
2202,LINC01005,100506050
2203,DSCR8,84677
2204,TBC1D2B,23102
2205,AP003025.1,101929653
2206,CASTOR1,652968
2207,MT-ATP6,4508
2208,CYYR1-AS1,100996571
2209,CHRNA1,1134
2210,GATA6,2627
2211,COX7B,1349
2212,PRR5-ARHGAP8,553158
2213,ADCY10P1,221442
2214,PILRA,29992
2215,MIR3674,100500912
2216,CASC19,103164619
2217,OR2T12,127064
2218,CIB1,10519
2219,CLDN22,53842
2220,LINC01545,724087
2221,SWAP70,23075
2222,GPX2,2877
2223,LGI1,9211
2224,TMEM237,65062
2225,WFDC10A,140832
2226,EPHA6,285220
2227,RANBP2,5903
2228,CRCT1,54544
2229,AC006305.1,642484
2230,CKS2,1164
2231,IDI2,91734
2232,BTBD6,90135
2233,TRG-AS1,100506776
2234,AC107896.1,105372143
2235,PCDHGA12,26025
2236,C1QC,714
2237,PART1,25859
2238,LEMD2,221496
2239,LINC01361,101927498
2240,ADAMTS19,171019
2241,GPR89A,653519
2242,FITM2,128486
2243,SALRNA2,104548973
2244,SARS1,6301
2245,SPTB,6710
2246,ZNF846,162993
2247,MIR208B,100126336
2248,ZNF235,9310
2249,TEX53,105376230
2250,GABRQ,55879
2251,STK10,6793
2252,GDNF,2668
2253,LINC02000,100507210
2254,AC097468.1,100129175
2255,KBTBD13,390594
2256,BNC2-AS1,111216284
2257,AKAP6,9472
2258,LRRTM3,347731
2259,LINC00297,100874059
2260,TTC22,55001
2261,THYN1,29087
2262,MIR6859-1,102466751
2263,LINC02716,374387
2264,LINC01168,399829
2265,PLEKHA6,22874
2266,SPESP1,246777
2267,CRB1,23418
2268,MIR4456,100616381
2269,LINC01204,101927528
2270,ADRA2A,150
2271,H2AC15,8330
2272,WDR17,116966
2273,P2RY10,27334
2274,MRE11,4361
2275,PHTF1,10745
2276,MIR4668,100616114
2277,H1-8,132243
2278,DKK2,27123
2279,SAMD12,401474
2280,ARHGAP24,83478
2281,ACP5,54
2282,CLDN5,7122
2283,OVGP1,5016
2284,MARVELD1,83742
2285,ORC2,4999
2286,MAN1B1-DT,100289341
2287,LINC02774,339529
2288,TMSB4X,7114
2289,OPN4,94233
2290,UPF2,26019
2291,NKX6-1,4825
2292,AP5Z1,9907
2293,CCNYL1,151195
2294,CEP135,9662
2295,OR11H1,81061
2296,RAD52,5893
2297,KRTAP9-6,100507608
2298,STIP1,10963
2299,AC235097.1,645188
2300,CD79A,973
2301,MAP6D1,79929
2302,CNTNAP1,8506
2303,GUF1,60558
2304,ZNF549,256051
2305,ZP1,22917
2306,JMJD7,100137047
2307,PRORSD1P,344405
2308,IFIH1,64135
2309,F2RL1,2150
2310,REEP6,92840
2311,WDR83,84292
2312,RAB36,9609
2313,ZNF729,100287226
2314,MEIS1-AS2,100873998
2315,F7,2155
2316,GYG2,8908
2317,H2AB2,474381
2318,MIR15B,406949
2319,EMILIN3,90187
2320,HCG9,10255
2321,RRM2B,50484
2322,UBE2T,29089
2323,TMUB1,83590
2324,AQP1,358
2325,KIR3DL3,115653
2326,MIR496,574454
2327,TAS2R31,259290
2328,SNUPN,10073
2329,AMMECR1L,83607
2330,OR5B12,390191
2331,KCND1,3750
2332,NDUFB5,4711
2333,NAA30,122830
2334,GNB3,2784
2335,NSMCE3,56160
2336,MIR6786,102465471
2337,PRL,5617
2338,GRHL2,79977
2339,KANSL1L,151050
2340,SEC61B,10952
2341,MAGEB5,347541
2342,AC113348.1,102724657
