,gene_symbol,entrenz_id
11326,MORC2-AS1,150291
11327,CACNA1G-AS1,253962
11328,THAP11,57215
11329,ZACN,353174
11330,RPN1,6184
11331,LCE2C,353140
11332,CCDC197,256369
11333,CAVIN4,347273
11334,HDAC3,8841
11335,SNORD115-16,100033454
11336,MAN2B2,23324
11337,GTF3C5,9328
11338,MIR876,100126310
11339,MIR548AL,100616215
11340,RUFY1,80230
11341,FBXO41,150726
11342,MLNR,2862
11343,PDS5A,23244
11344,LAMTOR5,10542
11345,ZNF295-AS1,150142
11346,GAGE13,645051
11347,MIR3161,100423000
11348,GIT1,28964
11349,CYP2U1,113612
11350,LINC02834,105376124
11351,PELP1,27043
11352,CD27,939
11353,MIR600HG,81571
11354,ZNF571-AS1,100507433
11355,LINC01690,102724502
11356,RMDN3,55177
11357,ITPR2,3709
11358,AC073107.1,441242
11359,CCDC61,729440
11360,SIRT1,23411
11361,FAM234A,83986
11362,SENP8,123228
11363,AC063977.5,101928517
11364,MIR890,100126303
11365,MANSC4,100287284
11366,ZFYVE27,118813
11367,CEPT1,10390
11368,ADAM21P1,145241
11369,KATNAL2,83473
11370,PANCR,110231149
11371,DISP2,85455
11372,SIN3B,23309
11373,CYP1A1,1543
11374,FAM86C2P,645332
11375,GALNTL6,442117
11376,LAPTM4A,9741
11377,MIR6511A2,102466812
11378,GDF5,8200
11379,EDDM13,100506374
11380,CRPPA-AS1,100506025
11381,SLC9A3,6550
11382,TBCB,1155
11383,S100B,6285
11384,SNORD115-5,100033442
11385,AC091953.1,105374647
11386,ZNF148,7707
11387,TAAR8,83551
11388,ATP6V0D1,9114
11389,ACSL6,23305
11390,MTMR6,9107
11391,MIR4743,100616366
11392,OR4A5,81318
11393,AP3B2,8120
11394,BDNF,627
11395,B3GALT1,8708
11396,ZNF175,7728
11397,KRT23,25984
11398,HAR1B,768097
11399,TMEM185A,84548
11400,ATP5PF,522
11401,IL6ST,3572
11402,MIR378D1,100616201
11403,CDR2,1039
11404,AL512634.1,101927450
11405,WDR19,57728
11406,THEM5,284486
11407,OR51H1,401663
11408,PRB3,5544
11409,ARL17B,100506084
11410,NDUFAF4,29078
11411,CPEB3,22849
11412,CDY1,9085
11413,TOGARAM1,23116
11414,Z94160.1,100506271
11415,ZC3H11B,643136
11416,SNORD111,692214
11417,GDPGP1,390637
11418,HUNK,30811
11419,DPY19L2P4,442523
11420,PHPT1,29085
11421,PIWIL1,9271
11422,DUSP3,1845
11423,CCDC89,220388
11424,SCG2,7857
11425,KRTAP5-11,440051
11426,UBE2V1,7335
11427,LMNTD2,256329
11428,FGGY,55277
11429,ERP27,121506
11430,PARP11-AS1,105369609
11431,MDC1-AS1,106478956
11432,MTMR11,10903
11433,FAM222B,55731
11434,SGCZ,137868
11435,NDUFAB1,4706
11436,SPICE1,152185
11437,HYPK,25764
11438,NDUFA4L2,56901
11439,POTEB2,100287399
11440,SH3GL1,6455
11441,SCARNA1,677774
11442,GCNT1,2650
11443,KDM5D,8284
11444,LINC02367,101930452
11445,GARRE1,9710
11446,RPL39L,116832
11447,GTF2F2,2963
11448,P2RY11,5032
11449,GBAP1,2630
11450,BX284668.5,105376805
11451,ELOA-AS1,100506963
11452,AKR1C4,1109
11453,NTAN1,123803
11454,VSTM1,284415
11455,SLC4A1AP,22950
11456,EHF,26298
11457,LINC02523,643623
11458,C1orf159,54991
11459,LINC00681,101409254
11460,GP6,51206
11461,ZNF680,340252
11462,HOXD8,3234
11463,LCE1A,353131
11464,MIR101-1,406893
11465,MIR6780A,102466195
11466,LINC01182,101929071
11467,LYRM7,90624
11468,AFAP1-AS1,84740
11469,B3GNT5,84002
11470,FAM220A,84792
11471,CNN2,1265
11472,PALM3,342979
11473,MIR4442,100616477
11474,LINC00160,54064
11475,THAP1,55145
11476,PPP1R37,284352
11477,MIRLET7F1,406888
11478,KLHL6-AS1,100874019
11479,CSF1R,1436
11480,GMPS,8833
11481,SCN5A,6331
11482,DHRS7,51635
11483,MIR7157,102465692
11484,AL162231.1,730098
11485,SLC6A10P,386757
11486,LINC01762,101929023
11487,ZNF266,10781
11488,PYROXD1,79912
11489,SNORA80C,109616959
11490,C3orf22,152065
11491,AP001961.1,101929353
11492,MIR3668,100500879
11493,SMDT1,91689
11494,MIR3621,100500811
11495,PCDHB8,56128
11496,EEPD1,80820
11497,RANBP17,64901
11498,TEAD3,7005
11499,COQ9,57017
11500,MIR6832,102466745
11501,PPIAL4C,653598
11502,ANAPC11,51529
11503,OR6V1,346517
11504,TSIX,9383
11505,GH2,2689
11506,CRYBG3,131544
11507,NDUFS3,4722
11508,TRIM10,10107
11509,POLR2L,5441
11510,CD28,940
11511,SYT9,143425
11512,MINDY4,84182
11513,FAM86EP,348926
11514,ELP4,26610
11515,ISOC2,79763
11516,TNNI3,7137
11517,FAM197Y4,100289188
11518,TPP2,7174
11519,CTNNB1,1499
11520,PLCD1,5333
11521,TMEM170A,124491
11522,ORC4,5000
11523,ZBED5-AS1,729013
11524,ZMYM3,9203
11525,CRYBG2,55057
11526,VARS1,7407
11527,GABARAPL2,11345
11528,FHOD1,29109
11529,POLR1C,9533
11530,RNF183,138065
11531,CDK2AP2,10263
11532,ACSM1,116285
11533,MIR888,100126306
11534,OCIAD1,54940
11535,ZNF691,51058
11536,CFAP73,387885
11537,MIR3927,100500898
11538,KIAA1328,57536
11539,UNC50,25972
11540,GIMD1,100507096
11541,ZNF217,7764
11542,CRAT,1384
11543,ELOB,6923
11544,SCUBE2,57758
11545,PEA15,8682
11546,CYP26C1,340665
11547,KIF5C,3800
11548,ABT1,29777
11549,TXNDC5,81567
11550,OR51S1,119692
11551,MIR4475,100616289
11552,CLEC18C,283971
11553,STPG1,90529
11554,RPUSD4,84881
11555,CAB39L,81617
11556,PLCB2,5330
11557,AGR3,155465
11558,ACTG1P17,283693
11559,MIR3689A,100500846
11560,SLC13A3,64849
11561,IZUMO2,126123
11562,RAB11FIP1,80223
11563,NPVF,64111
11564,AC069404.1,105374802
11565,MTMR1,8776
11566,RABGAP1L-DT,102724601
11567,FAM71D,161142
11568,TLCD4-RWDD3,100527978
11569,AL033397.1,101927136
11570,SRP14,6727
11571,KCNJ12,3768
11572,MIR205,406988
11573,DNAJC19,131118
11574,SEMA6C,10500
11575,RTTN,25914
11576,METAP2,10988
11577,BCL2A1,597
11578,FGFR1,2260
11579,STAG3L5P-PVRIG2P-PILRB,101752399
11580,SNCG,6623
11581,FANCL,55120
11582,CPT1B,1375
11583,CSRP2,1466
11584,PMEPA1,56937
11585,MIR3140,100422896
11586,FBXL15,79176
11587,FCRL6,343413
11588,DENND10,404636
11589,NPY4R,5540
11590,SCARNA10,692148
11591,MIR126,406913
11592,TAS2R43,259289
11593,IPO9-AS1,100873949
11594,SNORA16B,692157
11595,TUBB4B,10383
11596,MIR4315-2,100422961
11597,POFUT1,23509
11598,NPSR1,387129
11599,CST9L,128821
11600,LYST,1130
11601,AC126323.2,107984784
11602,CPQ,10404
11603,TRAPPC13,80006
11604,AMY1B,277
11605,LEMD1,93273
11606,DNAJC27-AS1,729723
11607,PHF20,51230
11608,SLC10A4,201780
11609,PFN1,5216
11610,GABARAPL1,23710
11611,UPK3BL1,100134938
11612,RNF223,401934
11613,CPEB2,132864
11614,ATF7IP,55729
11615,MIR4764,100616295
11616,COL12A1,1303
11617,IQCF4P,100506840
11618,BLOC1S4,55330
11619,ADGRF5,221395
11620,UGGT1,56886
11621,IGFL3,388555
11622,DDAH2,23564
11623,UBE2L6,9246
11624,TBXT,6862
11625,ADORA2B,136
11626,AL162391.2,101929116
11627,LINC00870,201617
11628,MAGED4,728239
11629,XKR4,114786
11630,KLF18,105378952
11631,FAM242B,105379478
11632,HHIPL2,79802
11633,SLC6A14,11254
11634,EXOSC8,11340
11635,YY2,404281
11636,DICER1,23405
11637,HLA-F,3134
11638,ADCK5,203054
11639,MIR6857,102465516
11640,RAMP3,10268
11641,TMED1,11018
11642,ZNF215,7762
11643,EFCAB6,64800
11644,RSPO3,84870
11645,ZMYND8,23613
11646,CARS2,79587
11647,KRTAP10-2,386679
11648,CSAG4,100130935
11649,RYBP,23429
11650,CXCL3,2921
11651,SDF2L1,23753
11652,SLC39A10,57181
11653,MIR7852,102465839
11654,NPIPB6,728741
11655,MIR3914-1,100500836
11656,ABHD10,55347
11657,KISS1,3814
11658,PHOX2B,8929
11659,GLYCAM1,644076
11660,SETDB1,9869
11661,TTYH2,94015
11662,SPRTN,83932
11663,PLB1,151056
11664,ZSCAN32,54925
11665,NAGS,162417
11666,SMR3A,26952
11667,CCDC85A,114800
11668,ACSF2,80221
11669,CLDN18,51208
11670,SYDE1,85360
11671,RIPPLY2,134701
11672,DPP8,54878
11673,HNRNPUL1,11100
11674,FLVCR1-DT,642946
11675,LINC02366,101928162
11676,OR8K3,219473
11677,AP001160.1,105369332
11678,SNORA80D,109616999
11679,UGT2B11,10720
11680,FBXL13,222235
11681,MIR4694,100616426
11682,OR4K17,390436
11683,INE1,8552
11684,IZUMO4,113177
11685,NPM3,10360
11686,CFHR5,81494
11687,MIR4448,100616127
11688,TLR6,10333
11689,SLC25A48-AS1,340074
11690,TCFL5,10732
11691,RPS6KA2-IT1,100874353
11692,PDE2A,5138
11693,DGKA,1606
11694,CNTNAP3B,728577
11695,CABP5,56344
11696,C10orf95,79946
11697,DESI1,27351
11698,PLPPR1,54886
11699,LRRK1,79705
11700,FHL1,2273
11701,CT45A9,102723680
11702,BMP8A,353500
11703,FOXH1,8928
11704,CCDC28A,25901
11705,MED13,9969
11706,OCIAD2,132299
11707,IFNA2,3440
11708,ERN2,10595
11709,MIR299,407023
11710,SERPINA6,866
11711,DDX18,8886
11712,WNK4,65266
11713,MAEA,10296
11714,RIOK3,8780
11715,EEF2,1938
11716,LINC01519,101929624
11717,HOXC13,3229
11718,DPP7,29952
11719,LINC01622,285768
11720,CLDN15,24146
11721,CRYAA,1409
11722,SF3B6,51639
11723,ACTB,60
11724,PTCHD4,442213
11725,RNU11,26824
11726,LRRC28,123355
11727,LINC02015,102724550
11728,CARD11,84433
11729,CCDC117,150275
11730,GRN,2896
11731,SNORD115-6,100033443
11732,ATAD2B,54454
11733,NEU1,4758
11734,PLA2G6,8398
11735,SNORD102,26771
11736,PRICKLE3,4007
11737,IPO9,55705
11738,SRRM5,100170229
11739,IARS1,3376
11740,MIR4766,100616283
11741,MIR3170,100422881
11742,LHX3,8022
11743,MT1E,4493
11744,NISCH,11188
11745,SRGAP2-AS1,100873165
11746,PTPN4,5775
11747,REPIN1,29803
11748,SSR3,6747
11749,TERB2,145645
11750,ZNF385C,201181
11751,CKMT2-AS1,100131067
11752,EIF4B,1975
11753,MYO15B,80022
11754,OR6B2,389090
11755,FAM71E1,112703
11756,TDGF1P3,6998
11757,PAPSS1,9061
11758,MIR1302-4,100302130
11759,GTF3C4,9329
11760,SFXN4,119559
11761,CARM1,10498
11762,NANP,140838
11763,MYL9,10398
11764,ARMC8,25852
11765,LINC01234,100506465
11766,HLX,3142
11767,HAO1,54363
11768,FAXDC2,10826
11769,VCX2,51480
11770,ID3,3399
11771,CASC16,643714
11772,C11orf71,54494
11773,CYLC2,1539
11774,ZNF625,90589
11775,OR5AK4P,219525
11776,MIR873,100126316
11777,FADD,8772
11778,EDN3,1908
11779,LINC00571,100874188
11780,HLA-G,3135
11781,TSPAN3,10099
11782,SLMAP,7871
11783,DUOXA1,90527
11784,MFSD6L,162387
11785,RCOR1,23186
11786,VIPR1,7433
11787,TSNAX,7257
11788,AHR,196
11789,NR1I3,9970
11790,AC106820.2,729652
11791,ASCL5,647219
11792,MIR4708,100616176
11793,CHERP,10523
11794,PTCD3,55037
11795,CECR2,27443
11796,MAPK12,6300
11797,BRMS1L,84312
11798,MIR5047,100616408
11799,GLO1,2739
11800,DCBLD1,285761
11801,MIR6511A4,102465684
11802,KIF1C,10749
11803,AKAP4,8852
11804,ACSBG1,23205
11805,AC004980.1,100133091
11806,MIR513A1,574509
11807,TMEM68,137695
11808,PSMD10,5716
11809,PLCE1,51196
11810,GAL3ST4,79690
11811,TAAR3P,9288
11812,GUCA1B,2979
11813,S100A2,6273
11814,CYFIP1,23191
11815,STEAP4,79689
11816,MIR548A1,693125
11817,ACTRT3,84517
11818,PSAPL1,768239
11819,KREMEN2,79412
11820,PPP5D1,100506012
11821,AC127526.2,101927708
11822,SERPING1,710
11823,TRPC6,7225
11824,CEBPE,1053
11825,LSM6,11157
11826,RNFT1-DT,101927755
11827,PNMA8B,57469
11828,KCNMB4,27345
11829,AC127496.7,100129503
11830,POLE2,5427
11831,KAAG1,353219
11832,MIR924HG,647946
11833,SLC6A12,6539
11834,ADAMTSL2,9719
11835,OR5D16,390144
11836,LINC02023,101928405
11837,MIR4721,100616256
11838,SINHCAF,58516
11839,VRTN,55237
11840,LTV1,84946
11841,HLA-DQB2,3120
11842,CORIN,10699
11843,CTH,1491
11844,VSX2,338917
11845,ZNF160,90338
11846,AOAH-IT1,100874264
11847,LINC01276,103106903
11848,GIPC3,126326
11849,MROH7,374977
11850,NHLRC4,283948
11851,OR4F16,81399
11852,MIR3935,100500891
11853,PCDHGB6,56100
11854,SNORD93,692210
11855,HAS3,3038
11856,PSMD12,5718
11857,MIR1297,100302187
11858,PRKG1,5592
11859,PRSS21,10942
11860,GALNS,2588
11861,RASSF6,166824
11862,EHD4,30844
11863,LINC02612,101929282
11864,LINC01790,101927431
11865,USP54,159195
11866,GNPDA2,132789
11867,LINC01926,105372147
11868,TMEM251,26175
11869,WDR86,349136
11870,CHMP1A,5119
11871,KCND2,3751
11872,KRTAP5-2,440021
11873,SALRNA3,104548972
11874,TNNC2,7125
11875,VMAC,400673
11876,C2orf80,389073
11877,SGCD,6444
11878,CCDC127,133957
11879,FAM162B,221303
11880,PTPRM,5797
11881,ZNF568,374900
11882,RASGRP4,115727
11883,RTL8B,441518
11884,SMARCD2,6603
11885,AC078785.1,107986114
11886,AC011444.1,100128568
11887,GAS1,2619
11888,GRM5,2915
11889,MIR1179,100302235
11890,AP006621.3,171391
11891,SMYD4,114826
11892,ATP8B3,148229
11893,LINC01144,400752
11894,TNIP3,79931
11895,KCNJ5,3762
11896,SOD1,6647
11897,MRPS31,10240
11898,PDXDC1,23042
11899,TNKS1BP1,85456
11900,KCTD14,65987
11901,GALK2,2585
11902,TMPRSS11D,9407
11903,NEK2,4751
11904,LINC02498,102723525
11905,GCN1,10985
11906,FGF22,27006
11907,NDUFA13,51079
11908,MIR4279,100422874
11909,ZBTB34,403341
11910,CASP1,834
11911,ACER2,340485
11912,CYP4V2,285440
11913,ABCC5,10057
11914,AL118506.1,112268269
11915,REXO1,57455
11916,RNA5S11,100169762
11917,MIR186,406962
11918,C6orf52,347744
11919,SMARCD3,6604
11920,TNNT2,7139
11921,ORMDL2,29095
11922,HEXD,284004
11923,ZKSCAN2,342357
11924,PRSS12,8492
11925,ACO1,48
11926,GPR142,350383
11927,LRRC9,341883
11928,FAM227A,646851
11929,IL1A,3552
11930,SHROOM1,134549
11931,MIR15A,406948
11932,OGN,4969
11933,CCDC88C,440193
11934,TUBA1C,84790
11935,AC099552.2,105375589
11936,MIR487A,619555
11937,C17orf58,284018
11938,EOMES,8320
11939,LINC02024,105374057
11940,UCHL5,51377
11941,VDAC1,7416
11942,PTPN7,5778
11943,CT83,203413
11944,BX546450.1,105377213
11945,MAP4,4134
11946,NUB1,51667
11947,AL606516.1,101928627
11948,ST8SIA4,7903
11949,RIPPLY1,92129
11950,ZNF514,84874
11951,MCU,90550
11952,GPR146,115330
11953,CAGE1,285782
11954,ZBTB46,140685
11955,POGZ,23126
11956,SLC12A1,6557
11957,MIRLET7A1,406881
11958,LRIG2-DT,100996251
11959,HHLA1,10086
11960,MIR7856,102465842
11961,MIR4436B2,100847033
11962,CBY3,646019
11963,CCDC121,79635
11964,SHMT1,6470
11965,KRI1,65095
11966,PCK1,5105
11967,ATF7IP2,80063
11968,PIGF,5281
11969,FUCA1,2517
11970,MIR199A1,406976
11971,CR769775.2,100132874
11972,LMAN2,10960
11973,FILIP1,27145
11974,GABRA5,2558
11975,ALG5,29880
11976,CERS3,204219
11977,CDC20,991
11978,SLC35B2,347734
11979,DNAJB3,414061
11980,MIR3688-2,100616303
11981,SLC35D2,11046
11982,UBQLN4,56893
11983,CCR6,1235
11984,MIR5587,100847028
11985,ZNF526,116115
11986,SUN1,23353
11987,MS4A7,58475
11988,RUBCN,9711
11989,CNOT9,9125
11990,KRT36,8689
11991,AC092902.2,105374312
11992,MIR6743,102465445
11993,TRIM51,84767
11994,MIR6772,102465463
11995,HYAL4,23553
11996,ZNF382,84911
11997,TGFA,7039
11998,IQCG,84223
11999,DIMT1,27292
12000,PCSK6,5046
12001,HECTD4,283450
12002,BTN3A1,11119
12003,CD69,969
12004,TADA1,117143
12005,SLC6A11,6538
12006,LINC01565,23434
12007,SMTNL1,219537
12008,JOSD2,126119
12009,DGKQ,1609
12010,FAM66E,100132103
12011,PAQR4,124222
12012,AC008074.2,101927402
12013,NBEAL2,23218
12014,ZNF793,390927
12015,GDF9,2661
12016,PPM1F,9647
12017,CIAO2B,51647
12018,FOXI3,344167
12019,ZNF548,147694
12020,VCPIP1,80124
12021,NR0B1,190
12022,IGHMBP2,3508
12023,CDRT15,146822
12024,SLC13A4,26266
12025,AL590491.1,107987066
12026,TDRD12,91646
12027,CBR4,84869
12028,LINC01613,106146149
12029,ABCA17P,650655
12030,ATF7,11016
12031,SNORA70F,100337591
12032,SMIM30,401397
12033,ITGB1,3688
12034,SMAD1-AS2,101927659
12035,ANAPC1,64682
12036,RAP2C,57826
12037,RPL23,9349
12038,BX255923.2,440896
12039,CCSER1,401145
12040,CACTIN,58509
12041,AC010186.1,105369728
12042,ZNF484,83744
12043,KAT14,57325
12044,SLC6A16,28968
12045,TSPY4,728395
12046,TMPRSS13,84000
12047,EHMT2,10919
12048,LINC01340,102546227
12049,UBB,7314
12050,OR52N5,390075
12051,MRPL42,28977
12052,EAF2,55840
12053,MIR548AW,100846992
12054,ARSH,347527
12055,KIAA1958,158405
12056,MIR545,664614
12057,LINC01503,100506119
12058,FAM20B,9917
12059,SPG7,6687
12060,CCT2,10576
12061,TAFA3,284467
12062,FADS2,9415
12063,GCHFR,2644
12064,PTPRN2,5799
12065,LINC02858,105371113
12066,ERP44,23071
12067,OMP,4975
12068,MIR548T,100422849
12069,FAM90A27P,646508
12070,PLCG1,5335
12071,DSCR4,10281
12072,AL441992.1,100506100
12073,LINC02549,101928280
12074,SYCE1,93426
12075,C6orf132,647024
12076,RSC1A1,6248
12077,C3orf86,102724231
12078,MIR6082,102466953
12079,SLC25A3,5250
12080,GPRIN3,285513
12081,HAUS5,23354
12082,TOMM22,56993
12083,MIR4699,100616133
12084,KRT15,3866
12085,JAK2,3717
12086,HMX2,3167
12087,CARD8-AS1,100505812
12088,C1RL,51279
12089,CA10,56934
12090,LINC00032,158035
12091,RWDD2A,112611
12092,EOGT,285203
12093,THSD8,10535
12094,GRSF1,2926
12095,SNX12,29934
12096,VEZT,55591
12097,GGT1,2678
12098,NBN,4683
12099,SMURF1,57154
12100,RELL1,768211
12101,NAT2,10
12102,ZG16B,124220
12103,AL031727.2,105378614
12104,GCAT,23464
12105,RFPL4A,342931
12106,PTGER1,5731
12107,PCDH7,5099
12108,USP15,9958
12109,ARF4,378
12110,TUSC7,285194
12111,ZNF467,168544
12112,LEFTY2,7044
12113,RNF123,63891
12114,ATP13A3,79572
12115,PPP1R2B,153743
12116,LINC00906,148145
12117,MFRP,83552
12118,RWDD1,51389
12119,DUT,1854
12120,AC006450.3,100505588
12121,PDP1,54704
12122,MIR6768,102465460
12123,CDRT15P3,408029
12124,ALDH3B2,222
12125,FBRSL1,57666
12126,MAP3K5-AS1,101928461
12127,CLDN10,9071
12128,DDX53,168400
12129,REG3G,130120
12130,SNORD113-9,767569
12131,DSCC1,79075
12132,PKDREJ,10343
12133,PGAP4,84302
12134,ADCYAP1R1,117
12135,AC131254.1,101929470
12136,TMOD2,29767
12137,MIR383,494332
12138,SP140,11262
12139,LINC01833,107985879
12140,MANSC1,54682
12141,S100Z,170591
12142,LINC02304,105370648
12143,PDXP,57026
12144,VAMP9P,105377307
12145,TRIM27,5987
12146,SH3PXD2A,9644
12147,RAB18,22931
12148,FASTKD3,79072
12149,MATK,4145
12150,UBBP4,23666
12151,ATG101,60673
12152,MIR8054,102465860
12153,MTFR1,9650
12154,KTN1,3895
12155,PRDM13,59336
12156,SNORD32A,26819
12157,AC007431.2,101927557
12158,DPYSL2,1808
12159,MT-ND1,4535
12160,FAM47E,100129583
12161,SLC13A5,284111
12162,FOXE1,2304
12163,TSEN54,283989
12164,CST3,1471
12165,MIR718,100313781
12166,CT45A5,441521
12167,TNP1,7141
12168,CD36,948
12169,GAS8,2622
12170,EIF3J,8669
12171,LINC02123,101929261
12172,TDP1,55775
12173,KRTAP4-8,728224
12174,EOLA1,91966
12175,CCDC12,151903
12176,CACNB1,782
12177,PEX11G,92960
12178,C2orf73,129852
12179,MIR610,693195
12180,CFAP91,89876
12181,NELFE,7936
12182,DERA,51071
12183,CYP2C8,1558
12184,POR,5447
12185,PRKCSH,5589
12186,ZNF138,7697
12187,IL1R1,3554
12188,IQCA1L,392843
12189,GADD45A,1647
12190,MIR8061,102466251
12191,BICDL2,146439
12192,TRMT5,57570
12193,AC099489.3,101927131
12194,MALAT1,378938
12195,LINC02339,101926951
12196,PCDH9,5101
12197,TGFB1I1,7041
12198,ITGA6-AS1,101929947
12199,SLC25A5,292
12200,CSPG4,1464
12201,OR52M1,119772
12202,PTCHD1,139411
12203,TMEM116,89894
12204,ZNF771,51333
12205,AC092295.2,728752
12206,CRMP1,1400
12207,GFRA2,2675
12208,GOLGA6L5P,642402
12209,AL355674.1,101927358
12210,CFL2,1073
12211,CCT6B,10693
12212,TDRP,157695
12213,INAVA,55765
12214,SDR42E1,93517
12215,LSP1,4046
12216,HPCA,3208
12217,CAPN6,827
12218,INS-IGF2,723961
12219,CAMK4,814
12220,CEACAM4,1089
12221,B4GALT3,8703
12222,PPP1R26,9858
12223,LINC02400,101927038
12224,TRMT112,51504
12225,TMEM145,284339
12226,NPHP3-AS1,348808
12227,PRKAR2A-AS1,100506637
12228,PCNX4,64430
12229,RDH14,57665
12230,RAPGEF3,10411
12231,FERD3L,222894
12232,LMNTD1,160492
12233,NOX3,50508
12234,SH2B2,10603
12235,SATL1,340562
12236,FAM170B,170370
12237,KAT6B,23522
12238,TMEM184C,55751
12239,ZBTB41,360023
12240,FAM181B,220382
12241,MIR4688,100616368
12242,OXTR,5021
12243,POLR2B,5431
12244,CFAP206,154313
12245,ABCB1,5243
12246,MIR6760,102465455
12247,FZD1,8321
12248,BTNL9,153579
12249,RBMX,27316
12250,NUP88,4927
12251,BHLHB9,80823
12252,ACTR1B,10120
12253,CD300E,342510
12254,MIR378D2,100616169
12255,RNF168,165918
12256,AC009779.2,105369779
12257,PIANP,196500
12258,KDM3A,55818
12259,TUBA3FP,113691
12260,UNCX,340260
12261,PAF1,54623
12262,SOX4,6659
12263,JMJD1C-AS1,84989
12264,HROB,78995
12265,VPS50,55610
12266,ONECUT2,9480
12267,CLEC18A,348174
12268,AC100797.4,401442
12269,FAM87A,157693
12270,MIR4679-2,100616192
12271,ALDH8A1,64577
12272,RSPH3,83861
12273,TRIB2,28951
12274,IL37,27178
12275,CHAF1B,8208
12276,KRTAP9-1,728318
12277,SLC7A11,23657
12278,RFWD3,55159
12279,SNORD115-46,100873857
12280,SERF1A,8293
12281,CCDC93,54520
12282,MYB,4602
12283,FAP,2191
12284,STK17A,9263
12285,USP17L7,392197
12286,LASTR,102723629
12287,MIR6774,102466732
12288,C1orf174,339448
12289,HLA-DOB,3112
12290,PYGB,5834
12291,MT1G,4495
12292,CEACAM1,634
12293,MZF1-AS1,100131691
12294,MPI,4351
12295,IRX2,153572
12296,OR4X2,119764
12297,OR14A16,284532
12298,PPM1M,132160
12299,RNF128,79589
12300,EPB41L1,2036
12301,MIR4267,100422994
12302,EGLN3,112399
12303,GATD1,347862
12304,NKX2-5,1482
12305,WEE2-AS1,285962
12306,ITIH4-AS1,100873993
12307,UBA7,7318
12308,MIR548I4,100302191
12309,IFIT2,3433
12310,PPP2R3A,5523
12311,SNRPA,6626
12312,CCND1,595
12313,RNF113B,140432
12314,MIR6895,102465539
12315,MIR6793,102466737
12316,ADPGK,83440
12317,RPL13AP5,728658
12318,ZNF717,100131827
12319,SHISA4,149345
12320,OR11H4,390442
12321,MIR485,574436
12322,ZNF181,339318
12323,CHAC2,494143
12324,SYBU,55638
12325,TXNDC15,79770
12326,HNRNPKP3,399881
12327,LINC01072,104355137
12328,SUSD6,9766
12329,MLXIPL,51085
12330,MIR7113,102465669
12331,EIF4E3,317649
12332,PRRC2A,7916
12333,MIR26A1,407015
12334,LINC01755,105378738
12335,CGB8,94115
12336,SYT12,91683
12337,AC018647.2,101930085
12338,TBC1D19,55296
12339,MIR4537,100616422
12340,ADM,133
12341,PDGFA,5154
12342,AL158070.1,105376199
12343,CIITA,4261
12344,CD8B2,927
12345,CCAR2,57805
12346,TBC1D17,79735
12347,XPNPEP2,7512
12348,ECM1,1893
12349,TRIML1,339976
12350,PCDHB14,56122
12351,SNORA38,677820
12352,KLRB1,3820
12353,MIR6805,102465483
12354,WDR74,54663
12355,ANKRD31,256006
12356,PSMD1,5707
12357,ARG1,383
12358,MS4A4A,51338
12359,RPP30,10556
12360,NSUN5,55695
12361,GSTM5,2949
12362,C7orf31,136895
12363,CNN1,1264
12364,PRKCD,5580
12365,SNORA35B,109617004
12366,ZNF708,7562
12367,LIN7C,55327
12368,MIR103B1,100302238
12369,ATF6,22926
12370,MBLAC2,153364
12371,TLR9,54106
12372,AC107959.2,286059
12373,ICAM2,3384
12374,INTS4,92105
12375,MIR5695,100847016
12376,ELOC,6921
12377,TNFSF8,944
12378,KLHL38,340359
12379,TES,26136
12380,MIR18B,574033
12381,CFAP44,55779
12382,LINC00301,283197
12383,AL008638.2,284898
12384,PPP1CC,5501
12385,ARL14EPL,644100
12386,GGNBP1,449520
12387,HSD11B2,3291
12388,CYB561A3,220002
12389,DIS3L2,129563
12390,DHFR,1719
12391,SNORD115-42,100033816
12392,LINC02881,100130539
12393,AIDA,64853
12394,MIR5701-3,103504741
12395,UBE3D,90025
12396,HAND2-AS1,79804
12397,SLC38A1,81539
12398,MIR129-1,406917
12399,MUC5AC,4586
12400,TUBA4B,80086
12401,ABCC4,10257
12402,RNU4-1,26835
12403,MBOAT2,129642
12404,SCML1,6322
12405,FGR,2268
12406,SHISA6,388336
12407,DGCR11,25786
12408,CRYM,1428
12409,MIEF1,54471
12410,OR56B1,387748
12411,PTGIS,5740
12412,LAMA2,3908
12413,ADH7,131
12414,CDK13,8621
12415,AL356215.1,100507144
12416,SPIB,6689
12417,ZNF713,349075
12418,MMP15,4324
12419,DEFB132,400830
12420,LHX4,89884
12421,EYA1,2138
12422,PPIL4,85313
12423,MAPK1,5594
12424,MGAT5,4249
12425,ARID5A,10865
12426,H3C15,333932
12427,TM4SF1,4071
12428,LINC01014,100874330
12429,APOBEC3B-AS1,100874530
12430,MIR6789,102466736
12431,DMAP1,55929
12432,LIMS1-AS1,106182118
12433,CLDN3,1365
12434,MIR4663,100616260
12435,ELP2,55250
12436,ATP7A,538
12437,SOX10,6663
12438,XIAP,331
12439,MYOT,9499
12440,SNORD114-12,767590
12441,CAMSAP2,23271
12442,MYLK-AS1,100506826
12443,RASSF1-AS1,102060282
12444,ZNF12,7559
12445,GRAMD2B,65983
12446,NAB1,4664
12447,MIR5186,100847036
12448,OR52E6,390078
12449,MIR548AX,100847063
12450,ARHGEF40,55701
12451,USP34,9736
12452,LINC02516,101927087
