,gene_symbol,ensembl_id
19781,AC002542.1,ENSG00000227532
19782,EEF1A1P36,ENSG00000223912
19783,CNNM3,ENSG00000168763
19784,AC051619.1,ENSG00000235390
19785,NOTCH2P1,ENSG00000226446
19786,TPTE2P5,ENSG00000168852
19787,AL049634.2,ENSG00000260861
19788,RCN1,ENSG00000049449
19789,AL683807.1,ENSG00000223511
19790,AP005120.1,ENSG00000263952
19791,AP001029.1,ENSG00000267108
19792,AC005332.2,ENSG00000267731
19793,AC092954.2,ENSG00000273177
19794,FAM236C,ENSG00000283594
19795,LINC01786,ENSG00000230415
19796,CDCA8,ENSG00000134690
19797,SLC1A5,ENSG00000105281
19798,RAD1P1,ENSG00000234569
19799,RN7SL422P,ENSG00000274852
19800,ABHD17AP3,ENSG00000250536
19801,NDUFA13,ENSG00000186010
19802,TCAF1,ENSG00000198420
19803,AC025030.1,ENSG00000257864
19804,TMEM175,ENSG00000127419
19805,AL136441.1,ENSG00000285572
19806,LINC01688,ENSG00000227181
19807,ORMDL3,ENSG00000172057
19808,SAC3D1,ENSG00000168061
19809,DEFA5,ENSG00000164816
19810,SPRR1B,ENSG00000169469
19811,AC006041.2,ENSG00000286376
19812,HNRNPA1P61,ENSG00000187999
19813,RN7SKP80,ENSG00000202058
19814,AP003501.2,ENSG00000254943
19815,HEPHL1,ENSG00000181333
19816,RFPL3,ENSG00000128276
19817,TLR3,ENSG00000164342
19818,AC087393.1,ENSG00000263729
19819,GYS2,ENSG00000111713
19820,U52112.1,ENSG00000284987
19821,RPL35AP27,ENSG00000244743
19822,AC145676.1,ENSG00000249852
19823,GPR137C,ENSG00000180998
19824,AC006967.3,ENSG00000269446
19825,AL136131.3,ENSG00000272114
19826,AP002505.3,ENSG00000286926
19827,KCNIP2-AS1,ENSG00000226009
19828,RFX3-AS1,ENSG00000232104
19829,ZNF615,ENSG00000197619
19830,AL391415.1,ENSG00000236355
19831,TMCO6,ENSG00000113119
19832,IKZF4,ENSG00000123411
19833,AL357833.1,ENSG00000236892
19834,AC022898.1,ENSG00000259591
19835,AC093423.1,ENSG00000226394
19836,AC092115.2,ENSG00000261602
19837,OTUD7B,ENSG00000264522
19838,DSTYK,ENSG00000133059
19839,AC015813.2,ENSG00000266086
19840,AC109460.2,ENSG00000260853
19841,UBE2SP2,ENSG00000224126
19842,LINC02662,ENSG00000231326
19843,AC127024.1,ENSG00000242439
19844,AC020659.2,ENSG00000250379
19845,AC011700.1,ENSG00000274895
19846,ARHGAP11A,ENSG00000198826
19847,LINC01198,ENSG00000231817
19848,AC026401.1,ENSG00000257769
19849,AC027688.1,ENSG00000260605
19850,GMFB,ENSG00000197045
19851,RPL32P28,ENSG00000232105
19852,RPL14,ENSG00000188846
19853,EQTN,ENSG00000120160
19854,RAC3,ENSG00000169750
19855,AL031658.2,ENSG00000278012
19856,AC133561.4,ENSG00000283065
19857,AC026464.3,ENSG00000260371
19858,BX323046.2,ENSG00000287601
19859,AC099684.1,ENSG00000228133
19860,AC132938.5,ENSG00000279744
19861,POU5F1B,ENSG00000212993
19862,SLC5A6,ENSG00000138074
19863,AC011369.1,ENSG00000253925
19864,AC013553.1,ENSG00000259258
19865,MUC16,ENSG00000181143
19866,AL022100.1,ENSG00000227722
19867,AC068790.5,ENSG00000270061
19868,AC134878.1,ENSG00000274231
19869,FOXF2,ENSG00000137273
19870,LINC00678,ENSG00000254934
19871,NLRP3P1,ENSG00000277883
19872,PPP6R2,ENSG00000100239
19873,MRPL3,ENSG00000114686
19874,IFNA11P,ENSG00000231195
19875,OFCC1,ENSG00000181355
19876,AL355864.2,ENSG00000239670
19877,AC100770.1,ENSG00000255454
19878,AP003390.1,ENSG00000254854
19879,AC020917.4,ENSG00000280332
19880,SAP30L,ENSG00000164576
19881,AL954705.1,ENSG00000231181
19882,AL390791.1,ENSG00000286414
19883,LINC01476,ENSG00000265313
19884,IGKV1OR9-1,ENSG00000204780
19885,AC096754.1,ENSG00000249351
19886,ATP6V0E1P2,ENSG00000223513
19887,AL445604.1,ENSG00000285742
19888,FUNDC2,ENSG00000165775
19889,AKR1B1P4,ENSG00000237876
19890,AP000844.1,ENSG00000224700
19891,AC092035.1,ENSG00000227224
19892,MST1R,ENSG00000164078
19893,AL035427.1,ENSG00000270050
19894,FRG2B,ENSG00000225899
19895,AL512306.2,ENSG00000240219
19896,AC069540.1,ENSG00000223565
19897,AC005674.1,ENSG00000261490
19898,WWC2-AS2,ENSG00000251359
19899,PINK1,ENSG00000158828
19900,DIS3,ENSG00000083520
19901,LINC02639,ENSG00000230573
19902,AL449983.1,ENSG00000231756
19903,AC011511.4,ENSG00000267303
19904,DEFB109C,ENSG00000205989
19905,U62317.1,ENSG00000272821
19906,AC023050.3,ENSG00000256372
19907,OR8A3P,ENSG00000255315
19908,AP003718.1,ENSG00000255506
19909,AC016746.1,ENSG00000257045
19910,GARS1,ENSG00000106105
19911,DAG1,ENSG00000173402
19912,LINC02572,ENSG00000229536
19913,NFU1P1,ENSG00000230757
19914,EIF3KP3,ENSG00000250442
19915,AL359742.1,ENSG00000275406
19916,ADPGK-AS1,ENSG00000260898
19917,FRMPD3-AS1,ENSG00000227610
19918,AL161731.1,ENSG00000286428
19919,PPIAP43,ENSG00000255059
19920,AC091607.2,ENSG00000287916
19921,CCNYL3,ENSG00000216671
19922,AC026826.3,ENSG00000260674
19923,PARP10,ENSG00000178685
19924,RPS26P54,ENSG00000224161
19925,PRYP4,ENSG00000172283
19926,FAM185BP,ENSG00000214439
19927,SAMD12-AS1,ENSG00000281641
19928,PRELID1P3,ENSG00000235816
19929,AC009704.1,ENSG00000264340
19930,MXRA8,ENSG00000162576
19931,FBN1,ENSG00000166147
19932,ADGRA3,ENSG00000152990
19933,LINC00967,ENSG00000253138
19934,POGK,ENSG00000143157
19935,WWP1,ENSG00000123124
19936,TPH1,ENSG00000129167
19937,GUSBP2,ENSG00000241549
19938,ZNF57,ENSG00000171970
19939,RPS6P14,ENSG00000225482
19940,ARHGEF16,ENSG00000130762
19941,ALKAL2,ENSG00000189292
19942,AC079602.3,ENSG00000279001
19943,AC132938.4,ENSG00000278964
19944,KRT19P6,ENSG00000249891
19945,LINC02062,ENSG00000248489
19946,AC026333.4,ENSG00000274191
19947,AC073062.1,ENSG00000229370
19948,GAPDHP19,ENSG00000234529
19949,DEFB109A,ENSG00000242296
19950,AL035415.1,ENSG00000232245
19951,CDH13,ENSG00000140945
19952,VCL,ENSG00000035403
19953,KCNAB1-AS2,ENSG00000240596
19954,CYP1A2,ENSG00000140505
19955,MTCO2P34,ENSG00000232198
19956,AL161798.1,ENSG00000271385
19957,LINC01668,ENSG00000283051
19958,WBP1LP2,ENSG00000250474
19959,,ENSG00000275680
19960,UBE2L3,ENSG00000185651
19961,AL031736.1,ENSG00000227777
19962,AC127540.2,ENSG00000286743
19963,SUMO2P12,ENSG00000218893
19964,AC090376.1,ENSG00000267101
19965,AC093367.1,ENSG00000254131
19966,RAB4B-EGLN2,ENSG00000171570
19967,SIGLEC27P,ENSG00000269580
19968,AC112249.1,ENSG00000249278
19969,QPCT,ENSG00000115828
19970,PDLIM1P3,ENSG00000264172
19971,RAG1,ENSG00000166349
19972,RN7SL832P,ENSG00000243819
19973,AL158801.2,ENSG00000258413
19974,SEC22B3P,ENSG00000275140
19975,AC011193.1,ENSG00000225582
19976,AC009248.2,ENSG00000278351
19977,ITSN2,ENSG00000198399
19978,RPL5P1,ENSG00000241061
19979,TM4SF19,ENSG00000145107
19980,OR7E23P,ENSG00000228433
19981,SNRPD2P2,ENSG00000223982
19982,SCNN1A,ENSG00000111319
19983,NDUFA5P12,ENSG00000248531
19984,SLC10A4,ENSG00000145248
19985,RPSAP61,ENSG00000214016
19986,RN7SKP230,ENSG00000202512
19987,PASK,ENSG00000115687
19988,LINC00670,ENSG00000179136
19989,AC108449.1,ENSG00000254129
19990,AC020558.1,ENSG00000264666
19991,MIRLET7BHG,ENSG00000197182
19992,RPS17P17,ENSG00000225758
19993,DEFA4,ENSG00000164821
19994,ABHD5,ENSG00000011198
19995,AC092106.1,ENSG00000273595
19996,RPL5P5,ENSG00000213051
19997,AC139718.2,ENSG00000250855
19998,SNAPC3,ENSG00000164975
19999,FAM183A,ENSG00000186973
20000,AL109659.1,ENSG00000223720
20001,RSPH14,ENSG00000100218
20002,RPL30P5,ENSG00000239525
20003,AC026624.1,ENSG00000285974
20004,U47924.3,ENSG00000275703
20005,HAPLN1,ENSG00000145681
20006,TKTL2,ENSG00000151005
20007,AC093702.1,ENSG00000231156
20008,MEIS3,ENSG00000105419
20009,AC253576.1,ENSG00000250238
20010,KLF15,ENSG00000163884
20011,BAHD1,ENSG00000140320
20012,LINC02461,ENSG00000258331
20013,AC006449.6,ENSG00000277969
20014,IGHV7-81,ENSG00000211979
20015,AC136428.2,ENSG00000260308
20016,SGCB,ENSG00000163069
20017,SCAF8,ENSG00000213079
20018,DNAJB6P7,ENSG00000243508
20019,IGDCC4,ENSG00000103742
20020,AC136616.2,ENSG00000277761
20021,AC133551.1,ENSG00000274175
20022,EFHD1,ENSG00000115468
20023,AP003066.2,ENSG00000255376
20024,OVOL1-AS1,ENSG00000255120
20025,SLC13A4,ENSG00000164707
20026,AC016027.1,ENSG00000225335
20027,KRT31,ENSG00000094796
20028,NEU2,ENSG00000115488
20029,AC005921.3,ENSG00000278963
20030,ZNF644,ENSG00000122482
20031,FAM83C,ENSG00000125998
20032,AL078645.2,ENSG00000232036
20033,MNS1,ENSG00000138587
20034,AL450226.2,ENSG00000280242
20035,AC083829.1,ENSG00000249755
20036,NASPP1,ENSG00000255397
20037,SNORA60,ENSG00000199266
20038,AC104532.1,ENSG00000267314
20039,ZNF300,ENSG00000145908
20040,OR52N1,ENSG00000181001
20041,OR2AM1P,ENSG00000236110
20042,RGS9BP,ENSG00000186326
20043,METTL9,ENSG00000197006
20044,AC074344.1,ENSG00000248552
20045,AC244093.1,ENSG00000274308
20046,KLHL30,ENSG00000168427
20047,TNIK,ENSG00000154310
20048,CPNE4,ENSG00000196353
20049,DPRX,ENSG00000204595
20050,FCRL1,ENSG00000163534
20051,IGLV4-69,ENSG00000211637
20052,SERPINH1P1,ENSG00000229207
20053,AC093382.1,ENSG00000226276
20054,AL161910.1,ENSG00000285907
20055,FOXA1,ENSG00000129514
20056,RNA5SP35,ENSG00000212559
20057,AC091982.2,ENSG00000270978
20058,ARL6IP4,ENSG00000182196
20059,NXNL1,ENSG00000171773
20060,NTF6A,ENSG00000267019
20061,AC008786.1,ENSG00000286853
20062,AC010904.1,ENSG00000213774
20063,MARCHF1,ENSG00000145416
20064,AC016993.1,ENSG00000258178
20065,COL11A1,ENSG00000060718
20066,AC016683.1,ENSG00000234174
20067,AC034236.3,ENSG00000272265
20068,LINC00500,ENSG00000249381
20069,PAK5,ENSG00000101349
20070,MANSC1,ENSG00000111261
20071,AC018653.3,ENSG00000256967
20072,IGHV3-50,ENSG00000253241
20073,AC067863.2,ENSG00000279421
20074,WASH2P,ENSG00000146556
20075,YTHDF2P1,ENSG00000270503
20076,GOLGA6L11P,ENSG00000223698
20077,FGF9,ENSG00000102678
20078,RNU1-20P,ENSG00000200184
20079,OR2L1P,ENSG00000224227
20080,SAPCD2P4,ENSG00000234312
20081,AC090607.2,ENSG00000259562
20082,AL353811.1,ENSG00000269957
20083,CDK13,ENSG00000065883
20084,AC007750.1,ENSG00000236841
20085,TBC1D3P1,ENSG00000238283
20086,CCDC34,ENSG00000109881
20087,DMRTB1,ENSG00000143006
20088,MT1P3,ENSG00000229230
20089,RIPK1,ENSG00000137275
20090,FGF8,ENSG00000107831
20091,CCHCR1,ENSG00000204536
20092,GSTO2,ENSG00000065621
20093,MTCO3P40,ENSG00000228046
20094,COX20P2,ENSG00000235013
20095,LINC01440,ENSG00000235166
20096,AL162274.1,ENSG00000273521
20097,AC074237.1,ENSG00000265980
20098,RGS20,ENSG00000147509
20099,MIR7-3HG,ENSG00000176840
20100,,ENSG00000253027
20101,AC139887.3,ENSG00000260262
20102,SINHCAF,ENSG00000139146
20103,RPRD1B,ENSG00000101413
20104,LINC01592,ENSG00000253658
20105,AC008708.2,ENSG00000254187
20106,MIR4307HG,ENSG00000257612
20107,KRT18P19,ENSG00000213601
20108,FTH1P14,ENSG00000185638
20109,AC027808.2,ENSG00000259649
20110,AL450468.2,ENSG00000261055
20111,EEF1DP6,ENSG00000229280
20112,CST7,ENSG00000077984
20113,PPP2CB,ENSG00000104695
20114,AC026120.1,ENSG00000278399
20115,AL355810.1,ENSG00000275248
20116,OR52V1P,ENSG00000249633
20117,RN7SL555P,ENSG00000263905
20118,GCSIR,ENSG00000232520
20119,AC009152.3,ENSG00000285850
20120,MEF2A,ENSG00000068305
20121,ZC3H13,ENSG00000123200
20122,DAZ4,ENSG00000205916
20123,,ENSG00000277592
20124,AC087482.1,ENSG00000259347
20125,AC011483.1,ENSG00000267879
20126,AL023973.1,ENSG00000279642
20127,LINC02507,ENSG00000251688
20128,SPDYE11,ENSG00000286228
20129,RTF1,ENSG00000137815
20130,AC010733.1,ENSG00000267520
20131,PPP1CA,ENSG00000172531
20132,RN7SL659P,ENSG00000244104
20133,AC096773.1,ENSG00000250945
20134,GOLGA8VP,ENSG00000259236
20135,SPOCK2,ENSG00000107742
20136,RPL7P5,ENSG00000241562
20137,AQP8,ENSG00000103375
20138,CSPG4P13,ENSG00000260139
20139,MFSD6L,ENSG00000185156
20140,RNF113B,ENSG00000139797
20141,RNU4-92P,ENSG00000200653
20142,AL121845.3,ENSG00000273154
20143,AC004224.2,ENSG00000263212
20144,IGKV2-28,ENSG00000244116
20145,AL589843.2,ENSG00000233820
20146,AC073593.2,ENSG00000287242
20147,HNRNPA1P15,ENSG00000214761
20148,TERF1,ENSG00000147601
20149,AC026462.3,ENSG00000260963
20150,SRXN1,ENSG00000271303
20151,MTND6P19,ENSG00000254384
20152,LINC02705,ENSG00000254952
20153,AC010760.1,ENSG00000260739
20154,AC093515.1,ENSG00000260289
20155,FAM160B1,ENSG00000151553
20156,RPSAP37,ENSG00000241888
20157,AP006216.1,ENSG00000226645
20158,KRT222,ENSG00000213424
20159,TIGIT,ENSG00000181847
20160,IFTAP,ENSG00000166352
20161,AC114316.1,ENSG00000250049
20162,UTRN,ENSG00000152818
20163,BX640514.2,ENSG00000273812
20164,TREML4,ENSG00000188056
20165,ATP5MC2P2,ENSG00000258401
20166,ADAM12,ENSG00000148848
20167,RPS23P3,ENSG00000244099
20168,AC006116.1,ENSG00000266907
20169,RN7SKP162,ENSG00000200475
20170,AC093325.1,ENSG00000250622
20171,KCTD2,ENSG00000180901
20172,SERPINE3,ENSG00000253309
20173,LRP2,ENSG00000081479
20174,KIF22,ENSG00000079616
20175,CYCTP,ENSG00000249909
20176,RN7SL815P,ENSG00000243359
20177,TTC23,ENSG00000103852
20178,G2E3,ENSG00000092140
20179,OR7A18P,ENSG00000269678
20180,AC010173.1,ENSG00000258101
20181,RPS29P12,ENSG00000243664
20182,RN7SL652P,ENSG00000265559
20183,TOP2A,ENSG00000131747
20184,KRT8P48,ENSG00000248568
20185,AC087854.1,ENSG00000251034
20186,NPM1P50,ENSG00000213333
20187,LINC01742,ENSG00000275852
20188,USP9YP3,ENSG00000237023
20189,KRT18P27,ENSG00000224419
20190,AL034417.1,ENSG00000232848
20191,LINC00687,ENSG00000228422
20192,AL355355.1,ENSG00000228330
20193,AP005233.2,ENSG00000260877
20194,AC007342.1,ENSG00000259926
20195,LINC02091,ENSG00000273172
20196,STRIP1,ENSG00000143093
20197,RPS24P6,ENSG00000233158
20198,RPS12P5,ENSG00000226216
20199,LINC01675,ENSG00000234142
20200,NONOP2,ENSG00000237522
20201,AC087749.2,ENSG00000264829
20202,SOCS7,ENSG00000274211
20203,PLD4,ENSG00000166428
20204,PSMD13,ENSG00000185627
20205,RPL37P13,ENSG00000233702
20206,AL358781.1,ENSG00000176868
20207,LINC01436,ENSG00000231106
20208,AC090181.2,ENSG00000269951
20209,AC006538.1,ENSG00000261342
20210,AC048338.2,ENSG00000284934
20211,HSP90AB3P,ENSG00000183199
20212,RN7SL131P,ENSG00000264592
20213,IL17RA,ENSG00000177663
20214,FKBP14-AS1,ENSG00000227014
20215,RPS25P9,ENSG00000232142
20216,AC110760.2,ENSG00000250315
20217,HMGB3P16,ENSG00000248430
20218,KRT18P20,ENSG00000257758
20219,AP004782.1,ENSG00000279711
20220,TRPC6P,ENSG00000223484
20221,C1QTNF7-AS1,ENSG00000249252
20222,JPH2,ENSG00000149596
20223,BHLHA15,ENSG00000180535
20224,AC104350.1,ENSG00000253523
20225,,ENSG00000278838
20226,TLCD4,ENSG00000152078
20227,RN7SL566P,ENSG00000241983
20228,MUSTN1,ENSG00000272573
20229,AC008550.1,ENSG00000234259
20230,AC009163.6,ENSG00000273971
20231,TOR3A,ENSG00000186283
20232,AC020978.3,ENSG00000260891
20233,HS3ST4,ENSG00000182601
20234,CCDC68,ENSG00000166510
20235,HERC2P5,ENSG00000260644
20236,AC015978.2,ENSG00000283076
20237,AL136146.2,ENSG00000255256
20238,ZNF362,ENSG00000160094
20239,RN7SL842P,ENSG00000243066
20240,,ENSG00000215403
20241,UBXN2A,ENSG00000173960
20242,AC090398.1,ENSG00000260569
20243,NKX3-2,ENSG00000109705
20244,TENM4,ENSG00000149256
20245,OR2B11,ENSG00000177535
20246,RPS15AP30,ENSG00000227560
20247,PSEN2,ENSG00000143801
20248,SLC30A6,ENSG00000152683
20249,GAPDHP25,ENSG00000213594
20250,CAPZA1P4,ENSG00000233263
20251,OR52U1P,ENSG00000232381
20252,,ENSG00000202379
20253,AC009055.1,ENSG00000260364
20254,CYP4F23P,ENSG00000269516
20255,ADGRA1,ENSG00000197177
20256,OR4F7P,ENSG00000217874
20257,AL133445.3,ENSG00000287310
20258,RETREG1,ENSG00000154153
20259,AL512598.1,ENSG00000273107
20260,GLULP5,ENSG00000257915
20261,AP002748.3,ENSG00000254596
20262,AL160313.1,ENSG00000247970
20263,AC068946.2,ENSG00000284820
20264,GMIP,ENSG00000089639
20265,SORD2P,ENSG00000259479
20266,KRT18P26,ENSG00000229798
20267,IL4I1,ENSG00000104951
20268,GK,ENSG00000198814
20269,AC026150.3,ENSG00000270016
20270,AC007923.1,ENSG00000263567
20271,RFC1,ENSG00000035928
20272,AOC3,ENSG00000131471
20273,GRAMD4P4,ENSG00000274369
20274,EPDR1,ENSG00000086289
20275,SREBF1,ENSG00000072310
20276,ABLIM2,ENSG00000163995
20277,HLA-DPB2,ENSG00000224557
20278,AC009088.2,ENSG00000260304
20279,DFFBP1,ENSG00000232303
20280,RPL7AP53,ENSG00000235962
20281,ZBTB8B,ENSG00000273274
20282,LMF1,ENSG00000103227
20283,HHLA2,ENSG00000114455
20284,GPS2,ENSG00000132522
20285,TMEM177,ENSG00000144120
20286,FCF1P7,ENSG00000224727
20287,MTCO3P4,ENSG00000228851
20288,OR4A17P,ENSG00000255196
20289,ALG1L3P,ENSG00000251087
20290,MLC1,ENSG00000100427
20291,THAP8,ENSG00000161277
20292,SCN1A-AS1,ENSG00000236107
20293,AC008993.2,ENSG00000282798
20294,TCIRG1,ENSG00000110719
20295,CEPT1,ENSG00000134255
20296,PPM1K-DT,ENSG00000246375
20297,C8orf44,ENSG00000288596
20298,APLP2,ENSG00000084234
20299,NOC2L,ENSG00000188976
20300,VPREB3,ENSG00000128218
20301,U2AF1,ENSG00000160201
20302,CPN2,ENSG00000178772
20303,LINC00858,ENSG00000229404
20304,RPL18AP15,ENSG00000236189
20305,CLDND2,ENSG00000160318
20306,LINC01378,ENSG00000236922
20307,CLYBL,ENSG00000125246
20308,AC113208.4,ENSG00000261779
20309,RN7SL585P,ENSG00000274168
20310,SMIM11A,ENSG00000205670
20311,SPECC1L-ADORA2A,ENSG00000258555
20312,RSKR,ENSG00000167524
20313,LINC02005,ENSG00000242741
20314,AC026167.1,ENSG00000226022
20315,OR11H13P,ENSG00000196143
20316,CHMP4BP1,ENSG00000258469
20317,SLC25A45,ENSG00000162241
20318,TRBV6-8,ENSG00000253534
20319,TRMT112P4,ENSG00000236763
20320,LINC02254,ENSG00000259664
20321,NME2P1,ENSG00000123009
20322,LINC02369,ENSG00000256551
20323,MRPS22P1,ENSG00000271056
20324,AC136285.1,ENSG00000261095
20325,AC009127.1,ENSG00000261765
20326,AC027237.3,ENSG00000259426
20327,FTLP13,ENSG00000263725
20328,AC090707.2,ENSG00000286382
20329,PCDHB18P,ENSG00000146001
20330,ST8SIA5,ENSG00000101638
20331,IFNA10,ENSG00000186803
20332,CFAP100,ENSG00000163885
20333,AL031259.1,ENSG00000287411
20334,PTPRT-AS1,ENSG00000227599
20335,AP004607.3,ENSG00000254818
20336,TMEM9B-AS1,ENSG00000254860
20337,SULT1E1,ENSG00000109193
20338,AL080276.2,ENSG00000227627
20339,AC023590.1,ENSG00000225885
20340,NT5CP2,ENSG00000258408
20341,AL513008.1,ENSG00000223946
20342,AL606923.2,ENSG00000288088
20343,ECM1P2,ENSG00000249995
20344,SP5,ENSG00000204335
20345,HYAL6P,ENSG00000228211
20346,TMEM256,ENSG00000205544
20347,AL359513.1,ENSG00000278238
20348,BUB1,ENSG00000169679
20349,AGPAT1,ENSG00000204310
20350,SLC25A39,ENSG00000013306
20351,NCAPH2,ENSG00000025770
20352,TANK,ENSG00000136560
20353,AL512637.1,ENSG00000215796
20354,RAB20,ENSG00000139832
20355,MICB,ENSG00000204516
20356,GLI3,ENSG00000106571
20357,LINC00388,ENSG00000229788
20358,NEFLP1,ENSG00000232634
20359,HPN-AS1,ENSG00000227392
20360,RNU1-133P,ENSG00000201737
20361,NOMO2,ENSG00000185164
20362,GDF7,ENSG00000143869
20363,AC091214.1,ENSG00000286043
20364,CBY1P1,ENSG00000236832
20365,AC021979.1,ENSG00000258594
20366,AL358113.1,ENSG00000285130
20367,NADSYN1,ENSG00000172890
20368,BIRC5,ENSG00000089685
20369,,ENSG00000275616
20370,SNTB1,ENSG00000172164
20371,AC111000.2,ENSG00000248763
20372,RPL34P27,ENSG00000232858
20373,AC136944.1,ENSG00000260626
20374,AP001357.1,ENSG00000267032
20375,AC099753.1,ENSG00000282987
20376,IGLV3-7,ENSG00000254077
20377,TTC3-AS1,ENSG00000228677
20378,AC006450.1,ENSG00000231227
20379,AL121658.1,ENSG00000272716
20380,AC079741.1,ENSG00000180019
20381,RPL36AP36,ENSG00000237540
20382,LINC02660,ENSG00000226005
20383,AC012321.1,ENSG00000260772
20384,AC073964.1,ENSG00000259204
20385,AC011446.2,ENSG00000267598
20386,LINC02017,ENSG00000243572
20387,CD160,ENSG00000117281
20388,AC104777.1,ENSG00000232359
20389,CFAP20DC,ENSG00000163689
20390,AC069437.1,ENSG00000257458
20391,AC078776.1,ENSG00000257932
20392,AC099494.1,ENSG00000279410
20393,RHOXF1-AS1,ENSG00000258545
20394,YWHAQP1,ENSG00000258934
20395,AL022318.5,ENSG00000288106
20396,,ENSG00000206987
20397,BROX,ENSG00000162819
20398,AC105094.2,ENSG00000267175
20399,AC098484.3,ENSG00000283580
20400,APH1A,ENSG00000117362
20401,CPLX4,ENSG00000166569
20402,MED28P6,ENSG00000259183
20403,SHLD2P2,ENSG00000259096
20404,C1orf220,ENSG00000213057
20405,TOMM5,ENSG00000175768
20406,OR52E8,ENSG00000183269
20407,KIAA1143P1,ENSG00000259086
20408,H2BC11,ENSG00000124635
20409,GTF2F1,ENSG00000125651
20410,RPL7P49,ENSG00000242931
20411,AC026704.1,ENSG00000251307
20412,VWC2,ENSG00000188730
20413,AP003035.1,ENSG00000254897
20414,AC023538.1,ENSG00000255437
20415,IL19,ENSG00000142224
20416,AP001476.1,ENSG00000224413
20417,AC010998.2,ENSG00000271670
20418,PLXNA2,ENSG00000076356
20419,RBM7,ENSG00000076053
20420,TXLNG,ENSG00000086712
20421,CYCSP20,ENSG00000240416
20422,AC108477.2,ENSG00000287349
20423,AC009134.1,ENSG00000262116
20424,MT2A,ENSG00000125148
20425,SF3A3,ENSG00000183431
20426,AC005412.1,ENSG00000264050
20427,MUCL3,ENSG00000168631
20428,PKD1P4,ENSG00000205746
20429,AC009153.1,ENSG00000240861
20430,AC108210.1,ENSG00000249771
20431,MTND6P25,ENSG00000255316
20432,RPS27P1,ENSG00000223876
20433,AC108022.1,ENSG00000239532
20434,AC000072.1,ENSG00000286367
20435,MTCYBP44,ENSG00000248282
20436,INMT,ENSG00000241644
20437,AC008878.1,ENSG00000267952
20438,RPL37,ENSG00000145592
20439,AC126283.2,ENSG00000285330
20440,UGT3A2,ENSG00000168671
20441,CAPSL,ENSG00000152611
20442,RN7SKP35,ENSG00000253019
20443,AL139327.1,ENSG00000121388
20444,AC118282.1,ENSG00000237961
20445,AC002398.1,ENSG00000267049
20446,IGHV4-61,ENSG00000211970
20447,RNU4-57P,ENSG00000251789
20448,SRP54-AS1,ENSG00000258704
20449,IFI35,ENSG00000068079
20450,UPK3BL2,ENSG00000284981
20451,DUXAP5,ENSG00000255377
20452,SATB1,ENSG00000182568
20453,CCDC86,ENSG00000110104
20454,LINC02858,ENSG00000285869
20455,AL512310.4,ENSG00000257493
20456,ESF1,ENSG00000089048
20457,AL162171.2,ENSG00000258983
20458,ARL2BPP4,ENSG00000249312
20459,AC025445.1,ENSG00000248185
20460,AC010615.2,ENSG00000268119
20461,ANOS1,ENSG00000011201
20462,ODF3B,ENSG00000177989
20463,AC104333.4,ENSG00000282718
20464,GAPDHP45,ENSG00000228312
20465,AC021231.2,ENSG00000259397
20466,AC138356.3,ENSG00000253181
20467,LINC01676,ENSG00000230768
20468,DDX11L10,ENSG00000233614
20469,PAFAH1B1,ENSG00000007168
20470,HNRNPDLP2,ENSG00000234890
20471,AL118505.1,ENSG00000278192
20472,AL161717.1,ENSG00000287018
20473,OR2AH1P,ENSG00000232511
20474,CTAGE6,ENSG00000271321
20475,AC103810.7,ENSG00000272220
20476,CAMTA1-AS1,ENSG00000225126
20477,AL512310.11,ENSG00000273639
20478,AC141586.1,ENSG00000215154
20479,RAVER2,ENSG00000162437
20480,MTND6P18,ENSG00000227714
20481,TEX53,ENSG00000230054
20482,VPS26CP1,ENSG00000213083
20483,AC018523.1,ENSG00000255074
20484,SDHDP3,ENSG00000244381
20485,LINC02577,ENSG00000228742
20486,AL109840.1,ENSG00000284985
20487,AL445423.3,ENSG00000286231
20488,AC022730.4,ENSG00000253967
20489,CCT5P1,ENSG00000250444
20490,RO60,ENSG00000116747
20491,RN7SL305P,ENSG00000240647
20492,AC005082.1,ENSG00000226816
20493,AC098799.2,ENSG00000249531
20494,AL357075.4,ENSG00000288520
20495,GNG10,ENSG00000242616
20496,PSMC1,ENSG00000100764
20497,AC093305.1,ENSG00000250761
20498,CNPY4,ENSG00000166997
20499,EPHA6,ENSG00000080224
20500,AC008429.2,ENSG00000253785
20501,SLC26A10,ENSG00000135502
20502,AC079148.2,ENSG00000287849
20503,LAMA1,ENSG00000101680
20504,HIGD1AP1,ENSG00000258016
20505,AC016831.3,ENSG00000232716
20506,FERMT3,ENSG00000149781
20507,LAYN,ENSG00000204381
20508,AL360219.1,ENSG00000273264
20509,STX11,ENSG00000135604
20510,SAMSN1,ENSG00000155307
20511,RN7SL803P,ENSG00000272197
20512,MUC5AC,ENSG00000215182
20513,IGLV2-18,ENSG00000211664
20514,CNN2P6,ENSG00000213854
20515,AC068134.2,ENSG00000237087
20516,AC010422.6,ENSG00000269693
20517,AC116003.3,ENSG00000276993
20518,YWHAZP6,ENSG00000215199
20519,AP000786.1,ENSG00000255893
20520,AC012213.3,ENSG00000266289
20521,AC005355.2,ENSG00000280420
20522,AP000522.1,ENSG00000229286
20523,TERF1P6,ENSG00000223824
20524,AC087499.5,ENSG00000236504
