,gene_symbol,ensembl_id
20525,AL357556.3,ENSG00000285053
20526,ANKRD23,ENSG00000163126
20527,AC027811.1,ENSG00000287408
20528,AL356535.1,ENSG00000213087
20529,LTV1P1,ENSG00000250219
20530,AC010522.1,ENSG00000268750
20531,COQ2,ENSG00000173085
20532,AC128677.1,ENSG00000235147
20533,CERS5,ENSG00000139624
20534,HSPE1P11,ENSG00000187762
20535,FREM2-AS1,ENSG00000225350
20536,MTATP6P17,ENSG00000235433
20537,AC245014.1,ENSG00000236140
20538,UQCRBP1,ENSG00000237748
20539,AC007298.1,ENSG00000257715
20540,AL118558.1,ENSG00000258959
20541,U2AF1L5,ENSG00000275895
20542,PRELP,ENSG00000188783
20543,,ENSG00000273866
20544,DNM1P46,ENSG00000182397
20545,AC008629.3,ENSG00000250928
20546,PPIAP31,ENSG00000217094
20547,OR52A1,ENSG00000182070
20548,SCYGR4,ENSG00000284631
20549,TCF4-AS2,ENSG00000267402
20550,PPM1H,ENSG00000111110
20551,XGY1,ENSG00000227447
20552,AL162386.1,ENSG00000223672
20553,AP001057.1,ENSG00000232124
20554,AC008060.3,ENSG00000236544
20555,RNU1-6P,ENSG00000277344
20556,SERPINH1,ENSG00000149257
20557,DLGAP5P2,ENSG00000237873
20558,SNU13,ENSG00000100138
20559,CXADRP2,ENSG00000258712
20560,AC114812.2,ENSG00000224814
20561,RPS5P8,ENSG00000237730
20562,AC099344.2,ENSG00000231403
20563,LINC02522,ENSG00000231056
20564,ZNF528-AS1,ENSG00000269834
20565,KATNBL1P1,ENSG00000271026
20566,BDKRB1,ENSG00000100739
20567,LINC02511,ENSG00000248869
20568,AC027343.3,ENSG00000251678
20569,AC026887.1,ENSG00000280086
20570,AL354863.1,ENSG00000238276
20571,AC096720.1,ENSG00000270257
20572,AC009102.1,ENSG00000260198
20573,AP000345.3,ENSG00000287864
20574,PUM1,ENSG00000134644
20575,AC004865.1,ENSG00000236274
20576,TRAIP,ENSG00000183763
20577,AL450226.1,ENSG00000225084
20578,SFTPC,ENSG00000168484
20579,PELI3,ENSG00000174516
20580,ARL2BPP7,ENSG00000230418
20581,CDCA2,ENSG00000184661
20582,ADH4,ENSG00000198099
20583,VAMP4,ENSG00000117533
20584,SRP72,ENSG00000174780
20585,PAIP2,ENSG00000120727
20586,SNRPCP9,ENSG00000231812
20587,VPS53,ENSG00000141252
20588,DEFB109D,ENSG00000254866
20589,AC106729.1,ENSG00000259995
20590,MUC1,ENSG00000185499
20591,NAT16,ENSG00000167011
20592,AC068831.6,ENSG00000284946
20593,AC062020.1,ENSG00000237856
20594,FEM1AP3,ENSG00000217770
20595,LINC00029,ENSG00000125514
20596,AC068724.3,ENSG00000285080
20597,LINC01886,ENSG00000224568
20598,PM20D1,ENSG00000162877
20599,PPIAP9,ENSG00000219797
20600,EDRF1-AS1,ENSG00000236991
20601,EIF4EBP2P1,ENSG00000233711
20602,AC104063.1,ENSG00000248749
20603,ZNF518B,ENSG00000178163
20604,AL161734.2,ENSG00000288574
20605,SLC6A11,ENSG00000132164
20606,LRPPRC,ENSG00000138095
20607,MTOR,ENSG00000198793
20608,AC015908.4,ENSG00000266114
20609,AC100788.1,ENSG00000267491
20610,LCE1C,ENSG00000197084
20611,SNHG16,ENSG00000163597
20612,AC129492.5,ENSG00000271002
20613,AF067845.4,ENSG00000281961
20614,TEAD1,ENSG00000187079
20615,COX6CP6,ENSG00000240156
20616,YAP1P2,ENSG00000236080
20617,IGLVI-63,ENSG00000253752
20618,IGHV3-19,ENSG00000253883
20619,HMGB2,ENSG00000164104
20620,DPY19L2P3,ENSG00000227855
20621,LIN28AP2,ENSG00000228473
20622,PKNOX2-AS1,ENSG00000254880
20623,THUMPD1,ENSG00000066654
20624,AP005212.1,ENSG00000265437
20625,LBP,ENSG00000129988
20626,AC016694.1,ENSG00000224917
20627,NCS1,ENSG00000107130
20628,LINC01427,ENSG00000225321
20629,HSPD1P2,ENSG00000254543
20630,ACAP1,ENSG00000072818
20631,CDH9,ENSG00000113100
20632,MRGPRX3,ENSG00000179826
20633,CD82,ENSG00000085117
20634,MRPS9,ENSG00000135972
20635,POLR2KP1,ENSG00000258284
20636,DLG2-AS2,ENSG00000255311
20637,IGHV2-70D,ENSG00000211974
20638,AL390728.6,ENSG00000259865
20639,HRG,ENSG00000113905
20640,PRPH,ENSG00000135406
20641,EP300,ENSG00000100393
20642,KRT8P43,ENSG00000218186
20643,RNY3P8,ENSG00000223298
20644,AL160408.4,ENSG00000241475
20645,IQCD,ENSG00000166578
20646,FABP7P2,ENSG00000235129
20647,AC012568.1,ENSG00000259202
20648,AC078817.1,ENSG00000230291
20649,GDPD1,ENSG00000153982
20650,MRLN,ENSG00000227877
20651,CREB3,ENSG00000107175
20652,AC092718.8,ENSG00000284512
20653,NCBP3,ENSG00000074356
20654,ZHX1,ENSG00000165156
20655,AC013448.2,ENSG00000235610
20656,FAM160A2,ENSG00000051009
20657,AL596327.1,ENSG00000270976
20658,AL450345.2,ENSG00000287550
20659,KRBA1,ENSG00000133619
20660,TUBB8P6,ENSG00000224625
20661,LINC01837,ENSG00000267489
20662,AC092017.2,ENSG00000283952
20663,DAZ3,ENSG00000187191
20664,OR8B6P,ENSG00000255225
20665,HMGN2P6,ENSG00000257179
20666,LINC02885,ENSG00000286592
20667,AP000688.3,ENSG00000236119
20668,AMY2B,ENSG00000240038
20669,RPL31P20,ENSG00000229756
20670,MTCO1P22,ENSG00000271207
20671,AL355597.1,ENSG00000287653
20672,MTCO3P17,ENSG00000237542
20673,AL583836.1,ENSG00000276490
20674,PPIP5K2,ENSG00000145725
20675,AC018868.1,ENSG00000231409
20676,HNRNPR,ENSG00000125944
20677,LINC00896,ENSG00000236499
20678,RBPJP2,ENSG00000274181
20679,PPIAP23,ENSG00000214178
20680,AC007161.1,ENSG00000234718
20681,LINC02711,ENSG00000255183
20682,BANF1,ENSG00000175334
20683,SOX7,ENSG00000171056
20684,ARF3,ENSG00000134287
20685,AL157823.2,ENSG00000232909
20686,PANK2-AS1,ENSG00000229539
20687,PRXL2CP1,ENSG00000237963
20688,AC106872.6,ENSG00000249617
20689,INHBA,ENSG00000122641
20690,HCG15,ENSG00000227214
20691,LINC01483,ENSG00000227517
20692,LINC01318,ENSG00000237790
20693,CYP51A1P1,ENSG00000241095
20694,HSPBP1,ENSG00000133265
20695,LATS1,ENSG00000131023
20696,HDAC1P2,ENSG00000233012
20697,RPL15P4,ENSG00000225499
20698,ZBTB44-DT,ENSG00000175773
20699,AC091953.2,ENSG00000279002
20700,GOLGA6L4,ENSG00000184206
20701,AL354741.1,ENSG00000285643
20702,ZNF355P,ENSG00000168122
20703,AL162384.1,ENSG00000228739
20704,LINC02312,ENSG00000258869
20705,GCSH,ENSG00000140905
20706,DDO,ENSG00000203797
20707,BLID,ENSG00000259571
20708,AL161747.1,ENSG00000241035
20709,AF241728.2,ENSG00000287729
20710,LINC00922,ENSG00000261742
20711,RNU1-82P,ENSG00000212153
20712,C7orf65,ENSG00000221845
20713,AC092435.1,ENSG00000248346
20714,OR4A43P,ENSG00000255534
20715,MCM10,ENSG00000065328
20716,FXYD6,ENSG00000137726
20717,AC092053.4,ENSG00000287620
20718,PPP2R2D,ENSG00000175470
20719,AL162311.1,ENSG00000257272
20720,DPRXP5,ENSG00000270652
20721,LINGO1-AS1,ENSG00000259666
20722,AC005293.1,ENSG00000285555
20723,SNRNP25,ENSG00000161981
20724,MTND4P4,ENSG00000225295
20725,AL357556.5,ENSG00000285177
20726,AC011476.3,ENSG00000267265
20727,WASHC1,ENSG00000181404
20728,AC016629.2,ENSG00000269600
20729,KRT19P1,ENSG00000218014
20730,ZNF35,ENSG00000169981
20731,CKS1BP1,ENSG00000258788
20732,ZNF880,ENSG00000221923
20733,AC004801.2,ENSG00000240399
20734,AL035587.2,ENSG00000287825
20735,AL008707.1,ENSG00000232599
20736,AC132812.1,ENSG00000265298
20737,BCL2L10,ENSG00000137875
20738,AC005040.1,ENSG00000226905
20739,AC016739.1,ENSG00000218175
20740,EIF4A1P10,ENSG00000229132
20741,AL360091.3,ENSG00000234915
20742,SETD9,ENSG00000155542
20743,AL359921.1,ENSG00000230325
20744,PTENP1-AS,ENSG00000281128
20745,CSTF2,ENSG00000101811
20746,SNX4,ENSG00000114520
20747,PROX1-AS1,ENSG00000230461
20748,AC009803.1,ENSG00000257407
20749,MICD,ENSG00000229390
20750,REXO4,ENSG00000148300
20751,ARHGAP10,ENSG00000071205
20752,TPSAB1,ENSG00000172236
20753,AC091893.2,ENSG00000286454
20754,DYNLRB1,ENSG00000125971
20755,AC245517.3,ENSG00000233720
20756,HSD3B1,ENSG00000203857
20757,VSTM1,ENSG00000189068
20758,AC010240.2,ENSG00000235253
20759,AC243428.1,ENSG00000229979
20760,AL592429.2,ENSG00000226571
20761,RN7SL354P,ENSG00000243027
20762,AC007269.1,ENSG00000287184
20763,RPS23P8,ENSG00000230629
20764,KDM2B,ENSG00000089094
20765,SLC25A51P2,ENSG00000263716
20766,AL049838.1,ENSG00000259969
20767,BBS10,ENSG00000179941
20768,CXCR4,ENSG00000121966
20769,KRT73-AS1,ENSG00000257495
20770,AL133353.1,ENSG00000229278
20771,AC007448.4,ENSG00000266473
20772,AC026191.1,ENSG00000254485
20773,AC109780.1,ENSG00000225175
20774,FO393415.2,ENSG00000231912
20775,ARPC1A,ENSG00000241685
20776,RYBP,ENSG00000163602
20777,RNA5S1,ENSG00000199352
20778,GMPS,ENSG00000163655
20779,AC015853.2,ENSG00000263015
20780,AC007362.1,ENSG00000225216
20781,RPL7P44,ENSG00000233873
20782,AC087045.1,ENSG00000271048
20783,PTPRU,ENSG00000060656
20784,TMEM41B,ENSG00000166471
20785,PLOD3,ENSG00000106397
20786,ERICH6B,ENSG00000165837
20787,AC108120.1,ENSG00000228367
20788,NMBR,ENSG00000135577
20789,ZNF587,ENSG00000198466
20790,ASCL5,ENSG00000232237
20791,TARS2,ENSG00000143374
20792,POMK,ENSG00000185900
20793,KRT8P2,ENSG00000258828
20794,SLC19A2,ENSG00000117479
20795,BNIP2,ENSG00000140299
20796,RPL7AP4,ENSG00000213641
20797,NKG7,ENSG00000105374
20798,TDGF1P2,ENSG00000183514
20799,KRT18P8,ENSG00000264644
20800,REXO1L6P,ENSG00000277422
20801,PECR,ENSG00000115425
20802,MPC2,ENSG00000143158
20803,RNA5-8SN1,ENSG00000278189
20804,HMX2,ENSG00000188816
20805,TBC1D3C,ENSG00000278299
20806,FTH1P1,ENSG00000232273
20807,ARL5AP2,ENSG00000236818
20808,AC110602.1,ENSG00000224011
20809,AC009063.3,ENSG00000261103
20810,GPR68,ENSG00000119714
20811,UBE2E2,ENSG00000182247
20812,GUSBP13,ENSG00000198237
20813,LINC02311,ENSG00000258718
20814,AP001002.1,ENSG00000279209
20815,DNM1P28,ENSG00000261792
20816,AC026341.3,ENSG00000288074
20817,AC073488.2,ENSG00000281941
20818,EMILIN2,ENSG00000132205
20819,LCE3C,ENSG00000244057
20820,AL138799.3,ENSG00000234953
20821,LINC01189,ENSG00000232827
20822,SLC17A1,ENSG00000124568
20823,FOLH1B,ENSG00000134612
20824,AC008870.4,ENSG00000261723
20825,LPCAT2,ENSG00000087253
20826,KIF1C,ENSG00000129250
20827,AC005046.1,ENSG00000273055
20828,PCDH1,ENSG00000156453
20829,SELENOTP1,ENSG00000233846
20830,DIAPH2,ENSG00000147202
20831,AC092666.1,ENSG00000241449
20832,IRS2,ENSG00000185950
20833,RNA5SP52,ENSG00000199318
20834,LINC00622,ENSG00000260941
20835,BBS4,ENSG00000140463
20836,OR5BB1P,ENSG00000198261
20837,LYPD9P,ENSG00000229703
20838,GOLGA7B,ENSG00000155265
20839,OCIAD1,ENSG00000109180
20840,AL606469.1,ENSG00000224215
20841,LINC01305,ENSG00000231453
20842,AC137590.2,ENSG00000274670
20843,IGKV1D-43,ENSG00000242580
20844,AC091173.1,ENSG00000251127
20845,LY6G6F,ENSG00000204424
20846,AP000873.1,ENSG00000241020
20847,AP001372.4,ENSG00000254974
20848,AL157944.1,ENSG00000233290
20849,CHORDC1P1,ENSG00000232202
20850,SLC25A6P5,ENSG00000228948
20851,AC002401.4,ENSG00000276851
20852,C5orf24,ENSG00000181904
20853,AC012360.2,ENSG00000272861
20854,WHAMMP2,ENSG00000248334
20855,HSPB1P2,ENSG00000230216
20856,PIGC,ENSG00000135845
20857,AL713922.2,ENSG00000276662
20858,CYP2A7,ENSG00000198077
20859,AL513218.1,ENSG00000272100
20860,LACRT,ENSG00000135413
20861,MTND2P20,ENSG00000229701
20862,LINC02405,ENSG00000249345
20863,MMP11,ENSG00000099953
20864,AL024474.2,ENSG00000225311
20865,EIF2B2,ENSG00000119718
20866,TNR-IT1,ENSG00000235628
20867,AC008738.5,ENSG00000267727
20868,AC095038.3,ENSG00000282879
20869,AC012462.3,ENSG00000230695
20870,F9,ENSG00000101981
20871,VIT,ENSG00000205221
20872,RPL35P2,ENSG00000220583
20873,AF117829.1,ENSG00000251136
20874,STK31,ENSG00000196335
20875,ATP6V0E2-AS1,ENSG00000204934
20876,OSCAR,ENSG00000170909
20877,GSTM2,ENSG00000213366
20878,AC114981.1,ENSG00000249285
20879,AL031584.2,ENSG00000234613
20880,AL121899.2,ENSG00000286022
20881,AC244015.2,ENSG00000275767
20882,CADM3,ENSG00000162706
20883,AL161756.2,ENSG00000271511
20884,ANGPTL7,ENSG00000171819
20885,SDR42E1P3,ENSG00000234276
20886,Z85996.2,ENSG00000285888
20887,B3GNT2P1,ENSG00000229946
20888,CDK14,ENSG00000058091
20889,SLC2AXP1,ENSG00000275768
20890,AC013410.1,ENSG00000237016
20891,NRBP2,ENSG00000185189
20892,AC009055.2,ENSG00000260834
20893,COX4I1P2,ENSG00000228869
20894,AL731547.1,ENSG00000228860
20895,AC026471.2,ENSG00000260625
20896,RAB27A,ENSG00000069974
20897,HNRNPA3P1,ENSG00000226790
20898,AC018731.1,ENSG00000236885
20899,AC116158.3,ENSG00000286786
20900,RINL,ENSG00000187994
20901,HP1BP3,ENSG00000127483
20902,,ENSG00000273979
20903,ZSCAN12,ENSG00000158691
20904,AC004448.5,ENSG00000287196
20905,SEC11B,ENSG00000226098
20906,HNRNPA3,ENSG00000170144
20907,AC122108.2,ENSG00000276121
20908,AC097375.2,ENSG00000249818
20909,PRELID3BP8,ENSG00000270741
20910,HES3,ENSG00000173673
20911,MND1,ENSG00000121211
20912,SOX1-OT,ENSG00000224243
20913,AC113615.2,ENSG00000287786
20914,APOA4,ENSG00000110244
20915,RBAKDN,ENSG00000273313
20916,AC012313.9,ENSG00000273901
20917,C1RL,ENSG00000139178
20918,AC002545.1,ENSG00000267184
20919,RPL31P17,ENSG00000235225
20920,AC007595.1,ENSG00000263279
20921,TTC21A,ENSG00000168026
20922,OR4N5,ENSG00000184394
20923,AC068722.2,ENSG00000273972
20924,FAT1P1,ENSG00000217809
20925,H2AC11,ENSG00000196787
20926,AC010542.3,ENSG00000260851
20927,AC006270.2,ENSG00000272383
20928,AC116345.4,ENSG00000287090
20929,SLC26A4,ENSG00000091137
20930,MTDHP4,ENSG00000268535
20931,MEMO1,ENSG00000162959
20932,AC099521.3,ENSG00000287760
20933,AC090198.1,ENSG00000253106
20934,BTBD9,ENSG00000183826
20935,AC005920.4,ENSG00000262006
20936,AC044860.1,ENSG00000229212
20937,AL021918.3,ENSG00000285703
20938,XBP1,ENSG00000100219
20939,AC115284.4,ENSG00000287707
20940,AC064862.6,ENSG00000243981
20941,OR52Z1,ENSG00000176748
20942,CFL1P3,ENSG00000228056
20943,AL359551.1,ENSG00000231877
20944,AC005552.1,ENSG00000264174
20945,AC005697.2,ENSG00000266527
20946,AC008250.1,ENSG00000257022
20947,ATP6V0CP4,ENSG00000284138
20948,AL022726.1,ENSG00000287138
20949,ITCH-IT1,ENSG00000231795
20950,IFNA4,ENSG00000236637
20951,AC027229.1,ENSG00000264193
20952,OR10X1,ENSG00000279111
20953,AL670729.1,ENSG00000270094
20954,CRISPLD1,ENSG00000121005
20955,PPIAP22,ENSG00000198618
20956,AC091152.2,ENSG00000267160
20957,LINC01949,ENSG00000288569
20958,CCDC40,ENSG00000141519
20959,LINC01846,ENSG00000248901
20960,GUSB,ENSG00000169919
20961,FXYD5,ENSG00000089327
20962,LINC02697,ENSG00000255327
20963,AL136228.1,ENSG00000274451
20964,FEZ2,ENSG00000171055
20965,HERC2P10,ENSG00000259845
20966,AC073896.1,ENSG00000144785
20967,AC114485.1,ENSG00000233359
20968,PXT1,ENSG00000179165
20969,IGKV1D-33,ENSG00000239975
20970,AL139350.1,ENSG00000236387
20971,AC073862.1,ENSG00000256204
20972,AL157884.1,ENSG00000230867
20973,GAGE12J,ENSG00000224659
20974,SLC25A15P1,ENSG00000227629
20975,LINC01089,ENSG00000212694
20976,P2RY14,ENSG00000174944
20977,AC006141.1,ENSG00000264895
20978,AL031731.1,ENSG00000284708
20979,AL596276.2,ENSG00000234108
20980,PPP1R26P4,ENSG00000278008
20981,RNA5SP78,ENSG00000201492
20982,AC093655.1,ENSG00000226829
20983,LINC02608,ENSG00000226251
20984,AC133919.2,ENSG00000261172
20985,PREP,ENSG00000085377
20986,AC016743.1,ENSG00000286249
20987,,ENSG00000288692
20988,SMIM15P1,ENSG00000270280
20989,IBSP,ENSG00000029559
20990,ASS1P12,ENSG00000237437
20991,MRGPRG-AS1,ENSG00000236301
20992,RPL23AP76,ENSG00000226156
20993,AC020978.1,ENSG00000259797
20994,SLC24A5,ENSG00000188467
20995,PLPP1,ENSG00000067113
20996,FCMR,ENSG00000162894
20997,AC090587.1,ENSG00000229368
20998,BX679664.3,ENSG00000244716
20999,SPACA6,ENSG00000182310
21000,EEF1AKMT3,ENSG00000123427
21001,CCNQ,ENSG00000262919
21002,AL354950.2,ENSG00000275327
21003,SNORD3G,ENSG00000199666
21004,AC008782.1,ENSG00000270779
21005,AL158211.3,ENSG00000272366
21006,,ENSG00000238840
21007,AC010627.1,ENSG00000248791
21008,ADGRF5,ENSG00000069122
21009,INHBB,ENSG00000163083
21010,AL590128.1,ENSG00000227950
21011,SUV39H2,ENSG00000152455
21012,AC002472.3,ENSG00000284130
21013,AL031587.5,ENSG00000278948
21014,MTMR4,ENSG00000108389
21015,GCA,ENSG00000115271
21016,AL356489.4,ENSG00000287495
21017,SNHG31,ENSG00000229267
21018,HMGB3P19,ENSG00000217085
21019,TRAF3IP3,ENSG00000009790
21020,AC103808.2,ENSG00000264595
21021,PGK1P2,ENSG00000213290
21022,HCG4P8,ENSG00000229142
21023,GAMT,ENSG00000130005
21024,HNRNPKP5,ENSG00000250662
21025,AC006065.2,ENSG00000255900
21026,DEFA10P,ENSG00000233531
21027,SYNDIG1,ENSG00000101463
21028,DNAJC19P6,ENSG00000220871
21029,ZFYVE16,ENSG00000039319
21030,AC100823.2,ENSG00000253564
21031,ZNF266,ENSG00000174652
21032,C2,ENSG00000166278
21033,TBX15,ENSG00000092607
21034,TTLL13P,ENSG00000213471
21035,AP001347.1,ENSG00000224905
21036,RPS18P12,ENSG00000230897
21037,AC010422.2,ENSG00000268945
21038,AL596094.1,ENSG00000272764
21039,UNC93B5,ENSG00000184795
21040,ACTG1P12,ENSG00000226642
21041,RNU1-141P,ENSG00000201493
21042,SLC9A9-AS2,ENSG00000244493
21043,AC025040.2,ENSG00000259388
21044,RN7SL357P,ENSG00000265894
21045,RENBP,ENSG00000102032
21046,SEC22B,ENSG00000265808
21047,AL353586.1,ENSG00000285520
21048,TGM1,ENSG00000092295
21049,IMPDH1P7,ENSG00000226553
21050,STK24P1,ENSG00000230079
21051,RPS7P12,ENSG00000237432
21052,AC009090.4,ENSG00000279019
21053,AC097658.2,ENSG00000250969
21054,AF279873.2,ENSG00000240738
21055,RIT2,ENSG00000152214
21056,MYO16-AS1,ENSG00000236242
21057,AC244517.7,ENSG00000279375
21058,PARP14,ENSG00000173193
21059,RPL36AP16,ENSG00000232228
21060,AC129507.3,ENSG00000262558
21061,AC114728.1,ENSG00000241612
21062,AP001993.1,ENSG00000255087
21063,RORB-AS1,ENSG00000224825
21064,AL590369.1,ENSG00000234789
21065,AC009704.2,ENSG00000276934
21066,LINC02440,ENSG00000255618
21067,IGLV10-67,ENSG00000253794
21068,NF1P4,ENSG00000258027
21069,AL121992.3,ENSG00000272510
21070,NF1P8,ENSG00000236956
21071,AL365400.1,ENSG00000270583
21072,AC004540.2,ENSG00000225792
21073,MGMT,ENSG00000170430
21074,RPS20P1,ENSG00000229761
21075,NUTM2A,ENSG00000184923
21076,KLHL9,ENSG00000198642
21077,RBMXL1,ENSG00000213516
21078,HNRNPA3P14,ENSG00000224494
21079,RNA5SP95,ENSG00000222251
21080,AL359771.1,ENSG00000237445
21081,HULC,ENSG00000285219
21082,NIP7P1,ENSG00000232805
21083,CICP26,ENSG00000233003
21084,AC106882.1,ENSG00000248571
21085,AL137186.3,ENSG00000251922
21086,FTH1P13,ENSG00000258960
21087,AC005498.1,ENSG00000267224
21088,DSTN,ENSG00000125868
21089,AC120498.5,ENSG00000260991
21090,MMACHC,ENSG00000132763
21091,TSPAN9-IT1,ENSG00000256197
21092,KLF7-IT1,ENSG00000237892
21093,AP000692.1,ENSG00000228107
21094,NBEAP5,ENSG00000277710
21095,TTC39A-AS1,ENSG00000261664
21096,AC018861.2,ENSG00000254050
21097,RC3H2,ENSG00000056586
21098,ZBTB12BP,ENSG00000180610
21099,AC024619.4,ENSG00000263781
21100,CXADRP3,ENSG00000265766
21101,PMS2CL,ENSG00000187953
21102,SPATA31D2P,ENSG00000237770
21103,CCKAR,ENSG00000163394
21104,ZNF670-ZNF695,ENSG00000135747
21105,OR56A3,ENSG00000184478
21106,SLC28A3,ENSG00000197506
21107,AC011471.2,ENSG00000267563
21108,AC036214.2,ENSG00000272518
21109,HOXB6,ENSG00000108511
21110,AL606760.2,ENSG00000236723
21111,AC048382.2,ENSG00000259244
21112,AC092114.1,ENSG00000260848
21113,BRD7P2,ENSG00000184100
21114,CDK2AP2,ENSG00000167797
21115,EDN1,ENSG00000078401
21116,AC026951.1,ENSG00000277500
21117,RNVU1-28,ENSG00000277918
21118,NPHP3-ACAD11,ENSG00000274810
21119,MDGA1,ENSG00000112139
21120,,ENSG00000281710
21121,AC007402.1,ENSG00000231918
21122,AC092375.2,ENSG00000260306
21123,AL512366.1,ENSG00000229711
21124,AC008277.2,ENSG00000270893
21125,RPS4XP5,ENSG00000229920
21126,Z99916.2,ENSG00000271181
21127,ANKRD26P3,ENSG00000237636
21128,RPS3AP31,ENSG00000244427
21129,AP000462.1,ENSG00000255580
21130,MRPS24,ENSG00000062582
21131,AL135929.2,ENSG00000236731
21132,DUBR,ENSG00000243701
21133,AC211433.3,ENSG00000279005
21134,LINC01712,ENSG00000231364
21135,AL135999.2,ENSG00000273618
21136,RNU1-78P,ENSG00000212550
21137,AL391005.1,ENSG00000279725
21138,MCCC1-AS1,ENSG00000243368
21139,GPATCH3,ENSG00000198746
21140,RPS6P26,ENSG00000213269
21141,H1-4,ENSG00000168298
21142,AC022558.2,ENSG00000259805
21143,NDUFB4P2,ENSG00000251306
21144,NET1,ENSG00000173848
21145,AC092580.2,ENSG00000230515
21146,ZNF449,ENSG00000173275
21147,AC068790.3,ENSG00000269997
21148,TAF11L11,ENSG00000283740
21149,TRGV5,ENSG00000211697
21150,LINC02534,ENSG00000228777
21151,MTMR6,ENSG00000139505
21152,TPO,ENSG00000115705
21153,EIF4A1P11,ENSG00000231564
21154,IWS1,ENSG00000163166
21155,AL157832.1,ENSG00000227374
21156,TAGLN3,ENSG00000144834
21157,CICP25,ENSG00000277349
21158,AL450322.2,ENSG00000229672
21159,TRPM5,ENSG00000070985
21160,AC015818.8,ENSG00000267075
21161,AL590440.2,ENSG00000284601
21162,MAEA,ENSG00000090316
21163,KLF4,ENSG00000136826
21164,HMGN1P16,ENSG00000249503
21165,APOLD1,ENSG00000178878
21166,ZNF165,ENSG00000197279
21167,TMEM121B,ENSG00000183307
21168,AL049641.1,ENSG00000226280
21169,HECA,ENSG00000112406
21170,EEF1A1P8,ENSG00000223529
21171,PRRT2,ENSG00000167371
21172,AC124067.4,ENSG00000254290
21173,TESC,ENSG00000088992
21174,DPPA5,ENSG00000203909
21175,CAPZA1P2,ENSG00000225369
21176,LINC00888,ENSG00000240024
21177,AL359092.2,ENSG00000232172
21178,AL163953.1,ENSG00000225680
21179,Z82243.1,ENSG00000273243
21180,NEMF,ENSG00000165525
21181,AL109610.1,ENSG00000225785
21182,ATP5MFP1,ENSG00000224421
21183,OR7A5,ENSG00000188269
21184,GTPBP4,ENSG00000107937
21185,RN7SL388P,ENSG00000239577
21186,AC084824.4,ENSG00000275854
21187,AL390726.5,ENSG00000283162
21188,TIMM17BP1,ENSG00000256756
21189,EIF3KP1,ENSG00000175749
21190,ALDH1A1,ENSG00000165092
21191,AL136234.1,ENSG00000224326
21192,TUBB4AP1,ENSG00000228466
21193,AP002449.1,ENSG00000266969
21194,TATDN1,ENSG00000147687
21195,AC136944.3,ENSG00000261405
21196,AC017104.4,ENSG00000283491
21197,MRO,ENSG00000134042
21198,AL355483.2,ENSG00000232762
21199,RNF145,ENSG00000145860
21200,SERPIND1,ENSG00000099937
21201,MALLP2,ENSG00000283270
21202,AP000648.4,ENSG00000280385
21203,ACER1,ENSG00000167769
21204,AC026765.4,ENSG00000287982
21205,RNU1-119P,ENSG00000212424
21206,CARMN,ENSG00000249669
21207,AC009779.5,ENSG00000270458
21208,ATP10B,ENSG00000118322
21209,AC078785.2,ENSG00000241219
21210,NR1I2,ENSG00000144852
21211,AC113189.4,ENSG00000272884
21212,AC010745.1,ENSG00000226041
21213,IGKV1-16,ENSG00000240864
21214,OR6L1P,ENSG00000233685
21215,PDCD11,ENSG00000148843
21216,AP003486.2,ENSG00000288013
21217,GBAP1,ENSG00000160766
21218,ATP4A,ENSG00000105675
21219,GAPDHP38,ENSG00000249210
21220,IGHD,ENSG00000211898
21221,AL590103.1,ENSG00000231978
21222,SLC16A1-AS1,ENSG00000226419
21223,H3C6,ENSG00000274750
21224,WDR83OS,ENSG00000105583
21225,DNPEP,ENSG00000123992
21226,SLC26A2,ENSG00000155850
21227,PLEKHM3,ENSG00000178385
21228,NBPF19,ENSG00000271383
21229,FAM86DP,ENSG00000244026
21230,SUMO2P4,ENSG00000249183
21231,EBI3,ENSG00000105246
21232,TMEM86B,ENSG00000180089
21233,AL691459.1,ENSG00000223814
21234,AC005050.2,ENSG00000286013
21235,AC087441.2,ENSG00000224555
21236,SYT5,ENSG00000129990
21237,PPCS,ENSG00000127125
21238,KANK1,ENSG00000107104
21239,MRPL45P1,ENSG00000232508
21240,AC005165.1,ENSG00000223561
21241,AL096870.1,ENSG00000258973
21242,ZBED1,ENSG00000214717
21243,PVALEF,ENSG00000225180
21244,AC024589.1,ENSG00000248687
21245,AP003721.3,ENSG00000256944
21246,AC093902.1,ENSG00000287924
21247,AC019080.1,ENSG00000213963
