"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol22437","AC096576.2","ENSG00000248343","",""
"gene_symbol22438","ZFP64P1","ENSG00000258491","",""
"gene_symbol22439","AL590101.1","ENSG00000287033","",""
"gene_symbol22440","GFM1","ENSG00000168827","85476","GFM1"
"gene_symbol22441","AC087164.2","ENSG00000279428","",""
"gene_symbol22442","CNTN2","ENSG00000184144","6900","CNTN2"
"gene_symbol22443","MTCL1P1","ENSG00000226554","",""
"gene_symbol22444","FTH1P23","ENSG00000242960","",""
"gene_symbol22445","FLVCR1-DT","ENSG00000198468","642946","FLVCR1-DT"
"gene_symbol22446","GTPBP8","ENSG00000163607","29083","GTPBP8"
"gene_symbol22447","KRT1","ENSG00000167768","3848","KRT1"
"gene_symbol22448","AL449105.5","ENSG00000285370","",""
"gene_symbol22449","AP004609.3","ENSG00000278376","",""
"gene_symbol22450","ECT2L","ENSG00000203734","345930","ECT2L"
"gene_symbol22451","HYI-AS1","ENSG00000229348","",""
"gene_symbol22452","RPL31P15","ENSG00000232430","100270984","RPL31P15"
"gene_symbol22453","KCNMA1","ENSG00000156113","3778","KCNMA1"
"gene_symbol22454","PELO","ENSG00000152684","53918","PELO"
"gene_symbol22455","OXNAD1","ENSG00000154814","92106","OXNAD1"
"gene_symbol22456","AL137127.1","ENSG00000272084","",""
"gene_symbol22457","AC245100.6","ENSG00000272824","",""
"gene_symbol22458","CYP2AC1P","ENSG00000216998","106478960","CYP2AC1P"
"gene_symbol22459","VN1R70P","ENSG00000261515","100130059","VN1R70P"
"gene_symbol22460","ZSWIM3","ENSG00000132801","140831","ZSWIM3"
"gene_symbol22461","AC025048.4","ENSG00000267416","105371849","HEATR6-DT"
"gene_symbol22462","AP001095.1","ENSG00000286126","112577592","LOC112577592"
"gene_symbol22463","DYRK3","ENSG00000143479","8444","DYRK3"
"gene_symbol22464","ARIH1","ENSG00000166233","25820","ARIH1"
"gene_symbol22465","AC112236.2","ENSG00000272717","",""
"gene_symbol22466","RSL24D1P1","ENSG00000218069","",""
"gene_symbol22467","AC005344.1","ENSG00000278255","",""
"gene_symbol22468","ZBTB43","ENSG00000169155","23099","ZBTB43"
"gene_symbol22469","DLX6-AS1","ENSG00000231764","",""
"gene_symbol22470","SPRED3","ENSG00000188766","399473","SPRED3"
"gene_symbol22471","AP003498.1","ENSG00000254972","",""
"gene_symbol22472","","ENSG00000276823","",""
"gene_symbol22473","PDCD5","ENSG00000105185","9141","PDCD5"
"gene_symbol22474","AC087385.2","ENSG00000242667","401817","RPS10P22"
"gene_symbol22475","LINC02060","ENSG00000250156","102546226","LINC02060"
"gene_symbol22476","ZSWIM5P1","ENSG00000235430","100130110","ZSWIM5P1"
"gene_symbol22477","AC078851.1","ENSG00000223554","",""
"gene_symbol22478","AC098831.1","ENSG00000240761","",""
"gene_symbol22479","AL390198.1","ENSG00000226465","",""
"gene_symbol22480","KLF13","ENSG00000169926","51621","KLF13"
"gene_symbol22481","AL512634.1","ENSG00000260995","101927450","LOC101927450"
"gene_symbol22482","AL589794.1","ENSG00000226168","100421009","LOC100421009"
"gene_symbol22483","AC020763.2","ENSG00000279122","",""
"gene_symbol22484","AC106733.1","ENSG00000279856","",""
"gene_symbol22485","SP140L","ENSG00000185404","93349","SP140L"
"gene_symbol22486","RNU6ATAC3P","ENSG00000210709","100151686","RNU6ATAC3P"
"gene_symbol22487","GCNT1P3","ENSG00000231047","100421581","GCNT1P3"
"gene_symbol22488","RAD17P1","ENSG00000232400","9207","RAD17P1"
"gene_symbol22489","MRPL57P7","ENSG00000254312","359731","MRPL57P7"
"gene_symbol22490","AL031777.1","ENSG00000217275","394255","RPS10P1"
"gene_symbol22491","TRIM60P16","ENSG00000229909","100420412","TRIM60P16"
"gene_symbol22492","TP73-AS2","ENSG00000235131","",""
"gene_symbol22493","AC051635.1","ENSG00000287673","",""
"gene_symbol22494","TUBAP2","ENSG00000214391","399942","TUBAP2"
"gene_symbol22495","SOX9-AS1","ENSG00000234899","400618","SOX9-AS1"
"gene_symbol22496","AC021086.1","ENSG00000247877","121232371","FAM174A-DT"
"gene_symbol22497","AC005921.4","ENSG00000285829","",""
"gene_symbol22498","CD81-AS1","ENSG00000238184","101927682","CD81-AS1"
"gene_symbol22499","EFCAB12","ENSG00000172771","90288","EFCAB12"
"gene_symbol22500","LINC01630","ENSG00000227115","100287225","LINC01630"
"gene_symbol22501","RNU4-51P","ENSG00000201076","106479581","RNU4-51P"
"gene_symbol22502","TMEM217","ENSG00000172738","221468","TMEM217"
"gene_symbol22503","AL356289.1","ENSG00000231413","",""
"gene_symbol22504","AL354977.1","ENSG00000226669","",""
"gene_symbol22505","DUX4L31","ENSG00000231411","100887073","DUX4L31"
"gene_symbol22506","LINC01227","ENSG00000260737","101928276","LINC01227"
"gene_symbol22507","RUNX3","ENSG00000020633","864","RUNX3"
"gene_symbol22508","AC090515.4","ENSG00000259353","",""
"gene_symbol22509","AC093151.5","ENSG00000286640","",""
"gene_symbol22510","ZNF184","ENSG00000096654","7738","ZNF184"
"gene_symbol22511","AC084036.1","ENSG00000272990","",""
"gene_symbol22512","AL158212.5","ENSG00000285676","",""
"gene_symbol22513","AC008040.2","ENSG00000244039","",""
"gene_symbol22514","PLEKHH2","ENSG00000152527","130271","PLEKHH2"
"gene_symbol22515","ACOX2","ENSG00000168306","8309","ACOX2"
"gene_symbol22516","PPIAL4E","ENSG00000271567","730262","PPIAL4E"
"gene_symbol22517","AL035604.1","ENSG00000233534","105378013","LINC02524"
"gene_symbol22518","ASB17","ENSG00000154007","127247","ASB17"
"gene_symbol22519","AL591135.2","ENSG00000288071","",""
"gene_symbol22520","AP000344.1","ENSG00000227755","",""
"gene_symbol22521","AL133230.1","ENSG00000232043","",""
"gene_symbol22522","AP001619.2","ENSG00000236545","",""
"gene_symbol22523","UBE2D3P2","ENSG00000225558","",""
"gene_symbol22524","AC003006.1","ENSG00000269026","",""
"gene_symbol22525","MTATP6P26","ENSG00000236878","107075301","MTATP6P26"
"gene_symbol22526","AL035251.1","ENSG00000287983","",""
"gene_symbol22527","MIR193BHG","ENSG00000262454","100129781","MIR193BHG"
"gene_symbol22528","CELF1","ENSG00000149187","10658","CELF1"
"gene_symbol22529","AC233702.9","ENSG00000274748","",""
"gene_symbol22530","EIF6","ENSG00000242372","3692","EIF6"
"gene_symbol22531","AC024884.1","ENSG00000274569","",""
"gene_symbol22532","AC022463.1","ENSG00000288073","",""
"gene_symbol22533","CREB3L1","ENSG00000157613","90993","CREB3L1"
"gene_symbol22534","FAM215B","ENSG00000232300","",""
"gene_symbol22535","AC137932.1","ENSG00000260279","105371414","LOC105371414"
"gene_symbol22536","AC103726.2","ENSG00000253992","",""
"gene_symbol22537","AC006378.1","ENSG00000278959","",""
"gene_symbol22538","LCN1P1","ENSG00000119440","286310","LCN1P1"
"gene_symbol22539","IFT43","ENSG00000119650","112752","IFT43"
"gene_symbol22540","FOXI2","ENSG00000186766","399823","FOXI2"
"gene_symbol22541","AC097467.1","ENSG00000249924","",""
"gene_symbol22542","AL049833.1","ENSG00000258393","",""
"gene_symbol22543","PDAP1","ENSG00000106244","11333","PDAP1"
"gene_symbol22544","AL354836.1","ENSG00000226332","",""
"gene_symbol22545","BX927359.1","ENSG00000259037","",""
"gene_symbol22546","HSPD1P13","ENSG00000255403","",""
"gene_symbol22547","SH3D19","ENSG00000109686","152503","SH3D19"
"gene_symbol22548","SNORA3B","ENSG00000212607","677826","SNORA3B"
"gene_symbol22549","AC105020.6","ENSG00000275454","",""
"gene_symbol22550","AC090403.1","ENSG00000264151","",""
"gene_symbol22551","AL132671.2","ENSG00000282218","",""
"gene_symbol22552","SNORA35B","ENSG00000271907","109617004","SNORA35B"
"gene_symbol22553","PLEKHB1","ENSG00000021300","58473","PLEKHB1"
"gene_symbol22554","SLC4A8","ENSG00000050438","9498","SLC4A8"
"gene_symbol22555","AC005387.2","ENSG00000269191","",""
"gene_symbol22556","ZNF736P7Y","ENSG00000241200","",""
"gene_symbol22557","TMEM192","ENSG00000170088","201931","TMEM192"
"gene_symbol22558","TTBK2","ENSG00000128881","146057","TTBK2"
"gene_symbol22559","DOHH","ENSG00000129932","83475","DOHH"
"gene_symbol22560","AC004918.1","ENSG00000244701","",""
"gene_symbol22561","SELPLG","ENSG00000110876","6404","SELPLG"
"gene_symbol22562","FKBP1AP1","ENSG00000269304","",""
"gene_symbol22563","PABPC1L2B-AS1","ENSG00000226725","101928345","PABPC1L2B-AS1"
"gene_symbol22564","AC138230.1","ENSG00000255237","",""
"gene_symbol22565","ALOX15P1","ENSG00000274114","",""
"gene_symbol22566","ATF6","ENSG00000118217","22926","ATF6"
"gene_symbol22567","LINC01547","ENSG00000183250","84536","LINC01547"
"gene_symbol22568","","ENSG00000281392","100846978","LINC00506"
"gene_symbol22569","AC035139.1","ENSG00000228403","",""
"gene_symbol22570","RN7SKP34","ENSG00000251951","106479110","RN7SKP34"
"gene_symbol22571","FXNP1","ENSG00000258421","",""
"gene_symbol22572","HMGN2P40","ENSG00000260602","",""
"gene_symbol22573","PSMD2","ENSG00000175166","5708","PSMD2"
"gene_symbol22574","AC019131.3","ENSG00000287512","",""
"gene_symbol22575","IGKV1D-27","ENSG00000224607","",""
"gene_symbol22576","AC139769.2","ENSG00000267924","",""
"gene_symbol22577","AOX3P","ENSG00000244301","",""
"gene_symbol22578","RNF32-AS1","ENSG00000224903","101927858","RNF32-AS1"
"gene_symbol22579","ZNF566","ENSG00000186017","84924","ZNF566"
"gene_symbol22580","ANKRD62P1-PARP4P3","ENSG00000189295","",""
"gene_symbol22581","MAP7D1","ENSG00000116871","55700","MAP7D1"
"gene_symbol22582","RHBG","ENSG00000132677","57127","RHBG"
"gene_symbol22583","AC124045.1","ENSG00000272077","",""
"gene_symbol22584","GLO1","ENSG00000124767","2739","GLO1"
"gene_symbol22585","SSTR5","ENSG00000162009","6755","SSTR5"
"gene_symbol22586","ZNF98","ENSG00000197360","148198","ZNF98"
"gene_symbol22587","CREB3L2","ENSG00000182158","64764","CREB3L2"
"gene_symbol22588","IGHV3-43","ENSG00000232216","28426","IGHV3-43"
"gene_symbol22589","LINC01030","ENSG00000253799","101937451","LINC01030"
"gene_symbol22590","KRT8P39","ENSG00000233560","100418781","KRT8P39"
"gene_symbol22591","AP001002.2","ENSG00000279438","",""
"gene_symbol22592","AC007993.3","ENSG00000282199","",""
"gene_symbol22593","NPNT","ENSG00000168743","255743","NPNT"
"gene_symbol22594","AL445524.2","ENSG00000287856","",""
"gene_symbol22595","ZNF703","ENSG00000183779","80139","ZNF703"
"gene_symbol22596","SDCBPP1","ENSG00000226705","100128930","SDCBPP1"
"gene_symbol22597","AC253536.3","ENSG00000232545","",""
"gene_symbol22598","AL627095.1","ENSG00000228982","",""
"gene_symbol22599","AL031963.3","ENSG00000272277","",""
"gene_symbol22600","LINC01252","ENSG00000247157","338817","LINC01252"
"gene_symbol22601","FAM201B","ENSG00000230992","",""
"gene_symbol22602","NCOR1P4","ENSG00000279864","",""
"gene_symbol22603","AC133548.1","ENSG00000260516","",""
"gene_symbol22604","SLC4A5","ENSG00000188687","57835","SLC4A5"
"gene_symbol22605","KHDC3L","ENSG00000203908","154288","KHDC3L"
"gene_symbol22606","METAP2","ENSG00000111142","10988","METAP2"
"gene_symbol22607","ADGRE1","ENSG00000174837","2015","ADGRE1"
"gene_symbol22608","RPL7AP69","ENSG00000268483","100271545","RPL7AP69"
"gene_symbol22609","CAP2","ENSG00000112186","10486","CAP2"
"gene_symbol22610","OTUD6A","ENSG00000189401","139562","OTUD6A"
"gene_symbol22611","RN7SKP136","ENSG00000222859","106479155","RN7SKP136"
"gene_symbol22612","SLC9A3P2","ENSG00000238125","128997","SLC9A3P2"
"gene_symbol22613","SOD2-OT1","ENSG00000285427","100129518","SOD2-OT1"
"gene_symbol22614","MCF2","ENSG00000101977","4168","MCF2"
"gene_symbol22615","PRDX3P4","ENSG00000239926","",""
"gene_symbol22616","EMC3-AS1","ENSG00000180385","",""
"gene_symbol22617","AC087639.1","ENSG00000259286","",""
"gene_symbol22618","AC079753.1","ENSG00000280228","",""
"gene_symbol22619","AC084752.1","ENSG00000251123","",""
"gene_symbol22620","AC107302.2","ENSG00000287053","",""
"gene_symbol22621","MEGF11","ENSG00000157890","84465","MEGF11"
"gene_symbol22622","OR1S2","ENSG00000197887","219958","OR1S2"
"gene_symbol22623","AC099804.1","ENSG00000279570","",""
"gene_symbol22624","AC114546.2","ENSG00000259587","",""
"gene_symbol22625","RPL22P12","ENSG00000216867","",""
"gene_symbol22626","RN7SL751P","ENSG00000240964","106479495","RN7SL751P"
"gene_symbol22627","AL451123.2","ENSG00000287355","",""
"gene_symbol22628","AC008751.3","ENSG00000286632","",""
"gene_symbol22629","LINC00926","ENSG00000247982","283663","LINC00926"
"gene_symbol22630","MRPL52","ENSG00000172590","122704","MRPL52"
"gene_symbol22631","KDR","ENSG00000128052","3791","KDR"
"gene_symbol22632","IGLC1","ENSG00000211675","3537","IGLC1"
"gene_symbol22633","SPTLC1","ENSG00000090054","10558","SPTLC1"
"gene_symbol22634","QDPR","ENSG00000151552","5860","QDPR"
"gene_symbol22635","OR13Z2P","ENSG00000272443","",""
"gene_symbol22636","AC021491.2","ENSG00000250286","105371824","LOC105371824"
"gene_symbol22637","MISP","ENSG00000099812","126353","MISP"
"gene_symbol22638","AP001001.2","ENSG00000287846","",""
"gene_symbol22639","JKAMP","ENSG00000050130","51528","JKAMP"
"gene_symbol22640","ASL","ENSG00000126522","435","ASL"
"gene_symbol22641","AC129102.1","ENSG00000256879","",""
"gene_symbol22642","SNHG8","ENSG00000269893","100093630","SNHG8"
"gene_symbol22643","NARF","ENSG00000141562","26502","NARF"
"gene_symbol22644","AC126773.3","ENSG00000260084","",""
"gene_symbol22645","GREM2","ENSG00000180875","64388","GREM2"
"gene_symbol22646","AC092162.2","ENSG00000230552","",""
"gene_symbol22647","OR7E4P","ENSG00000255261","8585","OR7E4P"
"gene_symbol22648","AC010907.2","ENSG00000237370","",""
"gene_symbol22649","HMGN1P15","ENSG00000250197","100874441","HMGN1P15"
"gene_symbol22650","AC092666.2","ENSG00000276538","",""
"gene_symbol22651","GAS1RR","ENSG00000226237","100506834","GAS1RR"
"gene_symbol22652","GRN","ENSG00000030582","2896","GRN"
"gene_symbol22653","AP002001.2","ENSG00000255065","",""
"gene_symbol22654","AC092828.1","ENSG00000253284","",""
"gene_symbol22655","RPS25P3","ENSG00000233416","100271101","RPS25P3"
"gene_symbol22656","AC135068.10","ENSG00000281550","",""
"gene_symbol22657","AC245096.1","ENSG00000241607","",""
"gene_symbol22658","RPL7P29","ENSG00000214457","643971","RPL7P29"
"gene_symbol22659","AC009403.3","ENSG00000287610","",""
"gene_symbol22660","PSMB6","ENSG00000142507","5694","PSMB6"
"gene_symbol22661","AHCYP8","ENSG00000242529","",""
"gene_symbol22662","URGCP-MRPS24","ENSG00000270617","100534592","URGCP-MRPS24"
"gene_symbol22663","AL445363.2","ENSG00000259135","",""
"gene_symbol22664","LINC01619","ENSG00000257242","256021","LINC01619"
"gene_symbol22665","AC087203.1","ENSG00000254423","100421094","LOC100421094"
"gene_symbol22666","MIRLET7A1HG","ENSG00000269929","112903833","MIRLET7A1HG"
"gene_symbol22667","MTND5P30","ENSG00000233039","100873266","MTND5P30"
"gene_symbol22668","ANKRD62P1","ENSG00000259271","107080639","ANKRD62P1"
"gene_symbol22669","COL1A2","ENSG00000164692","1278","COL1A2"
"gene_symbol22670","CRLF2","ENSG00000205755","64109","CRLF2"
"gene_symbol22671","AC007216.3","ENSG00000261560","",""
"gene_symbol22672","THSD7A","ENSG00000005108","221981","THSD7A"
"gene_symbol22673","KRT7","ENSG00000135480","3855","KRT7"
"gene_symbol22674","RN7SL118P","ENSG00000266420","106480952","RN7SL118P"
"gene_symbol22675","S100Z","ENSG00000171643","170591","S100Z"
"gene_symbol22676","TRIM17","ENSG00000162931","51127","TRIM17"
"gene_symbol22677","PPP1R1C","ENSG00000150722","151242","PPP1R1C"
"gene_symbol22678","CD44-AS1","ENSG00000255443","",""
"gene_symbol22679","AC073115.1","ENSG00000229628","",""
"gene_symbol22680","AC008736.2","ENSG00000267567","",""
"gene_symbol22681","LINC01693","ENSG00000227764","105748977","LINC01693"
"gene_symbol22682","SLC9A1","ENSG00000090020","6548","SLC9A1"
"gene_symbol22683","AC010186.4","ENSG00000272917","",""
"gene_symbol22684","AC113361.1","ENSG00000272255","",""
"gene_symbol22685","IFNWP4","ENSG00000225027","",""
"gene_symbol22686","AL136038.1","ENSG00000205767","100129928","RPL31P5"
"gene_symbol22687","FLNB","ENSG00000136068","2317","FLNB"
"gene_symbol22688","IGKV2OR2-1","ENSG00000270748","",""
"gene_symbol22689","HPS4","ENSG00000100099","89781","HPS4"
"gene_symbol22690","AL049830.4","ENSG00000258968","",""
"gene_symbol22691","CXCR2","ENSG00000180871","3579","CXCR2"
"gene_symbol22692","TRAM2-AS1","ENSG00000225791","401264","TRAM2-AS1"
"gene_symbol22693","MTND4P29","ENSG00000249177","100873250","MTND4P29"
"gene_symbol22694","AL136985.1","ENSG00000231740","",""
"gene_symbol22695","HAUS6P2","ENSG00000236121","",""
"gene_symbol22696","SLC10A3","ENSG00000126903","8273","SLC10A3"
"gene_symbol22697","AC004448.3","ENSG00000265126","",""
"gene_symbol22698","AC004076.2","ENSG00000276449","",""
"gene_symbol22699","RPS27","ENSG00000177954","6232","RPS27"
"gene_symbol22700","FOXE1","ENSG00000178919","2304","FOXE1"
"gene_symbol22701","INPPL1","ENSG00000165458","3636","INPPL1"
"gene_symbol22702","BID","ENSG00000015475","637","BID"
"gene_symbol22703","IGHVII-22-1","ENSG00000253345","28374","IGHVII-22-1"
"gene_symbol22704","AC004825.1","ENSG00000258431","100287335","LOC100287335"
"gene_symbol22705","AC091951.4","ENSG00000285689","",""
"gene_symbol22706","RN7SL610P","ENSG00000243847","106479444","RN7SL610P"
"gene_symbol22707","GSTP1","ENSG00000084207","2950","GSTP1"
"gene_symbol22708","AC098679.3","ENSG00000280140","",""
"gene_symbol22709","IFITM3P4","ENSG00000230191","",""
"gene_symbol22710","LINC02327","ENSG00000258038","",""
"gene_symbol22711","AL035461.3","ENSG00000286235","",""
"gene_symbol22712","DUX4L32","ENSG00000283069","107075316","DUX4L32"
"gene_symbol22713","ARL6IP6","ENSG00000177917","151188","ARL6IP6"
"gene_symbol22714","AC011337.1","ENSG00000271795","",""
"gene_symbol22715","AC012358.1","ENSG00000203327","",""
"gene_symbol22716","UBP1","ENSG00000153560","7342","UBP1"
"gene_symbol22717","AC091819.2","ENSG00000253713","",""
"gene_symbol22718","SLC30A7","ENSG00000162695","148867","SLC30A7"
"gene_symbol22719","IGHVIII-25-1","ENSG00000253367","28348","IGHVIII-25-1"
"gene_symbol22720","LINC01721","ENSG00000230133","400839","LINC01721"
"gene_symbol22721","GAREM1","ENSG00000141441","64762","GAREM1"
"gene_symbol22722","TCF3","ENSG00000071564","6929","TCF3"
"gene_symbol22723","TAF1B","ENSG00000115750","9014","TAF1B"
"gene_symbol22724","FAM178B","ENSG00000168754","51252","FAM178B"
"gene_symbol22725","TUSC8","ENSG00000237361","400128","TUSC8"
"gene_symbol22726","AC007938.3","ENSG00000270953","",""
"gene_symbol22727","CATIP","ENSG00000158428","375307","CATIP"
"gene_symbol22728","AL683842.1","ENSG00000232334","",""
"gene_symbol22729","LRRK2-DT","ENSG00000225342","",""
"gene_symbol22730","AC091805.2","ENSG00000271462","",""
"gene_symbol22731","AC138625.2","ENSG00000259833","",""
"gene_symbol22732","PRAG1","ENSG00000275342","157285","PRAG1"
"gene_symbol22733","RPL7AP25","ENSG00000235294","100271042","RPL7AP25"
"gene_symbol22734","RBCK1","ENSG00000125826","10616","RBCK1"
"gene_symbol22735","AC215522.1","ENSG00000273644","",""
"gene_symbol22736","AP002852.1","ENSG00000253633","107986898","LOC107986898"
"gene_symbol22737","C14orf177","ENSG00000176605","283598","LINC02914"
"gene_symbol22738","LINC02390","ENSG00000256582","",""
"gene_symbol22739","AC008088.1","ENSG00000266839","",""
"gene_symbol22740","AL049692.3","ENSG00000276530","",""
"gene_symbol22741","AC019064.1","ENSG00000237320","105374461","LOC105374461"
"gene_symbol22742","CBY1","ENSG00000100211","25776","CBY1"
"gene_symbol22743","RCOR3","ENSG00000117625","55758","RCOR3"
"gene_symbol22744","SYT15","ENSG00000204176","83849","SYT15"
"gene_symbol22745","HLA-DRB6","ENSG00000229391","3128","HLA-DRB6"
"gene_symbol22746","AC062022.2","ENSG00000288091","",""
"gene_symbol22747","ISLR","ENSG00000129009","3671","ISLR"
"gene_symbol22748","TUBA3D","ENSG00000075886","113457","TUBA3D"
"gene_symbol22749","RAF1P1","ENSG00000250040","348910","RAF1P1"
"gene_symbol22750","OR7E10P","ENSG00000254724","10823","OR7E10P"
"gene_symbol22751","MARK3P3","ENSG00000243022","",""
"gene_symbol22752","RBAK","ENSG00000146587","57786","RBAK"
"gene_symbol22753","DYNLL1P4","ENSG00000257231","",""
"gene_symbol22754","UBIAD1","ENSG00000120942","29914","UBIAD1"
"gene_symbol22755","AL592114.2","ENSG00000225522","",""
"gene_symbol22756","AC098869.1","ENSG00000242197","100271019","RPL37P14"
